日期,股票代码,股票名,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2025-04-01,301066,万事利,13.41,13.35,13.62,13.28,22720,30539417.0,2.56,0.68,0.09,1.2
2025-04-01,301053,远信工业,26.48,26.52,26.96,26.36,21023,55923669.0,2.27,0.38,0.1,2.78
2025-04-01,301317,鑫磊股份,20.13,20.6,20.86,20.13,20972,43168735.0,3.62,2.28,0.46,4.68
2025-04-01,873169,七丰精工,15.3,15.65,16.49,15.3,26865,42384452.07,7.85,3.3,0.5,5.29
2025-04-01,871263,莱赛激光,18.7,18.69,19.1,18.53,17759,32778963.15,3.11,1.91,0.35,4.11
2025-04-01,300663,科蓝软件,15.77,15.72,15.99,15.68,80750,127726671.0,1.97,-0.32,-0.05,1.83
2025-04-01,838262,DR太湖雪,23.5,23.99,24.25,23.3,10053,23985146.05,4.08,2.96,0.69,4.19
2025-04-01,300962,中金辐照,15.32,15.78,15.91,15.31,29135,45846386.0,3.91,2.94,0.45,1.1
2025-04-01,688552,航天南湖,19.98,20.65,20.92,19.98,16177,33389817.0,4.67,2.69,0.54,1.93
2025-04-01,002689,远大智能,3.75,3.71,3.78,3.71,159561,59681927.46,1.9,0.82,0.03,1.53
2025-04-01,600448,华纺股份,2.71,2.78,2.82,2.71,118795,32972249.0,4.04,2.21,0.06,1.89
2025-04-01,605055,迎丰股份,5.38,5.42,5.53,5.36,38792,21142705.0,3.18,1.31,0.07,0.88
2025-04-01,002825,纳尔股份,8.4,8.5,8.61,8.4,42951,36643301.24,2.5,1.19,0.1,1.65
2025-04-01,000559,万向钱潮,7.05,6.77,7.08,6.76,927695,634945289.16,4.56,-3.42,-0.24,2.81
2025-04-01,000026,飞亚达,10.95,11.03,11.18,10.95,41219,45666840.0,2.1,0.64,0.07,1.13
2025-04-01,002194,武汉凡谷,11.78,11.75,11.88,11.68,137134,161483563.74,1.72,0.86,0.1,2.68
2025-04-01,000576,甘化科工,7.22,7.39,7.5,7.22,70239,52037228.54,3.89,2.78,0.2,1.62
2025-04-01,002378,章源钨业,6.77,6.94,6.95,6.75,222101,152572954.2,2.96,2.81,0.19,1.86
2025-04-01,600575,淮河能源,3.37,3.35,3.44,3.34,476350,160935347.0,2.97,-0.59,-0.02,1.23
2025-04-01,603610,麒盛科技,11.59,11.93,12.2,11.59,65011,77883105.0,5.27,3.11,0.36,1.81
2025-04-01,002190,成飞集成,16.63,16.89,17.08,16.63,69316,116801627.59,2.73,2.43,0.4,1.93
2025-04-01,000953,河化股份,5.91,6.97,6.97,5.86,1279618,855214670.39,17.51,9.94,0.63,34.95
2025-04-01,002338,奥普光电,44.0,45.0,47.5,43.98,259158,1173307388.15,7.75,-0.97,-0.44,10.8
2025-04-01,002842,翔鹭钨业,6.66,6.98,6.99,6.61,134472,91875453.92,5.76,5.76,0.38,5.37
2025-04-01,603657,春光科技,17.0,16.4,17.16,16.33,45191,74932165.0,4.96,-2.09,-0.35,3.34
2025-04-01,001328,登康口腔,41.99,41.6,42.55,40.43,15705,65202992.28,5.05,-0.95,-0.4,3.65
2025-04-01,002977,天箭科技,26.5,27.57,27.69,26.49,25259,68909120.52,4.56,4.75,1.25,3.79
2025-04-01,603332,苏州龙杰,9.57,9.65,9.83,9.57,95969,93111977.0,2.72,0.84,0.08,4.44
2025-04-01,002144,宏达高科,11.32,11.3,11.44,11.15,36207,40948912.62,2.56,-0.26,-0.03,2.63
2025-04-01,002809,红墙股份,8.43,8.44,8.65,8.35,60737,51754691.92,3.57,0.36,0.03,4.41
2025-04-01,002973,侨银股份,12.14,11.89,12.24,11.85,29613,35670885.0,3.22,-1.82,-0.22,1.33
2025-04-01,603912,佳力图,9.22,9.16,9.39,9.16,193951,179739712.0,2.49,-0.65,-0.06,3.58
2025-04-01,002598,山东章鼓,10.69,11.02,11.23,10.46,258404,282102272.0,7.26,3.96,0.42,9.16
2025-04-01,600156,华升股份,5.6,5.63,5.73,5.51,293767,164850490.0,4.01,2.55,0.14,7.31
2025-04-01,002651,利君股份,6.65,6.75,6.88,6.65,130160,88315433.0,3.46,1.66,0.11,2.3
2025-04-01,603331,百达精工,9.73,9.71,9.9,9.71,32317,31702865.0,1.95,-0.21,-0.02,1.6
2025-04-01,600530,交大昂立,4.77,4.85,4.93,4.77,62782,30538059.0,3.38,2.54,0.12,0.81
2025-04-01,000767,晋控电力,2.64,2.71,2.72,2.62,358892,96684968.8,3.82,3.44,0.09,1.23
2025-04-01,000850,华茂股份,4.22,4.26,4.32,4.21,105900,45213992.0,2.61,1.19,0.05,1.12
2025-04-01,002022,科华生物,5.69,5.91,6.01,5.68,111517,65776794.7,5.83,4.42,0.25,2.17
2025-04-01,300747,锐科激光,20.33,20.74,21.03,20.17,161063,333246230.0,4.24,2.22,0.45,3.19
2025-04-01,600396,华电辽能,2.58,2.67,2.67,2.56,232263,61364133.0,4.3,4.3,0.11,1.58
2025-04-01,833284,灵鸽科技,21.3,21.72,22.45,21.05,68907,149892615.23,6.7,3.97,0.83,10.17
2025-04-01,002074,国轩高科,21.76,21.85,21.99,21.67,100618,219865724.84,1.47,0.32,0.07,0.58
