2024-09-27,605199,ST葫芦娃,12.72,12.99,13.19,12.25,152925,196045553.0,7.39,2.12,0.27,3.82
2024-09-27,002579,中京电子,6.98,7.21,7.31,6.94,298363,212503180.26,5.34,4.04,0.28,5.13
2024-09-27,300838,浙江力诺,10.4,10.84,10.9,10.38,23602,25118551.0,5.02,4.73,0.49,2.33
