序号,代码,名称,涨跌幅,最新价,成交额,流通市值,总市值,换手率,封板资金,首次封板时间,最后封板时间,炸板次数,涨停统计,连板数,所属行业
1,002104,恒宝股份,9.988776206970215,9.8,128862748,5875511639.200001,6940185168.000001,2.1932175159454346,360282692,092500,092500,0,3/3,3,通信设备
2,002177,御银股份,9.936908721923828,6.97,61485172,4664394494.58,5305503333.12,1.3181811571121216,1264165837,092500,092500,0,4/4,4,计算机设
3,002246,北化股份,10.025928497314453,12.73,118355902,6989212927.62,6989213004.0,1.6934081315994263,233841189,092500,092500,0,1/1,1,化学制品
4,603056,德邦股份,10.0,22.88,638922880,23333376077.44,23333376168.96,2.7382359504699707,198901605,092500,092500,0,5/5,5,物流行业
5,603879,永悦科技,10.0,5.94,29186962,2134505973.6000001,2134506021.1200001,1.3673871755599976,233456077,092501,092501,0,2/2,2,塑料制品
6,603123,翠微股份,10.04444408416748,12.38,60330216,8075176248.620001,9888359999.36,0.7471070885658264,666869746,092502,092502,0,3/3,3,多元金融
7,605005,合兴股份,10.00500202178955,21.99,345485360,8817990000.0,8817990000.0,4.283724784851074,560293875,092503,094021,0,4/3,1,汽车零部
8,605099,共创草坪,9.988203048706055,27.97,68604816,11190517300.0,11233926740.0,0.6130620837211609,87367092,092503,092503,0,2/2,2,家用轻工
9,002633,申科股份,9.974093437194824,16.98,72405554,2537130375.0,2547000000.0,2.853865385055542,47975122,093000,093000,0,2/2,2,通用设备
10,003009,中天火箭,9.990253448486328,45.14,630936192,7014437176.18,7014472836.78,9.134525299072266,86451902,093012,095436,3,2/2,2,航天航空
11,002537,海联金汇,9.963985443115234,9.16,2172884704,10753993384.2,10753993448.32,20.484189987182617,356336824,093027,093851,2,3/3,3,汽车零部
12,001268,联合精密,10.013908386230469,23.73,82786815,988891011.57,2561258015.82,8.438396453857422,101467107,093054,093054,0,1/1,1,通用设备
13,603906,龙蟠科技,9.991312026977539,12.66,545539312,7153898911.9800005,8419898823.36,7.672029972076416,151440186,093108,094250,2,1/1,1,电池
14,002250,联化科技,10.0,10.12,1165250848,9174125658.72,9222691174.4,12.846915245056152,96391785,093115,103803,5,4/4,4,农药兽药
15,002951,金时科技,9.964412689208984,9.27,45722810,3754336095.0,3754350000.0,1.2362021207809448,143027757,093136,093136,0,1/1,1,包装材料
16,603681,永冠新材,10.029498100280762,18.65,219549289,3564593243.2499995,3564593243.2499995,6.295720100402832,278470087,093157,093157,0,7/5,1,化学制品
17,002526,山东矿机,10.0,3.96,688351680,7013494374.48,7059863606.4,9.939933776855469,257367528,093248,095706,1,1/1,1,专用设备
18,002550,千红制药,10.051546096801758,8.54,1322165520,8179096013.199999,10929491999.999998,16.480825424194336,191227329,093248,103954,10,4/2,1,化学制药
19,002082,万邦德,10.063898086547852,6.89,180206543,3811933302.58,4214537595.8399997,4.783530235290527,113220614,093254,093254,0,2/2,2,化学制药
20,301024,霍普股份,19.9956111907959,54.67,307837040,3291680700.0,3476191950.0,9.662848472595215,115772745,093257,093342,1,3/3,3,工程建设
21,000566,海南海药,9.967320442199707,6.73,458545744,7846572503.09,8731267257.6,6.030294418334961,233631748,093330,093330,0,2/2,2,化学制药
22,600794,保税科技,9.932279586791992,4.87,432957184,5844741004.59,5844741019.2,7.575997829437256,220142993,093434,093434,0,1/1,1,物流行业
23,603506,南都物业,9.97624683380127,13.89,98395299,2608233350.31,2608233350.31,3.8732922077178955,89806878,093617,093617,0,4/2,1,房地产服
24,603093,南华期货,9.992313385009766,14.31,260897789,8730042928.83,8730042857.28,3.0581257343292236,145282275,093725,094234,1,1/1,1,多元金融
25,300651,金陵体育,20.0,20.4,312707088,1529511950.3999999,2626555855.2,21.519628524780273,237985584,093942,093942,0,1/1,1,家用轻工
