序号,代码,名称,涨跌幅,最新价,成交额,流通市值,总市值,换手率,封板资金,首次封板时间,最后封板时间,炸板次数,涨停统计,连板数,所属行业
1,002104,恒宝股份,9.988776206970215,9.8,118474748,5875511639.200001,6940185168.000001,2.01641583442688,438076072,092500,092500,0,3/3,3,通信设备
2,002177,御银股份,9.936908721923828,6.97,50437011,4664394494.58,5305503333.12,1.0813195705413818,1455798334,092500,092500,0,4/4,4,计算机设
3,002246,北化股份,10.025928497314453,12.73,107502304,6989212927.62,6989213004.0,1.5381174087524414,245449676,092500,092500,0,1/1,1,化学制品
4,603056,德邦股份,10.0,22.88,559818752,23333376077.44,23333376168.96,2.399218797683716,370992267,092500,092500,0,5/5,5,物流行业
5,603879,永悦科技,10.0,5.94,28554946,2134505973.6000001,2134506021.1200001,1.3377777338027954,255600397,092501,092501,0,2/2,2,塑料制品
6,603123,翠微股份,10.04444408416748,12.38,54407624,8075176248.620001,9888359999.36,0.6737639307975769,848174846,092502,092502,0,3/3,3,多元金融
7,605005,合兴股份,10.00500202178955,21.99,334096640,8817990000.0,8817990000.0,4.154571533203125,576313700,092503,094021,0,4/3,1,汽车零部
8,605099,共创草坪,9.988203048706055,27.97,62389882,11190517300.0,11233926740.0,0.557524561882019,103746324,092503,092503,0,2/2,2,家用轻工
9,002633,申科股份,9.974093437194824,16.98,66272378,2537130375.0,2547000000.0,2.612128734588623,44273482,093000,093000,0,2/2,2,通用设备
10,003009,中天火箭,9.990253448486328,45.14,612807968,7014437176.18,7014472836.78,8.876083374023438,112538308,093012,095436,3,2/2,2,航天航空
11,002537,海联金汇,9.963985443115234,9.16,2116184304,10753993384.2,10753993448.32,19.956941604614258,516353926,093027,093851,2,3/3,3,汽车零部
12,603017,中衡设计,9.989806175231934,10.79,492358928,2977023344.62,2977023323.04,16.828887939453125,49876775,093040,095943,4,2/2,2,工程咨询
13,001268,联合精密,10.013908386230469,23.73,75978678,988891011.57,2561258015.82,7.749934673309326,112734111,093054,093054,0,1/1,1,通用设备
14,603906,龙蟠科技,9.991312026977539,12.66,529003264,7153898911.9800005,8419898823.36,7.440882682800293,166216836,093108,094250,2,1/1,1,电池
15,000510,新金路,10.03649616241455,6.03,227692031,3658188846.51,3910717811.52,6.312943458557129,161561512,093109,093109,0,1/1,1,化学原料
16,002250,联化科技,10.0,10.12,1026807744,9174125658.72,9222691174.4,11.336015701293945,188799732,093115,094024,4,4/4,4,农药兽药
17,002951,金时科技,9.964412689208984,9.27,41395574,3754336095.0,3754350000.0,1.12094247341156,162033111,093136,093136,0,1/1,1,包装材料
18,603681,永冠新材,10.029498100280762,18.65,208334484,3564593243.2499995,3564593243.2499995,5.981103420257568,346656912,093157,093157,0,7/5,1,化学制品
19,600521,华海药业,10.005784034729004,19.02,1241242752,27897690960.42,28680407116.8,4.493639945983887,122458520,093233,100009,2,1/1,1,化学制药
20,002526,山东矿机,10.0,3.96,616943552,7013494374.48,7059863606.4,8.921780586242676,488259965,093248,095706,1,1/1,1,专用设备
21,002550,千红制药,10.051546096801758,8.54,1123385392,8179096013.199999,10929491999.999998,14.048833847045898,187962838,093248,094827,9,4/2,1,化学制药
22,002082,万邦德,10.063898086547852,6.89,172449781,3811933302.58,4214537595.8399997,4.580043792724609,119737865,093254,093254,0,2/2,2,化学制药
23,002907,华森制药,9.985458374023438,22.69,659009296,7008671102.450001,9475260500.800001,9.671598434448242,126510772,093254,095403,1,5/5,5,中药
24,301024,霍普股份,19.9956111907959,54.67,305287504,3291680700.0,3476191950.0,9.585394859313965,158717944,093257,093342,1,3/3,3,工程建设
25,000566,海南海药,9.967320442199707,6.73,442660256,7846572503.09,8731267257.6,5.827843189239502,260431281,093330,093330,0,2/2,2,化学制药
26,600794,保税科技,9.932279586791992,4.87,411563760,5844741004.59,5844741019.2,7.2099690437316895,258971503,093434,093434,0,1/1,1,物流行业
27,603506,南都物业,9.97624683380127,13.89,94083565,2608233350.31,2608233350.31,3.707979679107666,129282536,093617,093617,0,4/2,1,房地产服
28,002558,巨人网络,9.972298622131348,15.88,432588992,30723839702.68,30723839655.04,1.426194429397583,832345690,093651,093651,0,1/1,1,游戏
29,600880,博瑞传播,9.957627296447754,5.19,271571648,5672826608.25,5674393578.240001,4.91127347946167,265320060,093657,093657,0,1/1,1,教育
30,603093,南华期货,9.992313385009766,14.31,248088908,8730042928.83,8730042857.28,2.9114038944244385,196089930,093725,094234,1,1/1,1,多元金融
31,300651,金陵体育,20.0,20.4,300290224,1529511950.3999999,2626555855.2,20.707809448242188,414177732,093942,093942,0,1/1,1,家用轻工
32,002565,顺灏股份,9.976798057556152,4.74,257121898,5024187515.280001,5024347518.72,5.221005439758301,339761427,094124,094124,0,1/1,1,包装材料
33,603258,电魂网络,9.985458374023438,22.69,217888417,5460174921.5,5548439021.5,4.062671184539795,149738117,094410,095701,1,1/1,1,游戏
34,002968,新大正,10.018552780151367,11.86,152341430,2527360461.38,2683654506.3799996,6.299672603607178,166578503,094521,094521,0,3/2,1,房地产服
35,600037,歌华有线,10.055096626281738,7.99,356019824,11120305293.16,11120305325.12,3.273794412612915,146534203,094531,095716,1,1/1,1,文化传媒
36,300315,掌趣科技,19.920318603515625,6.02,2173570192,15549806328.14,16375412901.119999,14.781618118286133,1503580977,094909,094909,0,1/1,1,游戏
37,600561,江西长运,9.954058647155762,7.18,98968817,2042543424.0,2042543424.0,4.996561050415039,144565710,095003,095003,0,1/1,1,铁路公路
38,002798,帝欧家居,10.058026313781738,5.69,87235235,1846268104.2900002,2242992719.6800003,4.919231414794922,255760817,095015,095015,0,1/1,1,装修建材
39,002682,龙洲股份,10.080645561218262,5.46,220867951,3070471371.24,3070532512.32,7.514693737030029,519248320,095115,095115,0,1/1,1,物流行业
40,600676,交运股份,10.0,5.83,510257840,5996113863.52,5996113863.52,9.050545692443848,104778509,095330,095424,1,3/3,3,汽车零部
41,300865,大宏立,19.982698440551758,27.74,192258500,1879330962.4799998,2654163200.0,10.840624809265137,732846416,095618,095618,0,1/1,1,专用设备
42,000953,河化股份,9.951457023620605,9.06,511792128,3317067086.7000003,3317067059.52,16.33946990966797,485467914,095627,095627,0,1/1,1,化学制药
43,601825,沪农商行,10.044642448425293,9.86,866242928,91861514384.73999,95094221941.76,0.9561663269996643,244528,095709,095939,2,1/1,1,银行
44,002389,航天彩虹,10.0,23.87,1271067280,23650924768.24,23717463061.600002,5.619817733764648,1065583057,095945,095945,0,1/1,1,航天航空
