序号,代码,名称,涨跌幅,最新价,成交额,流通市值,总市值,换手率,封板资金,首次封板时间,最后封板时间,炸板次数,涨停统计,连板数,所属行业
1,002104,恒宝股份,9.988776206970215,9.8,126509768,5875511639.200001,6940185168.000001,2.153170347213745,382406192,092500,092500,0,3/3,3,通信设备
2,002177,御银股份,9.936908721923828,6.97,59236650,4664394494.58,5305503333.12,1.269975185394287,1305056039,092500,092500,0,4/4,4,计算机设
3,002246,北化股份,10.025928497314453,12.73,116272001,6989212927.62,6989213004.0,1.6635922193527222,237191725,092500,092500,0,1/1,1,化学制品
4,603056,德邦股份,10.0,22.88,585831024,23333376077.44,23333376168.96,2.51069974899292,212431648,092500,092500,0,5/5,5,物流行业
5,603879,永悦科技,10.0,5.94,29113900,2134505973.6000001,2134506021.1200001,1.363964319229126,239650903,092501,092501,0,2/2,2,塑料制品
6,603123,翠微股份,10.04444408416748,12.38,58484358,8075176248.620001,9888359999.36,0.7242487072944641,715409250,092502,092502,0,3/3,3,多元金融
7,605005,合兴股份,10.00500202178955,21.99,342342992,8817990000.0,8817990000.0,4.248088836669922,562807332,092503,094021,0,4/3,1,汽车零部
8,605099,共创草坪,9.988203048706055,27.97,67438467,11190517300.0,11233926740.0,0.602639377117157,93386236,092503,092503,0,2/2,2,家用轻工
9,002633,申科股份,9.974093437194824,16.98,72205190,2537130375.0,2547000000.0,2.845968008041382,46506352,093000,093000,0,2/2,2,通用设备
10,003009,中天火箭,9.990253448486328,45.14,628796560,7014437176.18,7014472836.78,9.104022026062012,104941246,093012,095436,3,2/2,2,航天航空
11,002537,海联金汇,9.963985443115234,9.16,2158046416,10753993384.2,10753993448.32,20.34621238708496,373444040,093027,093851,2,3/3,3,汽车零部
12,603017,中衡设计,9.989806175231934,10.79,548062704,2977023344.62,2977023323.04,18.700105667114258,30965142,093040,100231,6,2/2,2,工程咨询
13,001268,联合精密,10.013908386230469,23.73,80594163,988891011.57,2561258015.82,8.216668128967285,102871923,093054,093054,0,1/1,1,通用设备
14,603906,龙蟠科技,9.991312026977539,12.66,541428608,7153898911.9800005,8419898823.36,7.614569187164307,157100472,093108,094250,2,1/1,1,电池
15,002250,联化科技,10.0,10.12,1157476672,9174125658.72,9222691174.4,12.762174606323242,114934661,093115,103803,5,4/4,4,农药兽药
16,002951,金时科技,9.964412689208984,9.27,45641234,3754336095.0,3754350000.0,1.2340292930603027,143604351,093136,093136,0,1/1,1,包装材料
17,603681,永冠新材,10.029498100280762,18.65,217234824,3564593243.2499995,3564593243.2499995,6.230790615081787,293311757,093157,093157,0,7/5,1,化学制品
18,002526,山东矿机,10.0,3.96,680833616,7013494374.48,7059863606.4,9.83273983001709,273700944,093248,095706,1,1/1,1,专用设备
19,002550,千红制药,10.051546096801758,8.54,1315710992,8179096013.199999,10929491999.999998,16.40191078186035,235509791,093248,103954,10,4/2,1,化学制药
20,002082,万邦德,10.063898086547852,6.89,179127569,3811933302.58,4214537595.8399997,4.755224704742432,117592319,093254,093254,0,2/2,2,化学制药
21,301024,霍普股份,19.9956111907959,54.67,307315760,3291680700.0,3476191950.0,9.647011756896973,119158732,093257,093342,1,3/3,3,工程建设
22,000566,海南海药,9.967320442199707,6.73,456188912,7846572503.09,8731267257.6,6.000257968902588,239426278,093330,093330,0,2/2,2,化学制药
23,600794,保税科技,9.932279586791992,4.87,429623664,5844741004.59,5844741019.2,7.51896333694458,219329216,093434,093434,0,1/1,1,物流行业
24,603506,南都物业,9.97624683380127,13.89,97668574,2608233350.31,2608233350.31,3.8454294204711914,94551980,093617,093617,0,4/2,1,房地产服
25,603093,南华期货,9.992313385009766,14.31,259681439,8730042928.83,8730042857.28,3.0441927909851074,150721506,093725,094234,1,1/1,1,多元金融
26,300651,金陵体育,20.0,20.4,310137712,1529511950.3999999,2626555855.2,21.351640701293945,278162364,093942,093942,0,1/1,1,家用轻工
27,002565,顺灏股份,9.976798057556152,4.74,268880176,5024187515.280001,5024347518.72,5.455039024353027,254193762,094124,094124,0,1/1,1,包装材料
28,002968,新大正,10.018552780151367,11.86,159663794,2527360461.38,2683654506.3799996,6.5893964767456055,126918663,094521,094521,0,3/2,1,房地产服
29,600561,江西长运,9.954058647155762,7.18,105553595,2042543424.0,2042543424.0,5.318942546844482,107223248,095003,095003,0,1/1,1,铁路公路
30,002798,帝欧家居,10.058026313781738,5.69,99977609,1846268104.2900002,2242992719.6800003,5.609400749206543,134190365,095015,095015,0,1/1,1,装修建材
31,002682,龙洲股份,10.080645561218262,5.46,250874746,3070471371.24,3070532512.32,8.491963386535645,351406555,095115,095115,0,1/1,1,物流行业
32,300865,大宏立,19.982698440551758,27.74,207756838,1879330962.4799998,2654163200.0,11.665297508239746,406826518,095618,095618,0,1/1,1,专用设备
33,000953,河化股份,9.951457023620605,9.06,559610160,3317067086.7000003,3317067059.52,17.78104591369629,235244449,095627,095627,0,1/1,1,化学制药
34,601825,沪农商行,10.044642448425293,9.86,1246630080,91861514384.73999,95094221941.76,1.3707078695297241,152358484,095709,104103,20,1/1,1,银行
35,002829,星网宇达,10.019940376281738,22.07,416261968,3223596373.48,4586353325.58,13.371846199035645,323998326,100021,100021,0,4/2,1,通信设备
36,601069,西部黄金,10.028011322021484,19.64,626877104,13433617806.4,18023263481.600002,4.800074577331543,295794112,100859,100859,0,1/1,1,贵金属
37,002467,二六三,10.055866241455078,5.91,851762656,8058856284.24,8128447763.52,10.813426971435547,434124664,100906,100906,0,1/1,1,通信服务
38,603076,乐惠国际,10.0,33.0,295591696,3983144352.0,3983144352.0,7.634189128875732,49770600,100925,104701,3,6/4,1,专用设备
39,003010,若羽臣,10.006110191345215,72.01,298003488,8707870890.560001,11811836737.060001,3.5194787979125977,323837611,101106,101106,0,1/1,1,互联网服
40,603697,有友食品,10.030394554138184,14.48,204453909,6192981579.04,6192981550.08,3.4390885829925537,161730016,101144,101144,0,1/1,1,食品饮料
41,000695,滨海能源,10.034602165222168,15.9,649417760,3525353787.6,3532145870.1,19.128355026245117,163468997,101727,102127,4,11/7,1,造纸印刷
42,603535,嘉诚国际,10.010009765625,10.99,224855940,5249805385.02,5614933078.72,4.444220066070557,148458436,102117,102117,0,1/1,1,物流行业
43,002940,昂利康,10.02656078338623,16.57,171563426,3070014488.19,3342636042.02,5.777576446533203,186189318,102409,102409,0,1/1,1,化学制药
44,605006,山东玻纤,10.0,6.71,181047176,4026062416.42,4099538271.84,4.608548641204834,134584751,102808,103641,1,1/1,1,玻璃玻纤
45,002657,中科金财,9.990917205810547,24.22,1573131568,8146548714.08,8236059440.0,19.782672882080078,1006618948,104945,104945,0,3/2,1,互联网服
