序号,代码,名称,涨跌幅,最新价,成交额,流通市值,总市值,换手率,封板资金,首次封板时间,最后封板时间,炸板次数,涨停统计,连板数,所属行业
1,002097,山河智能,10.051546096801758,8.54,146785879,9160658497.06,9177231434.56,1.6023507118225098,301606821,092500,092500,0,1/1,1,工程机械
2,002104,恒宝股份,9.988776206970215,9.8,112433048,5875511639.200001,6940185168.000001,1.9135873317718506,459269552,092500,092500,0,3/3,3,通信设备
3,002177,御银股份,9.936908721923828,6.97,44776674,4664394494.58,5305503333.12,0.9599675536155701,1600303162,092500,092500,0,4/4,4,计算机设
4,002246,北化股份,10.025928497314453,12.73,82918128,6989212927.62,6989213004.0,1.1863728761672974,287942416,092500,092500,0,1/1,1,化学制品
5,603056,德邦股份,10.0,22.88,548448080,23333376077.44,23333376168.96,2.350487470626831,420140108,092500,092500,0,5/5,5,物流行业
6,603879,永悦科技,10.0,5.94,20457954,2134505973.6000001,2134506021.1200001,0.9584397673606873,335306466,092501,092501,0,2/2,2,塑料制品
7,603123,翠微股份,10.04444408416748,12.38,50182330,8075176248.620001,9888359999.36,0.6214394569396973,932555688,092502,092502,0,3/3,3,多元金融
8,605099,共创草坪,9.988203048706055,27.97,59528551,11190517300.0,11233926740.0,0.5319553017616272,91901029,092503,092503,0,2/2,2,家用轻工
9,002633,申科股份,9.974093437194824,16.98,65090570,2537130375.0,2547000000.0,2.5655481815338135,49467664,093000,093000,0,2/2,2,通用设备
10,002537,海联金汇,9.963985443115234,9.16,2084803056,10753993384.2,10753993448.32,19.665130615234375,881984486,093027,093851,2,3/3,3,汽车零部
11,001268,联合精密,10.013908386230469,23.73,57981846,988891011.57,2561258015.82,5.930034160614014,147451101,093054,093054,0,1/1,1,通用设备
12,000510,新金路,10.03649616241455,6.03,188939959,3658188846.51,3910717811.52,5.25361967086792,260496000,093109,093109,0,1/1,1,化学原料
13,002250,联化科技,10.0,10.12,993656816,9174125658.72,9222691174.4,10.974661827087402,5628744,093115,093906,3,4/4,4,农药兽药
14,002951,金时科技,9.964412689208984,9.27,38282708,3754336095.0,3754350000.0,1.0380284786224365,247595211,093136,093136,0,1/1,1,包装材料
15,603681,永冠新材,10.029498100280762,18.65,194962472,3564593243.2499995,3564593243.2499995,5.605968952178955,416350060,093157,093157,0,7/5,1,化学制品
16,002526,山东矿机,10.0,3.96,258139133,7013494374.48,7059863606.4,3.756255626678467,436710384,093248,093248,0,1/1,1,专用设备
17,002082,万邦德,10.063898086547852,6.89,155930317,3811933302.58,4214537595.8399997,4.146681785583496,202865280,093254,093254,0,2/2,2,化学制药
18,301024,霍普股份,19.9956111907959,54.67,301493408,3291680700.0,3476191950.0,9.470130920410156,165196339,093257,093342,1,3/3,3,工程建设
19,000566,海南海药,9.967320442199707,6.73,428536016,7846572503.09,8731267257.6,5.647838115692139,374187125,093330,093330,0,2/2,2,化学制药
20,600794,保税科技,9.932279586791992,4.87,375173664,5844741004.59,5844741019.2,6.5873565673828125,370397590,093434,093434,0,1/1,1,物流行业
21,603506,南都物业,9.97624683380127,13.89,86687751,2608233350.31,2608233350.31,3.4244232177734375,175850928,093617,093617,0,4/2,1,房地产服
22,002663,普邦股份,10.055866241455078,1.97,70647203,2751002825.95,3394997325.12,2.606133222579956,11136607,093624,094003,1,1/1,1,工程建设
23,002558,巨人网络,9.972298622131348,15.88,363479232,30723839702.68,30723839655.04,1.2012557983398438,1406842802,093651,093651,0,1/1,1,游戏
24,600880,博瑞传播,9.957627296447754,5.19,245389654,5672826608.25,5674393578.240001,4.449739933013916,312737982,093657,093657,0,1/1,1,教育
25,300651,金陵体育,20.0,20.4,257261115,1529511950.3999999,2626555855.2,17.89455223083496,886926720,093942,093942,0,1/1,1,家用轻工
