序号,代码,名称,涨跌幅,最新价,成交额,流通市值,总市值,换手率,封板资金,首次封板时间,最后封板时间,炸板次数,涨停统计,连板数,所属行业
1,000889,中嘉博创,10.0,2.97,5349790,2583453537.7200003,2780784626.4,0.2070789933204651,150143669,092500,092500,0,1/1,1,通信服务
2,002826,易明医药,10.016420364379883,13.4,21995886,2314364049.0,2555081850.0,0.9504073262214661,461422514,092500,092500,0,1/1,1,中药
3,002951,金时科技,10.032362937927246,10.2,16992608,4130984699.9999995,4130999999.9999995,0.4113452136516571,60619191,092500,092500,0,2/2,2,包装材料
4,603879,永悦科技,9.932659149169922,6.53,465981856,2346519193.2000003,2346519245.44,19.85943603515625,62385902,092501,133116,2,3/3,3,塑料制品
5,605005,合兴股份,10.004547119140625,24.19,67980455,9700190000.0,9700190000.0,0.700815737247467,557676961,092501,092501,0,5/4,2,汽车零部
6,603226,菲林格尔,9.975668907165527,9.04,194398393,3213645600.7999997,3213645655.0399995,6.143747806549072,34336876,092502,094550,3,2/2,1,装修建材
7,605099,共创草坪,10.010725975036621,30.77,262766295,12310769300.0,12358524340.0,2.159970283508301,52354385,092502,093723,2,3/3,3,家用轻工
8,603076,乐惠国际,10.0,36.3,155099254,4381458787.2,4381458787.2,3.5525245666503906,111397440,093002,093159,2,7/5,2,专用设备
9,000533,顺钠股份,10.046367645263672,7.12,193750394,4876505088.0,4918609920.0,4.004940986633301,247253840,093036,093036,0,1/1,1,电网设备
10,002082,万邦德,10.014513969421387,7.58,779813488,4193679888.76,4636603044.4800005,18.992937088012695,29840186,093118,132351,3,3/3,3,化学制药
11,000989,九芝堂,10.053476333618164,10.29,878629360,7142838002.369999,8807643344.64,12.476188659667969,142587501,093121,093603,2,2/2,2,中药
12,605006,山东玻纤,9.98509693145752,7.38,328585664,4428068648.76,4508881139.5199995,7.5236735343933105,79008951,093141,093547,3,2/2,2,玻璃玻纤
13,603017,中衡设计,10.009267807006836,11.87,267095566,3275001584.8599997,3275001561.12,8.636140823364258,135436510,093229,093229,0,3/3,3,工程咨询
14,603305,旭升集团,9.991876602172852,13.54,305516384,12907860132.24,12907860078.08,2.391605854034424,183543920,093407,093407,0,1/1,1,汽车零部
15,002731,萃华珠宝,9.992254257202148,14.2,471555184,3261120880.0,3637415200.0,14.7879638671875,152005462,093536,100733,2,2/2,2,珠宝首饰
16,002298,中电鑫龙,10.050251007080078,6.57,344042368,4294581783.1200004,4862528586.72,8.230419158935547,266630303,093642,093642,0,1/1,1,电网设备
17,603823,百合花,10.0,11.44,215283738,4702200405.76,4763246625.28,4.625846862792969,53970796,093738,094005,2,1/1,1,化学制品
18,000838,财信发展,9.842519760131836,2.79,84060491,2940006735.45,3070289471.04,2.9009149074554443,104978493,093930,093930,0,1/1,1,房地产开
19,603863,松炀资源,10.0,14.41,116891549,2949006500.0,2949006500.0,4.044769287109375,131084599,093951,093951,0,1/1,1,造纸印刷
20,603151,邦基科技,10.025707244873047,17.12,102127958,1383843840.0,2876160000.0,7.565110206604004,37551008,094155,094155,0,1/1,1,农牧饲渔
21,601700,风范股份,9.90783405303955,4.77,119641469,5448516758.999999,5448516778.08,2.24507474899292,108895727,094236,094236,0,1/1,1,电网设备
22,300949,奥雅股份,20.0,46.68,251360018,1601173620.84,2824443420.0,16.50358772277832,157563672,094318,094318,0,1/1,1,工程咨询
23,002785,万里石,10.017093658447266,32.18,627656112,6226669840.14,7292621785.1,10.202804565429688,113611490,094503,101815,1,1/1,1,装修建材
24,603042,华脉科技,9.978616714477539,15.43,251890102,2477901231.2,2477901231.2,10.465505599975586,204246323,094833,094833,0,1/1,1,通信设备
25,002741,光华科技,10.020039558410645,16.47,491246448,7022123095.049999,7658917346.879999,7.167850017547607,284988645,095024,095024,0,1/1,1,电子化学
26,300340,科恒股份,20.020427703857422,11.75,362287824,2472958603.5,3241746980.0,15.078248977661133,249098084,095209,095209,0,1/1,1,电池
27,002055,得润电子,9.967320442199707,6.73,409912768,4003460098.8300004,4068217807.6800003,10.505127906799316,92888355,095257,102936,1,4/2,1,消费电子
28,603256,宏和科技,9.97352123260498,12.46,364235024,10961404650.0,10961404699.84,3.4438223838806152,167069872,095510,095510,0,4/2,1,玻璃玻纤
29,603023,威帝股份,10.05434799194336,4.05,209673466,2260375498.35,2260375502.4,9.659605026245117,40618697,095556,100050,2,1/1,1,汽车零部
30,603093,南华期货,9.993012428283691,15.74,474433696,9602437155.82,9602437077.12,5.18510103225708,162339212,095614,095614,0,2/2,2,多元金融
