序号,代码,名称,涨跌幅,最新价,成交额,流通市值,总市值,换手率,封板资金,首次封板时间,最后封板时间,炸板次数,涨停统计,连板数,所属行业
1,000889,中嘉博创,10.0,2.97,5354839,2583453537.7200003,2780784626.4,0.2072744369506836,136329605,092500,092500,0,1/1,1,通信服务
2,002826,易明医药,10.016420364379883,13.4,22833386,2314364049.0,2555081850.0,0.9865943789482117,400838434,092500,092500,0,1/1,1,中药
3,002951,金时科技,10.032362937927246,10.2,53678948,4130984699.9999995,4130999999.9999995,1.2994226217269897,66425031,092500,092500,0,2/2,2,包装材料
4,603879,永悦科技,9.932659149169922,6.53,476425280,2346519193.2000003,2346519245.44,20.30449676513672,60219901,092501,133116,2,3/3,3,塑料制品
5,605005,合兴股份,10.004547119140625,24.19,68783563,9700190000.0,9700190000.0,0.7090950012207031,557340720,092501,092501,0,5/4,2,汽车零部
6,603226,菲林格尔,9.975668907165527,9.04,194639183,3213645600.7999997,3213645655.0399995,6.151240348815918,34934094,092502,094550,3,2/2,1,装修建材
7,605099,共创草坪,10.010725975036621,30.77,264858655,12310769300.0,12358524340.0,2.176966428756714,49757397,092502,093723,2,3/3,3,家用轻工
8,603076,乐惠国际,10.0,36.3,156547624,4381458787.2,4381458787.2,3.5855815410614014,86506530,093002,093159,2,7/5,2,专用设备
9,000533,顺钠股份,10.046367645263672,7.12,201405818,4876505088.0,4918609920.0,4.161926746368408,185970576,093036,093036,0,1/1,1,电网设备
10,002082,万邦德,10.014513969421387,7.58,790876496,4193679888.76,4636603044.4800005,19.256738662719727,38548848,093118,132351,3,3/3,3,化学制药
11,000989,九芝堂,10.053476333618164,10.29,884663760,7142838002.369999,8807643344.64,12.560669898986816,115601636,093121,093603,2,2/2,2,中药
12,605006,山东玻纤,9.98509693145752,7.38,329303744,4428068648.76,4508881139.5199995,7.539889812469482,73276905,093141,093547,3,2/2,2,玻璃玻纤
13,603017,中衡设计,10.009267807006836,11.87,268950848,3275001584.8599997,3275001561.12,8.692790985107422,118937210,093229,093229,0,3/3,3,工程咨询
14,603697,有友食品,10.013812065124512,15.93,556672992,6813135121.14,6813135089.28,8.363597869873047,59063023,093342,143851,1,6/3,2,食品饮料
15,603305,旭升集团,9.991876602172852,13.54,312066800,12907860132.24,12907860078.08,2.4423534870147705,147346328,093407,093407,0,1/1,1,汽车零部
16,002731,萃华珠宝,9.992254257202148,14.2,474830976,3261120880.0,3637415200.0,14.888413429260254,131063444,093536,100733,2,2/2,2,珠宝首饰
17,002298,中电鑫龙,10.050251007080078,6.57,349184704,4294581783.1200004,4862528586.72,8.35015869140625,216411194,093642,093642,0,1/1,1,电网设备
18,603823,百合花,10.0,11.44,220766930,4702200405.76,4763246625.28,4.74245548248291,45998260,093738,094005,2,1/1,1,化学制品
19,000838,财信发展,9.842519760131836,2.79,86061758,2940006735.45,3070289471.04,2.968985080718994,91328418,093930,093930,0,1/1,1,房地产开
20,603863,松炀资源,10.0,14.41,118897421,2949006500.0,2949006500.0,4.11278772354126,111260762,093951,093951,0,1/1,1,造纸印刷
21,603151,邦基科技,10.025707244873047,17.12,104252550,1383843840.0,2876160000.0,7.7186384201049805,28932800,094155,094155,0,1/1,1,农牧饲渔
22,601700,风范股份,9.90783405303955,4.77,125640698,5448516758.999999,5448516778.08,2.355182409286499,85765520,094236,094236,0,1/1,1,电网设备
23,300949,奥雅股份,20.0,46.68,252835106,1601173620.84,2824443420.0,16.595712661743164,112209384,094318,094318,0,1/1,1,工程咨询
24,002785,万里石,10.017093658447266,32.18,638388144,6226669840.14,7292621785.1,10.375160217285156,75960890,094503,101815,1,1/1,1,装修建材
25,603042,华脉科技,9.978616714477539,15.43,259872041,2477901231.2,2477901231.2,10.787630081176758,151123919,094833,094833,0,1/1,1,通信设备
26,002741,光华科技,10.020039558410645,16.47,499313456,7022123095.049999,7658917346.879999,7.2827301025390625,227462229,095024,095024,0,1/1,1,电子化学
27,300340,科恒股份,20.020427703857422,11.75,368611680,2472958603.5,3241746980.0,15.333969116210938,143643009,095209,095209,0,1/1,1,电池
28,002055,得润电子,9.967320442199707,6.73,422043600,4003460098.8300004,4068217807.6800003,10.808136940002441,69104535,095257,102936,1,4/2,1,消费电子
29,603256,宏和科技,9.97352123260498,12.46,368810336,10961404650.0,10961404699.84,3.485562562942505,105597216,095510,095510,0,4/2,1,玻璃玻纤
30,300651,金陵体育,20.0,24.48,827422272,1835414340.48,3151867026.2400002,47.08179473876953,34304558,095539,141954,1,2/2,2,家用轻工
31,603023,威帝股份,10.05434799194336,4.05,209913169,2260375498.35,2260375502.4,9.670209884643555,39856544,095556,100050,2,1/1,1,汽车零部
32,603093,南华期货,9.993012428283691,15.74,479922896,9602437155.82,9602437077.12,5.242265701293945,80853232,095614,095614,0,2/2,2,多元金融
33,300368,汇金股份,20.027816772460938,8.63,589732544,4564782189.25,4564782163.360001,14.013162612915039,165995461,100018,100018,0,4/2,1,计算机设
34,002952,亚世光电,9.98509693145752,22.14,304802752,2923477008.48,3638487600.0,10.852167129516602,143764119,100430,100633,1,1/1,1,光学光电
35,002418,康盛股份,10.086455345153809,3.82,516464624,4341035680.5,4341048000.0,12.205947875976562,129476799,100721,101142,1,4/2,1,家电行业
