序号,代码,名称,涨跌幅,最新价,成交额,流通市值,总市值,换手率,封板资金,首次封板时间,最后封板时间,炸板次数,涨停统计,连板数,所属行业
1,000889,中嘉博创,10.0,2.97,5115338,2583453537.7200003,2780784626.4,0.1980038732290268,175827160,092500,092500,0,1/1,1,通信服务
2,002826,易明医药,10.016420364379883,13.4,15771586,2314364049.0,2555081850.0,0.681465208530426,682769074,092500,092500,0,1/1,1,中药
3,002951,金时科技,10.032362937927246,10.2,15726788,4130984699.9999995,4130999999.9999995,0.3807031512260437,71096631,092500,092500,0,2/2,2,包装材料
4,603879,永悦科技,9.932659149169922,6.53,370201856,2346519193.2000003,2346519245.44,15.777225494384766,105498915,092501,093510,1,3/3,3,塑料制品
5,605005,合兴股份,10.004547119140625,24.19,62537705,9700190000.0,9700190000.0,0.6447060108184814,574515620,092501,092501,0,5/4,2,汽车零部
6,603226,菲林格尔,9.975668907165527,9.04,189906960,3213645600.7999997,3213645655.0399995,6.003986358642578,30422917,092502,094550,3,2/2,1,装修建材
7,605099,共创草坪,10.010725975036621,30.77,230044708,12310769300.0,12358524340.0,1.8941738605499268,100242506,092502,093723,2,3/3,3,家用轻工
8,603076,乐惠国际,10.0,36.3,150445594,4381458787.2,4381458787.2,3.446312189102173,115955086,093002,093159,2,7/5,2,专用设备
9,000533,顺钠股份,10.046367645263672,7.12,156496013,4876505088.0,4918609920.0,3.2409844398498535,464879182,093036,093036,0,1/1,1,电网设备
10,002177,御银股份,10.043041229248047,7.67,2267947520,5132841574.38,5838337240.32,44.991607666015625,323464969,093115,100245,3,5/5,5,计算机设
11,000989,九芝堂,10.053476333618164,10.29,773503680,7142838002.369999,8807643344.64,11.004425048828125,242879088,093121,093603,2,2/2,2,中药
12,605006,山东玻纤,9.98509693145752,7.38,323067040,4428068648.76,4508881139.5199995,7.399045467376709,80314326,093141,093547,3,2/2,2,玻璃玻纤
13,603017,中衡设计,10.009267807006836,11.87,255134167,3275001584.8599997,3275001561.12,8.270907402038574,206664819,093229,093229,0,3/3,3,工程咨询
14,603818,曲美家居,10.106383323669434,4.14,90375912,2842291559.7,2851888083.8399997,3.251065731048584,129664419,093229,093229,0,1/1,1,装修建材
15,603305,旭升集团,9.991876602172852,13.54,252672247,12907860132.24,12907860078.08,1.9822108745574951,320925052,093407,093407,0,1/1,1,汽车零部
16,002731,萃华珠宝,9.992254257202148,14.2,373978272,3261120880.0,3637415200.0,11.795284271240234,102702920,093536,093948,1,2/2,2,珠宝首饰
17,002298,中电鑫龙,10.050251007080078,6.57,313043136,4294581783.1200004,4862528586.72,7.508596897125244,469982315,093642,093642,0,1/1,1,电网设备
18,603823,百合花,10.0,11.44,183079760,4702200405.76,4763246625.28,3.940976142883301,59059800,093738,094005,2,1/1,1,化学制品
19,000838,财信发展,9.842519760131836,2.79,64401872,2940006735.45,3070289471.04,2.2322559356689453,177564807,093930,093930,0,1/1,1,房地产开
20,603863,松炀资源,10.0,14.41,107740911,2949006500.0,2949006500.0,3.734473466873169,202391332,093951,093951,0,1/1,1,造纸印刷
21,603151,邦基科技,10.025707244873047,17.12,92420918,1383843840.0,2876160000.0,6.8636555671691895,82864224,094155,094155,0,1/1,1,农牧饲渔
22,601700,风范股份,9.90783405303955,4.77,103592790,5448516758.999999,5448516778.08,1.9505234956741333,212298847,094236,094236,0,1/1,1,电网设备
23,300949,奥雅股份,20.0,46.68,226297526,1601173620.84,2824443420.0,14.938329696655273,498523728,094318,094318,0,1/1,1,工程咨询
24,002929,润建股份,10.008722305297852,50.45,591589568,10622789484.35,14331991789.6,5.7179036140441895,966526145,094424,094424,0,1/1,1,通信服务
25,603042,华脉科技,9.978616714477539,15.43,214601964,2477901231.2,2477901231.2,8.960678100585938,350201779,094833,094833,0,1/1,1,通信设备
26,300163,先锋新材,20.0,4.38,299115968,1863510643.3799999,2076120000.0,16.75023078918457,266688261,094854,094854,0,1/1,1,家用轻工
27,002741,光华科技,10.020039558410645,16.47,407496496,7022123095.049999,7658917346.879999,5.975191593170166,497230947,095024,095024,0,1/1,1,电子化学
28,300340,科恒股份,20.020427703857422,11.75,312909392,2472958603.5,3241746980.0,13.081514358520508,760001244,095209,095209,0,1/1,1,电池
29,002055,得润电子,9.967320442199707,6.73,252653252,4003460098.8300004,4068217807.6800003,6.574260234832764,222499184,095257,095257,0,4/2,1,消费电子
30,605118,力鼎光电,10.004568099975586,24.08,168496033,9803353280.0,9889270720.0,1.7913000583648682,194427578,095357,095357,0,1/1,1,光学光电
31,603256,宏和科技,9.97352123260498,12.46,312270976,10961404650.0,10961404699.84,2.9697585105895996,331643670,095510,095510,0,4/2,1,玻璃玻纤
32,300651,金陵体育,20.0,24.48,585329632,1835414340.48,3151867026.2400002,33.526119232177734,132740352,095539,095539,0,2/2,2,家用轻工
33,603023,威帝股份,10.05434799194336,4.05,205088088,2260375498.35,2260375502.4,9.456746101379395,52688880,095556,100050,2,1/1,1,汽车零部
34,603093,南华期货,9.993012428283691,15.74,458323808,9602437155.82,9602437077.12,5.017332077026367,280692994,095614,095614,0,2/2,2,多元金融
35,002748,世龙实业,9.977827072143555,9.92,56053746,2380800000.0,2380800000.0,2.447265863418579,208143047,095739,095739,0,1/1,1,化学原料
36,300368,汇金股份,20.027816772460938,8.63,488906528,4564782189.25,4564782163.360001,11.80438232421875,1048790005,100018,100018,0,4/2,1,计算机设
