序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
1,688755,N汉邦,46.17,102.77,23.4,118233.0,577174489.0,41.46,55.55,46.11,49.0,22.77,,71.48,91.48,3.43,4062960000.0,763686289.0,-0.32,-0.09,102.77,102.77
2,301636,N泽润,65.85,99.18,32.79,111947.0,761827213.62,27.53,74.18,65.08,65.5,33.06,,73.94,31.95,3.87,4205696145.0,997042291.0,-0.35,-0.35,99.18,99.18
3,830946,森萱医药,13.03,25.41,2.64,295963.0,345096240.06,26.66,13.3,10.53,10.64,10.39,5.96,6.93,47.9,4.79,5562745970.0,5561035783.0,0.23,0.46,28.0,47.9
4,301260,格力博,20.5,20.02,3.42,357935.0,676253897.41,23.42,20.5,16.5,16.8,17.08,2.27,16.86,14.13,2.12,10050989567.0,4351552835.0,0.0,0.0,46.43,54.72
5,301089,拓新药业,37.78,20.01,6.3,271494.0,931723052.96,19.6,37.78,31.61,32.2,31.48,5.47,29.84,-335.29,3.09,4780851210.0,3437085105.0,0.0,0.0,30.95,34.02
6,301488,豪恩汽电,73.8,20.0,12.3,69724.0,485437374.51,14.18,73.8,65.08,66.3,61.5,5.14,29.78,92.16,5.1,6789600000.0,1727750250.0,0.0,0.0,-3.4,33.48
7,300963,中洲特材,24.66,20.0,4.11,830141.0,1979121753.46,17.91,24.66,20.98,21.3,20.55,1.59,41.4,156.3,7.61,8078616000.0,4945118947.0,0.0,0.0,171.89,182.8
8,870436,大地电气,23.63,18.98,3.77,129282.0,297252242.4,27.69,25.5,20.0,20.12,19.86,3.48,14.55,-63.56,5.83,2232467880.0,2099954408.0,0.21,0.51,21.3,40.49
9,301076,新瀚新材,42.7,17.15,6.25,316458.0,1311988529.57,18.66,43.74,36.94,37.12,36.45,1.86,37.46,88.71,4.93,5744174800.0,3606844448.0,-0.28,-0.63,24.06,38.1
10,301283,聚胶股份,36.6,16.34,5.14,83166.0,284498835.78,21.87,37.5,30.62,31.15,31.46,4.38,18.3,20.61,1.89,2928000000.0,1663753796.0,-0.33,-0.33,40.5,45.18
11,300328,宜安科技,12.98,16.1,1.8,1736280.0,2188328607.49,22.9,13.42,10.86,10.98,11.18,2.31,25.3,-367.22,8.25,8961698328.0,8909056316.0,-0.61,-0.84,56.01,76.36
12,301335,天元宠物,30.69,14.51,3.89,179223.0,528000481.65,21.94,32.08,26.2,26.68,26.8,2.42,35.93,58.17,2.05,3866940000.0,1530663873.0,-0.23,-0.58,24.25,36.4
13,871396,常辅股份,41.18,14.45,5.2,130542.0,551121447.34,23.93,46.58,37.97,38.01,35.98,1.98,30.83,105.26,7.36,2469987930.0,1743706112.0,-0.29,-1.03,115.26,158.83
14,300434,金石亚药,9.06,13.11,1.05,420604.0,365512811.38,12.23,9.28,8.3,8.41,8.01,8.24,12.29,14.48,1.45,3639799480.0,3099617039.0,-0.55,-1.63,-0.88,9.82
15,836247,华密新材,31.63,12.8,3.59,155626.0,493058843.21,27.14,34.86,27.25,27.84,28.04,1.69,17.71,101.54,8.28,3833170747.0,2779429379.0,-1.16,-1.13,31.74,52.29
16,300819,聚杰微纤,29.06,12.24,3.17,188415.0,529389921.56,20.74,31.0,25.63,25.64,25.89,1.95,13.98,73.69,4.86,4335897300.0,3916190985.0,0.21,-0.14,120.15,123.54
