序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
1,688755,N汉邦,46.16,102.72,23.39,118272.0,577354838.0,41.46,55.55,46.11,49.0,22.77,,71.5,91.46,3.42,4062080000.0,763520882.0,-0.35,-0.11,102.72,102.72
2,301636,N泽润,65.81,99.06,32.75,111996.0,762150942.58,27.53,74.18,65.08,65.5,33.06,,73.97,31.93,3.87,4203141432.0,996436647.0,-0.41,-0.41,99.06,99.06
3,830946,森萱医药,13.0,25.12,2.61,296155.0,345345786.0,26.66,13.3,10.53,10.64,10.39,5.96,6.94,47.79,4.78,5549938420.0,5548232170.0,0.0,0.23,27.7,47.56
4,301260,格力博,20.5,20.02,3.42,357938.0,676260047.41,23.42,20.5,16.5,16.8,17.08,2.27,16.86,14.13,2.12,10050989567.0,4351552835.0,0.0,0.0,46.43,54.72
5,301089,拓新药业,37.78,20.01,6.3,271808.0,932909344.96,19.6,37.78,31.61,32.2,31.48,5.48,29.88,-335.29,3.09,4780851210.0,3437085105.0,0.0,0.0,30.95,34.02
6,301488,豪恩汽电,73.8,20.0,12.3,69729.0,485474274.51,14.18,73.8,65.08,66.3,61.5,5.14,29.78,92.16,5.1,6789600000.0,1727750250.0,0.0,0.0,-3.4,33.48
7,300963,中洲特材,24.66,20.0,4.11,830153.0,1979151345.46,17.91,24.66,20.98,21.3,20.55,1.59,41.4,156.3,7.61,8078616000.0,4945118947.0,0.0,0.0,171.89,182.8
8,870436,大地电气,23.66,19.13,3.8,129300.0,297295180.44,27.69,25.5,20.0,20.12,19.86,3.49,14.55,-63.64,5.84,2235302160.0,2102620453.0,0.34,0.64,21.46,40.67
9,301076,新瀚新材,42.8,17.42,6.35,316471.0,1312044113.57,18.66,43.74,36.94,37.12,36.45,1.86,37.47,88.92,4.94,5757627200.0,3615291390.0,-0.05,-0.4,24.35,38.42
10,301283,聚胶股份,36.54,16.15,5.08,83169.0,284509797.78,21.87,37.5,30.62,31.15,31.46,4.38,18.3,20.58,1.88,2923200000.0,1661026331.0,-0.49,-0.49,40.27,44.94
11,300328,宜安科技,12.98,16.1,1.8,1736637.0,2188791749.49,22.9,13.42,10.86,10.98,11.18,2.31,25.3,-367.22,8.25,8961698328.0,8909056316.0,-0.61,-0.84,56.01,76.36
12,301335,天元宠物,30.69,14.51,3.89,179233.0,528031169.65,21.94,32.08,26.2,26.68,26.8,2.42,35.94,58.17,2.05,3866940000.0,1530663873.0,-0.23,-0.58,24.25,36.4
