序号,代码,名称,涨跌幅,最新价,涨停价,成交额,流通市值,总市值,换手率,涨速,首次封板时间,炸板次数,涨停统计,振幅,所属行业
1,000566,海南海药,1.9316492080688477,6.86,7.4,1211106720,7998140768.38,8899924723.2,14.953272819519043,0.14598539471626282,092500,1,3/2,12.184249877929688,化学制药
2,600468,百利电气,2.594033718109131,7.91,8.48,1589476432,8603986389.11,8603986444.48,17.768198013305664,1.150895118713379,093000,1,13/7,9.987030029296875,电网设备
3,605289,罗曼股份,2.2380106449127197,28.78,30.97,174872907,3117953250.0,3154849210.0,5.45612096786499,-0.10413051396608353,093030,1,0/0,10.159857749938965,装修装饰
4,002177,御银股份,7.60401725769043,7.5,7.67,2580815120,5019075855.0,5708934720.0,51.12929153442383,-0.39840638637542725,093115,5,5/4,6.312768936157227,计算机设
5,002082,万邦德,4.789550304412842,7.22,7.58,559923344,3994507756.8399997,4416394984.32,13.6465482711792,-0.13831259310245514,093118,2,3/2,6.676342487335205,化学制药
6,001332,锡装股份,6.841706275939941,42.32,43.57,395581632,1142640000.0,4655200000.0,33.944725036621094,0.16568046808242798,093133,2,0/0,6.488260746002197,专用设备
7,603818,曲美家居,1.5957447290420532,3.82,4.14,229276698,2622597526.1,2631452289.92,8.32356071472168,-0.2610965967178345,093229,1,0/0,8.776595115661621,装修建材
8,605388,均瑶健康,3.9256200790405273,10.06,10.65,951779584,6040869040.0,6040869040.0,15.36967945098877,0.4995005130767822,093242,1,7/5,8.987603187561035,食品饮料
9,603333,尚纬股份,6.971428394317627,9.36,9.63,1228872800,5817498204.96,5817498186.24,20.854068756103516,-0.42553189396858215,093320,5,9/6,6.057142734527588,电网设备
10,603697,有友食品,7.1823201179504395,15.52,15.93,334960496,6637781360.96,6637781329.92,5.021020889282227,0.5181347131729126,093342,1,2/1,5.732044219970703,食品饮料
11,000017,深中华A,4.892086029052734,7.29,7.65,298957520,2208760394.85,5024158125.12,13.409831047058105,0.13736264407634735,093930,1,0/0,10.791366577148438,珠宝首饰
12,603194,中力股份,6.63316535949707,42.44,43.78,654027856,2114718823.84,17018440000.0,30.860851287841797,-0.11767475306987762,095553,1,4/2,9.045226097106934,工程机械
13,002748,世龙实业,5.321507930755615,9.5,9.92,105200704,2280000000.0,2280000000.0,4.560140609741211,0.0,095739,1,0/0,9.866962432861328,化学原料
14,002278,神开股份,5.36480712890625,9.82,10.25,638645584,3281908036.2200003,3573592743.36,19.65920639038086,-1.2072434425354004,101403,1,0/0,11.480687141418457,专用设备
