序号,代码,名称,涨跌幅,最新价,涨停价,成交额,流通市值,总市值,换手率,涨速,首次封板时间,炸板次数,涨停统计,振幅,所属行业
1,000566,海南海药,5.794948101043701,7.12,7.4,1913234096,8301277298.96,9237239654.4,23.332674026489258,-0.5586591958999634,092500,2,3/2,12.184249877929688,化学制药
2,600468,百利电气,4.150454044342041,8.03,8.48,2021614528,8734514627.63,8734514683.84,22.723312377929688,-0.24844719469547272,093000,1,13/7,9.987030029296875,电网设备
3,605289,罗曼股份,1.1367672681808472,28.47,30.97,197913274,3084368625.0,3120867165.0,6.198246002197266,-0.1403016448020935,093030,1,0/0,10.159857749938965,装修装饰
4,002177,御银股份,8.464849472045898,7.56,7.67,3168605440,5059228461.84,5754606197.759999,62.786930084228516,0.13245032727718353,093115,9,5/4,6.312768936157227,计算机设
5,001332,锡装股份,5.907599449157715,41.95,43.57,421626384,1132650000.0,4614500000.0,36.2288932800293,-0.023832222446799278,093133,2,0/0,6.488260746002197,专用设备
6,603818,曲美家居,2.3936171531677246,3.85,4.14,330374288,2643193841.75,2652118145.6,12.174996376037598,0.522193193435669,093229,1,0/0,10.106383323669434,装修建材
7,605388,均瑶健康,5.061983108520508,10.17,10.65,1112987936,6106922280.0,6106922280.0,17.991079330444336,0.09842519462108612,093242,1,7/5,8.987603187561035,食品饮料
8,603333,尚纬股份,6.742857456207275,9.34,9.63,1381666832,5805067653.24,5805067634.559999,23.459327697753906,-0.21367523074150085,093320,5,9/6,6.057142734527588,电网设备
9,603697,有友食品,6.146409034729004,15.37,15.93,436225152,6573627546.259999,6573627515.5199995,6.562335014343262,-0.1299545168876648,093342,1,2/1,5.732044219970703,食品饮料
10,000017,深中华A,4.748201370239258,7.28,7.65,361791968,2205730545.2000003,5017266275.84,16.2628116607666,0.0,093930,1,0/0,10.791366577148438,珠宝首饰
11,002929,润建股份,6.607065200805664,48.89,50.45,1055011536,10294314725.27,13888822172.32,10.1430082321167,-0.06132461130619049,094424,1,0/0,9.703445434570312,通信服务
12,300163,先锋新材,11.50684928894043,4.07,4.38,550920272,1731618337.5700002,1929180000.0000002,30.706661224365234,0.0,094854,1,0/0,18.904109954833984,家用轻工
13,605118,力鼎光电,4.796710968017578,22.94,24.08,346965312,9339241040.0,9421090960.0,3.665679693222046,0.08726003766059875,095357,1,0/0,10.415715217590332,光学光电
14,300651,金陵体育,12.009803771972656,22.85,24.48,746529248,1713203336.6000001,2942000063.3,42.548377990722656,0.0,095539,1,2/1,14.607843399047852,家用轻工
15,603194,中力股份,4.0201005935668945,41.4,43.78,837369728,2062897250.3999999,16601400000.0,39.72513961791992,-0.02414875663816929,095553,1,4/2,9.045226097106934,工程机械
16,002748,世龙实业,5.543237209320068,9.52,9.92,131134541,2284800000.0,2284800000.0,5.689974308013916,0.0,095739,1,0/0,9.866962432861328,化学原料
17,002278,神开股份,4.935622215270996,9.78,10.25,854813312,3268539775.3799996,3559036357.4399996,26.201034545898438,-0.20408162474632263,101403,1,0/0,11.480687141418457,专用设备
18,300003,乐普医疗,16.581632614135742,13.71,14.11,2581665392,22156709338.2,25783178016.480003,11.72272777557373,0.0,102306,1,0/0,10.204081535339355,医疗器械
19,002580,圣阳股份,6.291390895843506,16.05,16.61,1598045312,7260037740.0,7284597321.6,22.14509391784668,-0.24860161542892456,102721,2,0/0,11.589404106140137,电池
20,603906,龙蟠科技,9.7156400680542,13.89,13.93,1340063680,7848945962.67,9237945865.44,17.683488845825195,0.944767415523529,102740,1,2/1,9.952607154846191,电池
21,300530,领湃科技,8.595219612121582,40.43,44.68,898228304,6399034558.0199995,6951993242.22,13.947601318359375,0.0,102751,1,0/0,21.971529006958008,电池
22,002882,金龙羽,4.6843180656433105,25.7,27.01,1434217296,6342943755.0,11125530000.0,22.856121063232422,-0.31031808257102966,102809,1,0/0,13.482687950134277,电网设备
23,600638,新黄浦,4.18181848526001,5.73,6.05,372145712,3858563583.78,3858563572.32,9.444692611694336,0.0,111442,2,0/0,10.545454025268555,房地产开
24,002657,中科金财,8.7542085647583,25.84,26.14,2443214128,8691445861.76,8786943680.0,29.649869918823242,-0.03868471831083298,112845,2,0/0,13.341750144958496,互联网服
