序号,代码,名称,涨跌幅,最新价,涨停价,成交额,流通市值,总市值,换手率,涨速,首次封板时间,炸板次数,涨停统计,振幅,所属行业
1,000566,海南海药,0.7429420351982117,6.78,7.4,1092376400,7904867989.740001,8796135513.6,13.453886032104492,0.0,092500,1,3/2,12.184249877929688,化学制药
2,600468,百利电气,4.5395588874816895,8.06,8.48,813827808,8767146687.26,8767146743.68,8.849754333496094,-4.9528303146362305,093000,1,13/7,6.225680828094482,电网设备
3,605289,罗曼股份,3.9786856174468994,29.27,30.97,164705733,3171038625.0,3208562765.0,5.133333206176758,-0.27257239818573,093030,1,0/0,10.159857749938965,装修装饰
4,002082,万邦德,5.805515289306641,7.29,7.58,531328240,4033235671.38,4459213218.24,12.933587074279785,0.13736264407634735,093118,2,3/2,6.676342487335205,化学制药
5,001332,锡装股份,8.583690643310547,43.01,43.57,377394832,1161270000.0,4731100000.0,32.364356994628906,-0.34754401445388794,093133,2,0/0,6.488260746002197,专用设备
6,605388,均瑶健康,4.752066135406494,10.14,10.65,810582432,6088907760.0,6088907760.0,13.016744613647461,-0.8797653913497925,093242,1,7/5,6.198347091674805,食品饮料
7,603333,尚纬股份,7.428571701049805,9.4,9.63,1106976080,5842359308.400001,5842359289.6,18.76080322265625,-1.878914475440979,093320,5,9/6,6.057142734527588,电网设备
8,603697,有友食品,7.320442199707031,15.54,15.93,291574016,6646335202.92,6646335171.839999,4.364646911621094,-0.1285347044467926,093342,1,2/1,5.732044219970703,食品饮料
9,000017,深中华A,4.748201370239258,7.28,7.65,275412512,2205730545.2000003,5017266275.84,12.343376159667969,0.27548208832740784,093930,1,0/0,10.791366577148438,珠宝首饰
10,002785,万里石,7.829059600830078,31.54,32.18,430732880,6102833025.42,7147585180.3,7.027477264404297,-0.4733354449272156,094503,1,0/0,5.5726494789123535,装修建材
11,603194,中力股份,6.959798812866211,42.57,43.78,593980912,2121196520.52,17070570000.0,28.02602767944336,-0.42105260491371155,095553,1,4/2,9.045226097106934,工程机械
12,002952,亚世光电,6.954793453216553,21.53,22.14,198795691,2842929538.96,3538240200.0,7.21674919128418,2.4262607097625732,100430,1,0/0,12.468952178955078,光学光电
