序号,代码,名称,涨跌幅,最新价,涨停价,成交额,流通市值,总市值,换手率,涨速,首次封板时间,炸板次数,涨停统计,振幅,所属行业
1,000566,海南海药,2.674591302871704,6.91,7.4,1263907520,8056436255.03,8964792979.2,15.611254692077637,0.4360465407371521,092500,1,3/2,12.184249877929688,化学制药
2,600468,百利电气,4.020752429962158,8.02,8.48,1676511120,8723637274.42,8723637330.56,18.77330780029297,1.007556676864624,093000,1,13/7,9.987030029296875,电网设备
3,605289,罗曼股份,2.309058666229248,28.8,30.97,179347663,3120120000.0,3157041600.0,5.5998382568359375,-0.034710172563791275,093030,1,0/0,10.159857749938965,装修装饰
4,002177,御银股份,6.886657238006592,7.45,7.67,2633610608,4985615349.3,5670875155.2,52.18510437011719,0.4043126404285431,093115,5,5/4,6.312768936157227,计算机设
5,002082,万邦德,3.918722629547119,7.16,7.58,573554576,3961312401.52,4379693640.96,13.989156723022461,0.0,093118,2,3/2,6.676342487335205,化学制药
6,001332,锡装股份,7.472859859466553,42.57,43.57,400261872,1149390000.0,4682700000.0,34.3547248840332,0.3063147962093353,093133,2,0/0,6.488260746002197,专用设备
7,603818,曲美家居,1.063829779624939,3.8,4.14,247336102,2608866649.0,2617675052.7999997,9.013508796691895,0.0,093229,1,0/0,9.574468612670898,装修建材
8,605388,均瑶健康,3.202479362487793,9.99,10.65,970384320,5998835160.0,5998835160.0,15.678120613098145,0.0,093242,1,7/5,8.987603187561035,食品饮料
9,603333,尚纬股份,7.77142858505249,9.43,9.63,1252296608,5861005135.98,5861005117.12,21.253293991088867,-0.10593220591545105,093320,5,9/6,6.057142734527588,电网设备
10,603697,有友食品,7.458563804626465,15.56,15.93,343437472,6654889044.88,6654889013.76,5.148593902587891,-0.06422607600688934,093342,1,2/1,5.732044219970703,食品饮料
11,000017,深中华A,4.892086029052734,7.29,7.65,306666688,2208760394.85,5024158125.12,13.759023666381836,0.13736264407634735,093930,1,0/0,10.791366577148438,珠宝首饰
12,603194,中力股份,5.954773902893066,42.17,43.78,676193952,2101265146.1200001,16910170000.0,31.91394805908203,0.5723825693130493,095553,1,4/2,9.045226097106934,工程机械
13,002748,世龙实业,5.875831604003906,9.55,9.92,110492240,2292000000.0,2292000000.0,4.792057514190674,0.10482180118560791,095739,1,0/0,9.866962432861328,化学原料
14,002278,神开股份,5.90128755569458,9.87,10.25,692603312,3298618362.2699995,3591788225.7599998,21.295804977416992,-0.2022244781255722,101403,1,0/0,11.480687141418457,专用设备
15,300003,乐普医疗,18.962583541870117,13.99,14.11,2223504592,22609216895.8,26309749121.12,10.119781494140625,0.0,102306,1,0/0,10.204081535339355,医疗器械
16,300530,领湃科技,14.987913131713867,42.81,44.68,681563840,6775727663.34,7361237464.740001,10.607073783874512,0.0,102751,1,0/0,21.971529006958008,电池
17,002882,金龙羽,7.61710786819458,26.42,27.01,1130551712,6520644903.0,11437218000.0,18.135009765625,-0.18889309465885162,102809,1,0/0,13.482687950134277,电网设备
