序号,代码,名称,涨跌幅,最新价,涨停价,成交额,流通市值,总市值,换手率,涨速,首次封板时间,炸板次数,涨停统计,振幅,所属行业
1,000566,海南海药,6.53788948059082,7.17,7.4,1853751744,8359572785.61,9302107910.4,22.619565963745117,0.13966479897499084,092500,2,3/2,12.184249877929688,化学制药
2,600468,百利电气,3.242542266845703,7.96,8.48,1994037360,8658373155.16,8658373210.88,22.405912399291992,0.12578615546226501,093000,1,13/7,9.987030029296875,电网设备
3,605289,罗曼股份,1.3854352235794067,28.54,30.97,195093097,3091952250.0,3128540530.0,6.10695743560791,-0.035026270896196365,093030,1,0/0,10.159857749938965,装修装饰
4,002177,御银股份,8.751792907714844,7.58,7.67,3134646048,5072612664.12,5769830023.68,62.115272521972656,-0.3942181468009949,093115,9,5/4,6.312768936157227,计算机设
5,002082,万邦德,8.272859573364258,7.46,7.58,732606256,4127289178.12,4563200357.76,17.865238189697266,0.1342281997203827,093118,3,3/2,6.676342487335205,化学制药
6,001332,锡装股份,6.084321975708008,42.02,43.57,416846992,1134540000.0,4622200000.0,35.80635452270508,-0.23741689324378967,093133,2,0/0,6.488260746002197,专用设备
7,603818,曲美家居,1.329787254333496,3.81,4.14,318656784,2615732087.55,2624563671.36,11.731135368347168,-0.26178011298179626,093229,1,0/0,10.106383323669434,装修建材
8,605388,均瑶健康,5.68181848526001,10.23,10.65,1099542672,6142951320.0,6142951320.0,17.771682739257812,-0.5830904245376587,093242,1,7/5,8.987603187561035,食品饮料
9,603333,尚纬股份,7.428571701049805,9.4,9.63,1354465648,5842359308.400001,5842359289.6,22.98929214477539,-0.10626992583274841,093320,5,9/6,6.057142734527588,电网设备
10,603697,有友食品,5.5939226150512695,15.29,15.93,418784672,6539412178.42,6539412147.839999,6.295699596405029,0.0,093342,1,2/1,5.732044219970703,食品饮料
11,000017,深中华A,4.028777122497559,7.23,7.65,353139440,2190581296.9500003,4982807029.440001,15.869359016418457,0.27739250659942627,093930,1,0/0,10.791366577148438,珠宝首饰
12,002929,润建股份,7.283035755157471,49.2,50.45,992648560,10359588555.6,13976887929.6,9.53767204284668,-0.06093845143914223,094424,1,0/0,9.703445434570312,通信服务
13,300163,先锋新材,12.87671184539795,4.12,4.38,500010416,1752891290.1200001,1952880000.0,27.74856185913086,0.0,094854,1,0/0,18.904109954833984,家用轻工
14,605118,力鼎光电,4.431246757507324,22.86,24.08,335644352,9306671760.0,9388236240.0,3.543945550918579,-0.3921568989753723,095357,1,0/0,10.415715217590332,光学光电
15,300651,金陵体育,15.686275482177734,23.6,24.48,720000400,1769435393.6000001,3038564616.8,41.0330924987793,0.0,095539,1,2/1,14.607843399047852,家用轻工
16,603194,中力股份,5.075376987457275,41.82,43.78,818177088,2083825193.52,16769820000.0,38.79808807373047,0.8439835906028748,095553,1,4/2,9.045226097106934,工程机械
17,002748,世龙实业,5.2106428146362305,9.49,9.92,129912331,2277600000.0,2277600000.0,5.636390686035156,-0.10526315122842789,095739,1,0/0,9.866962432861328,化学原料
18,002278,神开股份,5.257510662078857,9.81,10.25,838710992,3278565971.01,3569953646.88,25.710399627685547,0.10204081237316132,101403,1,0/0,11.480687141418457,专用设备
19,300003,乐普医疗,16.496599197387695,13.7,14.11,2537535232,22140548354.0,25764371905.6,11.523906707763672,0.0,102306,1,0/0,10.204081535339355,医疗器械
20,002580,圣阳股份,7.284768104553223,16.2,16.61,1540880240,7327888560.0,7352677670.4,21.35870933532715,0.061766523867845535,102721,2,0/0,11.589404106140137,电池
21,603906,龙蟠科技,8.372827529907227,13.72,13.93,1244715776,7752882549.160001,9124882453.12,16.458391189575195,-0.2906976640224457,102740,1,2/1,9.952607154846191,电池
22,300530,领湃科技,8.514638900756836,40.4,44.68,874490080,6394286325.599999,6946834701.599999,13.573251724243164,0.0,102751,1,0/0,21.971529006958008,电池
23,002882,金龙羽,5.05091667175293,25.79,27.01,1406671280,6365156398.5,11164491000.0,22.42189598083496,0.2721617519855499,102809,1,0/0,13.482687950134277,电网设备
24,600638,新黄浦,5.636363506317139,5.81,6.05,357066224,3912435326.66,3912435315.04,9.054925918579102,0.17241379618644714,111442,2,0/0,10.545454025268555,房地产开
25,002657,中科金财,8.375421524047852,25.75,26.14,2308636944,8661173798.0,8756339000.0,28.10615348815918,0.2725856602191925,112845,2,0/0,13.341750144958496,互联网服
