序号,代码,名称,涨跌幅,最新价,涨停价,成交额,流通市值,总市值,换手率,涨速,首次封板时间,炸板次数,涨停统计,振幅,所属行业
1,000566,海南海药,0.5943536162376404,6.77,7.4,1020999360,7893208892.41,8783161862.4,12.556183815002441,0.14792899787425995,092500,1,3/2,12.184249877929688,化学制药
2,605289,罗曼股份,4.5825934410095215,29.44,30.97,154898016,3189456000.0,3227198080.0,4.8243913650512695,0.5807994604110718,093030,1,0/0,10.159857749938965,装修装饰
3,002177,御银股份,8.034433364868164,7.53,7.67,2078023184,5039152158.42,5731770458.88,41.27670669555664,-0.9210525751113892,093115,3,5/4,6.312768936157227,计算机设
4,002082,万邦德,5.950653076171875,7.3,7.58,518179920,4038768230.6,4465330108.8,12.6092529296875,0.5509641766548157,093118,2,3/2,6.676342487335205,化学制药
5,001332,锡装股份,8.987628936767578,43.17,43.57,373318512,1165590000.0,4748700000.0,32.01435470581055,0.6997900605201721,093133,2,0/0,6.488260746002197,专用设备
6,605388,均瑶健康,6.404958724975586,10.3,10.65,783891168,6184985200.0,6184985200.0,12.582242012023926,-0.38684719800949097,093242,1,7/5,6.198347091674805,食品饮料
7,603333,尚纬股份,9.485713958740234,9.58,9.63,1040112144,5954234273.88,5954234254.72,17.633758544921875,-0.5192108154296875,093320,5,9/6,6.057142734527588,电网设备
8,603697,有友食品,7.734807014465332,15.6,15.93,282478992,6671996728.8,6671996697.599999,4.227964401245117,-0.9523810148239136,093342,1,2/1,5.732044219970703,食品饮料
9,000017,深中华A,5.3237409591674805,7.32,7.65,261193820,2217849943.8,5044833672.96,11.698954582214355,-0.40816324949264526,093930,1,0/0,10.791366577148438,珠宝首饰
10,603194,中力股份,7.035175800323486,42.6,43.78,562978400,2122691373.6000001,17082600000.0,26.56581687927246,-1.022304892539978,095553,1,4/2,9.045226097106934,工程机械
11,603023,威帝股份,10.05434799194336,4.05,4.05,192655298,2260375498.35,2260375502.4,8.906682014465332,0.0,095556,2,0/0,12.22826099395752,汽车零部
