序号,代码,名称,涨跌幅,最新价,涨停价,成交额,流通市值,总市值,换手率,涨速,首次封板时间,炸板次数,涨停统计,振幅,所属行业
1,000566,海南海药,5.943536281585693,7.13,7.4,2013993424,8312936396.29,9250213305.6,24.557151794433594,-0.4189944267272949,092500,2,3/2,12.184249877929688,化学制药
2,600468,百利电气,4.280155658721924,8.04,8.48,2076673648,8745391980.839998,8745392037.119999,23.35795783996582,1.132075548171997,093000,1,13/7,9.987030029296875,电网设备
3,605289,罗曼股份,1.4564831256866455,28.56,30.97,202722225,3094119000.0,3130732920.0,6.354055404663086,0.0,093030,1,0/0,10.159857749938965,装修装饰
4,002177,御银股份,8.034433364868164,7.53,7.67,3212245472,5039152158.42,5731770458.88,63.6523551940918,-0.5284016132354736,093115,9,5/4,6.312768936157227,计算机设
5,001332,锡装股份,5.402676105499268,41.75,43.57,426311632,1127250000.0,4592500000.0,36.64389419555664,0.023957833647727966,093133,2,0/0,6.488260746002197,专用设备
6,603818,曲美家居,2.3936171531677246,3.85,4.14,343997408,2643193841.75,2652118145.6,12.687665939331055,-0.2590673565864563,093229,1,0/0,10.106383323669434,装修建材
7,605388,均瑶健康,5.165289402008057,10.18,10.65,1125880032,6112927120.0,6112927120.0,18.201839447021484,0.0,093242,1,7/5,8.987603187561035,食品饮料
8,603333,尚纬股份,6.057142734527588,9.28,9.63,1419469136,5767775998.08,5767775979.5199995,24.11815643310547,0.8695651888847351,093320,5,9/6,6.057142734527588,电网设备
9,603697,有友食品,5.662983417510986,15.3,15.93,451421760,6543689099.400001,6543689068.8,6.793291091918945,-0.13054829835891724,093342,1,2/1,5.732044219970703,食品饮料
10,000017,深中华A,5.035971164703369,7.3,7.65,375477568,2211790244.5,5031049974.4,16.883996963500977,0.2747252881526947,093930,1,0/0,10.791366577148438,珠宝首饰
11,002929,润建股份,6.5416483879089355,48.86,50.45,1096779312,10287997902.98,13880299679.68,10.549684524536133,0.12295082211494446,094424,1,0/0,9.703445434570312,通信服务
12,300163,先锋新材,10.958904266357422,4.05,4.38,569339936,1723109156.55,1919700000.0,31.775035858154297,0.0,094854,1,0/0,18.904109954833984,家用轻工
13,605118,力鼎光电,4.431246757507324,22.86,24.08,360877808,9306671760.0,9388236240.0,3.8147037029266357,0.0,095357,1,0/0,10.415715217590332,光学光电
14,300651,金陵体育,14.705883026123047,23.4,24.48,777044160,1754440178.3999999,3012814069.2,44.301334381103516,0.0,095539,1,2/1,14.607843399047852,家用轻工
15,603194,中力股份,4.522613048553467,41.6,43.78,860068752,2072862937.6000001,16681600000.0,40.82147216796875,0.0,095553,1,4/2,9.045226097106934,工程机械
16,002748,世龙实业,5.432372570037842,9.51,9.92,132567141,2282400000.0,2282400000.0,5.7527241706848145,0.0,095739,1,0/0,9.866962432861328,化学原料
17,002278,神开股份,4.184549331665039,9.71,10.25,896928256,3245145318.9100003,3533562682.0800004,27.499921798706055,0.10309278964996338,101403,1,0/0,11.480687141418457,专用设备
18,300003,乐普医疗,17.346939086914062,13.8,14.11,2638111904,22302158196.0,25952433014.4,11.975272178649902,0.0,102306,1,0/0,10.204081535339355,医疗器械
19,002580,圣阳股份,6.092715263366699,16.02,16.61,1642605936,7246467576.0,7270981251.84,22.7603759765625,-0.18691588938236237,102721,2,0/0,11.589404106140137,电池
20,603906,龙蟠科技,9.557662010192871,13.87,13.93,1417930192,7837644384.61,9224644287.519999,18.67699432373047,0.0,102740,1,2/1,9.952607154846191,电池
21,300530,领湃科技,6.9567551612854,39.82,44.68,928047712,6302487165.4800005,6847102916.28,14.420086860656738,0.0,102751,1,0/0,21.971529006958008,电池
22,002882,金龙羽,6.191445827484131,26.07,27.01,1483707088,6434262400.5,11285703000.0,23.625629425048828,-0.42016810178756714,102809,1,0/0,13.482687950134277,电网设备
23,600638,新黄浦,5.454545497894287,5.8,6.05,378561136,3905701358.7999997,3905701347.2,9.60958194732666,0.0,111442,2,0/0,10.545454025268555,房地产开
24,300945,曼卡龙,16.33466148376465,29.2,30.12,1578156368,6959323512.4,7652491566.8,23.47451400756836,0.0,134336,1,2/1,18.167329788208008,珠宝首饰
25,605009,豪悦护理,9.869731903076172,71.69,71.78,373008768,11040356924.88,11063297724.88,3.513124465942383,0.2657342553138733,134422,1,0/0,10.390804290771484,美容护理
26,603900,莱绅通灵,9.451476097106934,12.97,13.04,881032944,4429369654.8,4449019204.8,20.765729904174805,0.5426356792449951,134434,2,0/0,13.839662551879883,珠宝首饰
