序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
1,833171,国航远洋,11.61,22.21,2.11,849598.0,896451674.04,33.05,12.2,9.06,9.5,9.5,6.02,29.61,-104.48,4.79,6448280529.0,3331355393.0,-2.52,-0.6,86.36,91.9
2,300946,恒而达,70.56,20.0,11.76,112480.0,781042435.07,9.39,70.56,65.04,65.04,58.8,5.24,19.9,105.74,7.06,8467623360.0,3987416160.0,0.0,0.0,162.21,159.79
3,300879,大叶股份,44.71,15.83,6.11,319719.0,1327422524.87,20.67,45.71,37.73,37.96,38.6,2.31,15.9,11.65,6.47,9049251823.0,8987981910.0,-1.08,-0.27,163.46,185.14
4,300845,捷安高科,17.06,15.66,2.31,309443.0,521289426.13,18.92,17.7,14.91,14.92,14.75,12.39,30.25,-91.56,3.0,2488932328.0,1745215378.0,-0.06,-0.29,24.53,33.18
5,300603,立昂技术,12.55,14.82,1.62,776439.0,980551953.0,11.71,13.12,11.84,12.06,10.93,14.64,20.96,-64.01,4.05,5833217799.0,4649398764.0,0.0,0.08,-8.99,12.66
6,836077,吉林碳谷,14.11,14.81,1.82,228784.0,310855234.74,16.6,14.48,12.44,12.47,12.29,9.93,7.22,88.22,3.35,8292190438.0,4472260688.0,1.22,1.58,25.53,26.43
7,301559,中集环科,17.76,14.43,2.24,165512.0,281490964.76,18.56,18.26,15.38,15.47,15.52,18.24,18.39,119.05,2.38,10656000000.0,1598400000.0,-1.33,-0.73,17.69,15.7
8,872351,华光源海,34.17,14.4,4.3,139543.0,439673395.82,25.71,35.58,27.9,28.77,29.87,3.82,39.57,70.59,6.55,3008170951.0,1204849201.0,0.0,-0.12,142.17,231.75
9,430564,天润科技,26.4,13.21,3.08,74266.0,193556649.75,20.54,27.98,23.19,23.47,23.32,7.49,21.98,-78.77,6.22,1963922875.0,891856865.0,0.38,0.08,21.66,83.33
10,688077,大地熊,27.28,10.18,2.52,92151.0,245563963.0,11.91,28.0,25.05,25.97,24.76,5.83,8.05,114.85,2.92,3122973589.0,3122973589.0,-0.76,1.15,16.58,31.41
11,002421,达实智能,3.69,10.15,0.34,1554877.0,565533397.89,6.87,3.69,3.46,3.46,3.35,9.19,7.75,-47.16,2.33,7824946248.0,7404692576.0,0.0,0.0,-6.11,7.58
12,600798,宁波海运,3.7,10.12,0.34,232214.0,85919324.0,0.0,3.7,3.7,3.7,3.36,2.11,1.92,-24.03,1.14,4464176544.0,4464176544.0,0.0,0.0,23.75,22.11
13,000637,茂化实华,4.03,10.11,0.37,384774.0,151607129.51,11.75,4.03,3.6,3.65,3.66,14.7,10.46,-14.94,3.42,2095097685.0,1483097448.0,0.0,0.0,9.21,8.33
14,002383,合众思壮,9.63,10.06,0.88,672354.0,641930639.09,9.71,9.63,8.78,8.78,8.75,2.4,9.08,663.42,4.26,7129669737.0,7129669737.0,0.0,0.0,19.04,22.21
15,000576,甘化科工,10.07,10.05,0.92,254708.0,256248948.07,0.55,10.07,10.02,10.02,9.15,1.31,5.87,150.71,2.71,4394731415.0,4368893557.0,0.0,0.0,31.46,38.71
16,600370,三房巷,2.08,10.05,0.19,392181.0,79949162.0,8.99,2.08,1.91,1.91,1.89,3.78,1.01,-16.63,1.55,8104980884.0,8104980884.0,0.0,0.0,14.29,13.04
17,603332,苏州龙杰,14.36,10.04,1.31,448511.0,640256311.0,4.06,14.36,13.83,14.36,13.05,25.98,20.73,59.21,2.43,3106745562.0,3106745562.0,0.0,0.0,51.32,66.78
18,600610,中毅达,14.37,10.03,1.31,778596.0,1091048132.0,7.58,14.37,13.38,13.52,13.06,2.1,10.99,279.67,190.03,15394216074.0,10184402751.0,0.0,0.0,239.72,239.72
19,002551,尚荣医疗,4.39,10.03,0.4,1123246.0,493030465.27,1.5,4.39,4.33,4.39,3.99,9.22,18.38,66.45,1.4,3711721197.0,2682365113.0,0.0,0.0,33.03,42.53
20,002040,南 京 港,8.45,10.03,0.77,666471.0,557823586.7,6.38,8.45,7.96,8.03,7.68,9.4,13.72,25.8,1.25,4139724839.0,4106194225.0,0.0,0.0,27.07,28.22
21,002909,集泰股份,6.92,10.02,0.63,56448.0,39062016.0,0.0,6.92,6.92,6.92,6.29,1.56,1.48,-127.22,2.99,2698800000.0,2636546005.0,0.0,0.0,29.83,42.09
22,002809,红墙股份,18.34,10.02,1.67,274704.0,491137467.81,7.56,18.34,17.08,17.5,16.67,1.56,19.94,379.96,2.38,3855600153.0,2526062706.0,0.0,0.0,114.5,131.27
23,601008,连云港,6.15,10.02,0.56,1984492.0,1196964193.0,7.69,6.15,5.72,5.77,5.59,4.78,16.0,83.68,1.89,7629923737.0,7629923737.0,0.0,0.0,66.22,63.13
24,601022,宁波远洋,10.11,10.01,0.92,602845.0,598992934.0,6.96,10.11,9.47,9.58,9.19,6.46,24.25,18.89,2.22,13230283007.0,2513683007.0,0.0,0.0,28.46,25.9
25,002136,安 纳 达,10.33,10.01,0.94,192726.0,196801219.7,10.33,10.33,9.36,9.36,9.39,15.96,8.99,-54.13,1.91,2221156600.0,2215328001.0,0.0,0.0,5.95,5.95
26,603803,瑞斯康达,10.44,10.01,0.95,142666.0,147409510.0,11.38,10.44,9.36,9.36,9.49,3.88,3.36,-57.85,2.8,4481193115.0,4435784335.0,0.0,0.0,-21.8,9.43
