序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
1,872351,华光源海,38.83,30.0,8.96,220111.0,732853588.7,36.59,38.83,27.9,28.77,29.87,2.16,62.42,80.22,7.45,3418416096.0,1369162846.0,0.0,0.0,175.19,276.99
2,833171,国航远洋,12.35,30.0,2.85,1231148.0,1356278254.9,34.63,12.35,9.06,9.5,9.5,3.13,42.91,-111.14,5.1,6859282045.0,3543689845.0,0.0,0.0,98.23,104.13
3,832171,志晟信息,35.5,27.93,7.75,232746.0,758505561.89,33.05,36.07,26.9,27.75,27.75,3.02,35.3,-184.17,17.0,3558279843.0,2340408784.0,0.74,0.4,32.46,70.59
4,838163,方大新材,19.83,21.06,3.45,124482.0,221138040.52,29.43,20.79,15.97,16.47,16.38,3.02,20.28,54.01,5.35,2552421623.0,1217114536.0,-1.73,0.0,40.64,41.74
5,300240,飞力达,9.82,20.05,1.64,1163875.0,1029531215.92,23.23,9.82,7.92,8.03,8.18,2.5,32.03,1521.44,2.53,3648748169.0,3568380592.0,0.0,0.0,52.01,49.47
6,300946,恒而达,70.56,20.0,11.76,114206.0,793219679.87,9.39,70.56,65.04,65.04,58.8,1.91,20.21,105.74,7.06,8467623360.0,3987416160.0,0.0,0.0,162.21,159.79
7,300399,天利科技,25.44,20.0,4.24,454334.0,1106902595.23,21.7,25.44,20.84,21.15,21.2,4.49,22.99,105.32,9.5,5026944000.0,5026453644.0,0.0,0.0,1.84,3.58
8,300845,捷安高科,17.7,20.0,2.95,360639.0,611552359.4,18.92,17.7,14.91,14.92,14.75,5.18,35.25,-95.0,3.11,2582303764.0,1810686530.0,0.0,0.0,29.2,38.17
9,301559,中集环科,18.62,19.97,3.1,320217.0,566410109.63,20.88,18.62,15.38,15.47,15.52,12.65,35.58,124.81,2.5,11172000000.0,1675800000.0,0.0,0.0,23.39,21.3
10,430564,天润科技,27.93,19.77,4.61,96342.0,252864897.54,20.54,27.98,23.19,23.47,23.32,3.48,28.52,-83.34,6.58,2077741133.0,943544024.0,2.31,3.44,28.71,93.96
11,300879,大叶股份,45.55,18.01,6.95,429478.0,1823547617.46,21.97,46.21,37.73,37.96,38.6,1.11,21.36,11.87,6.59,9219266843.0,9156845806.0,-0.76,-0.81,168.41,190.5
12,300603,立昂技术,12.74,16.56,1.81,942119.0,1190494944.21,11.71,13.12,11.84,12.06,10.93,6.37,25.43,-64.98,4.11,5921529463.0,4719788068.0,0.39,0.47,-7.61,14.36
13,300013,新宁物流,4.52,15.9,0.62,958399.0,410901569.71,20.51,4.67,3.87,3.91,3.9,3.09,21.49,108.89,12.21,2523782201.0,2016195110.0,-1.09,-1.31,35.33,30.26
14,301317,鑫磊股份,43.94,15.15,5.78,256512.0,1029716474.68,24.66,45.6,36.19,36.36,38.16,1.41,57.26,4.39,4.79,6906928600.0,1968512000.0,2.21,3.61,118.72,120.92
15,836077,吉林碳谷,14.08,14.56,1.79,347995.0,480061651.03,16.68,14.49,12.44,12.47,12.29,5.42,10.98,88.04,3.35,8274559983.0,4462751983.0,0.43,0.57,25.27,26.16
16,301057,汇隆新材,18.1,13.84,2.2,177976.0,318065739.93,19.94,19.08,15.91,16.06,15.9,4.68,21.52,43.08,2.77,2124766928.0,1496860280.0,0.61,0.72,39.34,44.8
17,873132,泰鹏智能,26.2,13.76,3.17,79789.0,191057876.25,26.53,27.88,21.77,22.75,23.03,2.45,28.37,51.84,8.22,2169988800.0,736828495.0,-0.38,1.2,76.43,114.75
18,300085,银之杰,36.59,13.14,4.25,945510.0,3321417104.82,21.4,38.75,31.83,32.4,32.34,2.64,14.89,-252.3,49.8,25855977176.0,23229760112.0,0.11,0.3,-13.46,-4.34
19,301396,宏景科技,108.1,12.6,12.1,156662.0,1638267846.53,15.7,111.08,96.01,96.01,96.0,1.46,31.45,136.87,9.75,11853747767.0,5384503159.0,1.5,1.34,185.07,284.97
20,301378,通达海,29.45,12.28,3.22,94488.0,269683136.6,15.25,30.88,26.88,27.55,26.23,5.86,21.54,-23.74,2.15,2844870000.0,1291739110.0,2.15,2.33,-13.28,2.83
21,301501,恒鑫生活,71.61,12.19,7.78,87307.0,606606207.74,18.28,75.67,64.0,64.0,63.83,1.41,36.1,22.31,3.6,7304220000.0,1731843595.0,-1.77,-2.47,79.38,79.38
22,873305,九菱科技,44.59,11.75,4.69,77257.0,336441771.53,17.29,46.5,39.6,39.99,39.9,1.26,21.3,115.28,8.63,2892452081.0,1617599947.0,0.0,-0.58,79.08,137.69
23,300209,有棵树,6.61,10.17,0.61,1095999.0,673853071.72,20.67,6.86,5.62,5.65,6.0,3.82,22.37,8875.65,6.65,6138284793.0,3239022549.0,-0.15,-0.3,40.64,22.18
24,601866,中远海发,2.61,10.13,0.24,3350341.0,844059928.0,10.55,2.61,2.36,2.37,2.37,5.89,3.41,18.14,1.14,34860770662.0,25650344272.0,0.0,0.0,7.41,0.0
25,600798,宁波海运,3.7,10.12,0.34,241751.0,89448014.0,0.0,3.7,3.7,3.7,3.36,0.79,2.0,-24.03,1.14,4464176544.0,4464176544.0,0.0,0.0,23.75,22.11
26,000637,茂化实华,4.03,10.11,0.37,420432.0,165977565.46,11.75,4.03,3.6,3.65,3.66,5.76,11.42,-14.94,3.42,2095097685.0,1483097448.0,0.0,0.0,9.21,8.33
27,002383,合众思壮,9.63,10.06,0.88,692747.0,661569126.98,9.71,9.63,8.78,8.78,8.75,0.89,9.36,663.42,4.26,7129669737.0,7129669737.0,0.0,0.0,19.04,22.21
