序号,代码,名称,涨跌幅,最新价,成交额,流通市值,总市值,换手率,封板资金,首次封板时间,最后封板时间,炸板次数,涨停统计,连板数,所属行业
1,000903,云内动力,10.071942329406738,6.12,158331744,11752001285.76,11932587308.16,1.3472747802734375,1016335548,092500,092500,0,8/6,5,汽车零部
2,002177,御银股份,10.06944465637207,6.34,53696903,4242792122.7599998,4825952816.64,1.265602946281433,3017232374,092500,092500,0,3/3,3,计算机设
3,002537,海联金汇,10.039629936218262,8.33,88972730,9779559485.85,9779559544.16,0.9097825884819031,834024590,092500,092500,0,2/2,2,汽车零部
4,002633,申科股份,9.97150993347168,15.44,65968944,2307025500.0,2316000000.0,2.859480381011963,80033240,092500,092500,0,1/1,1,通用设备
5,002878,元隆雅图,9.994256973266602,19.15,88219837,4485092028.15,5016912806.15,1.9669570922851562,369170253,092500,092500,0,2/2,2,文化传媒
6,003035,南网能源,9.977827072143555,4.96,52900880,18787878783.52,18787878768.64,0.2815692126750946,390644144,092500,092500,0,1/1,1,专业服务
7,301024,霍普股份,19.989465713500977,45.56,37372868,2743167600.0,2896932600.0,1.3623982667922974,381642452,092500,092500,0,2/2,2,工程建设
8,603123,翠微股份,9.970674514770508,11.25,180857464,7338104426.25,8985787560.0,2.464634656906128,80111036,092500,092500,0,2/2,2,多元金融
9,600551,时代出版,10.022522926330566,9.77,30876365,6624599685.03,6624599616.639999,0.4660865068435669,374920584,092501,092501,0,2/2,2,文化传媒
10,603056,德邦股份,9.994711875915527,20.8,39349440,21212160070.4,21212160153.600002,0.18550416827201843,1023574240,092501,092501,0,4/4,4,物流行业
11,605005,合兴股份,10.0,21.45,72917774,8601450000.0,8601450000.0,0.8477381467819214,721982761,092501,092501,0,3/3,3,汽车零部
