序号,代码,名称,涨跌幅,最新价,成交额,流通市值,总市值,换手率,封板资金,首次封板时间,最后封板时间,炸板次数,涨停统计,连板数,所属行业
1,000826,启迪环境,10.087719917297363,2.51,861145776,3577184127.0899997,3577636652.4799995,24.430248260498047,65417628,092500,095933,5,3/3,3,环保行业
2,002177,御银股份,10.06944465637207,6.34,102637423,4242792122.7599998,4825952816.64,2.4191009998321533,1393779260,092500,092500,0,3/3,3,计算机设
3,002537,海联金汇,10.039629936218262,8.33,170315522,9779559485.85,9779559544.16,1.7415459156036377,611958110,092500,092500,0,2/2,2,汽车零部
4,002633,申科股份,9.97150993347168,15.44,75490792,2307025500.0,2316000000.0,3.2722132205963135,86602960,092500,092500,0,1/1,1,通用设备
5,002878,元隆雅图,9.994256973266602,19.15,583221152,4485092028.15,5016912806.15,13.026315689086914,308085200,092500,093715,1,2/2,2,文化传媒
6,003035,南网能源,9.977827072143555,4.96,108050128,18787878783.52,18787878768.64,0.5751055479049683,315195600,092500,092500,0,1/1,1,专业服务
7,301024,霍普股份,19.989465713500977,45.56,63376375,2743167600.0,2896932600.0,2.310335397720337,228394421,092500,092500,0,2/2,2,工程建设
8,603123,翠微股份,9.970674514770508,11.25,774054096,7338104426.25,8985787560.0,10.579758644104004,168953501,092500,100027,2,2/2,2,多元金融
9,600551,时代出版,10.022522926330566,9.77,66467303,6624599685.03,6624599616.639999,1.003340721130371,235981609,092501,092501,0,2/2,2,文化传媒
10,603056,德邦股份,9.994711875915527,20.8,57522400,21212160070.4,21212160153.600002,0.2711765170097351,826904000,092501,092501,0,4/4,4,物流行业
11,603390,通达电气,10.022778511047363,19.32,1036934304,6757271719.8,6794302730.88,15.514819145202637,159699120,093038,093932,6,8/7,5,汽车零部
12,002900,哈三联,10.029282569885254,15.03,199863102,2601393076.35,4754854006.559999,7.777182102203369,476118837,093130,093130,0,1/1,1,化学制药
13,002104,恒宝股份,10.0,8.91,1370412816,5341919255.64,6309903045.6,25.909353256225586,371048040,093227,094609,4,2/2,2,通信设备
14,000566,海南海药,10.071942329406738,6.12,284902304,7135367565.96,7939874534.400001,4.048654556274414,323229268,093230,093230,0,1/1,1,化学制药
15,002431,棕榈股份,10.0,2.97,298309024,5384064307.05,5384064327.84,5.660172462463379,309835449,093248,093248,0,10/6,1,工程建设
16,002907,华森制药,10.026666641235352,20.63,245747192,6372361606.15,8615012081.6,3.963444232940674,211484360,093248,093248,0,4/4,4,中药
17,603477,巨星农牧,10.0201416015625,21.85,658737568,11145035923.900002,11145035792.800001,5.974640846252441,249419935,093405,094723,1,1/1,1,农牧饲渔
18,002162,悦心健康,9.975668907165527,4.52,337693456,4151593426.9199996,4157048339.2,8.224983215332031,397200686,093903,093903,0,1/1,1,装修建材
19,002875,安奈儿,10.026041030883789,16.9,214880085,3082900940.6,3599782336.7999997,7.079121112823486,367836189,094551,094551,0,1/1,1,纺织服装
20,600658,电子城,9.954751014709473,4.86,263172734,5436323318.700001,5436323294.400001,4.932061195373535,81739368,094803,100503,3,1/1,1,房地产服
21,003041,真爱美家,10.013175010681152,33.4,94890124,4569901560.0,4809600000.0,2.1397721767425537,132494460,094836,094836,0,1/1,1,纺织服装
22,603194,中力股份,10.002667427062988,41.24,750976000,2054924700.64,16537240000.0,37.64472579956055,40089404,094842,100509,3,2/2,2,工程机械
23,600676,交运股份,9.95850658416748,5.3,503613792,5451012603.2,5451012603.2,9.36592960357666,61517630,094913,100207,2,2/2,2,汽车零部
24,002310,东方园林,10.232558250427246,2.37,296865456,9951851481.24,14218393405.44,3.0977320671081543,304762345,095115,095115,0,1/1,1,环保行业
25,002173,创新医疗,10.03787899017334,11.62,818566512,4837457627.66,5127724170.24,17.35789680480957,977023544,095203,095727,1,1/1,1,医疗服务
26,603359,东珠生态,9.943977355957031,7.85,429979840,3501853600.0,3501853600.0,12.761454582214355,287050165,095552,095552,0,1/1,1,环保行业
27,600743,华远地产,10.204081535339355,2.16,147463506,5067577887.84,5067577900.8,2.9502177238464355,131577879,095604,095604,0,1/1,1,房地产开
28,003009,中天火箭,9.997319221496582,41.04,233965933,6377326134.48,6377358556.08,3.7391042709350586,375376464,095745,100251,1,1/1,1,航天航空
29,603017,中衡设计,9.977578163146973,9.81,158936540,2706635682.1800003,2706635662.56,6.071529388427734,332266662,100127,100127,0,1/1,1,工程咨询
