序号,代码,名称,涨跌幅,最新价,成交额,流通市值,总市值,换手率,封板资金,首次封板时间,最后封板时间,炸板次数,涨停统计,连板数,所属行业
1,000826,启迪环境,10.087719917297363,2.51,887863216,3577184127.0899997,3577636652.4799995,25.177133560180664,54199936,092500,095933,5,3/3,3,环保行业
2,002177,御银股份,10.06944465637207,6.34,106461077,4242792122.7599998,4825952816.64,2.5092220306396484,1288376126,092500,092500,0,3/3,3,计算机设
3,002537,海联金汇,10.039629936218262,8.33,176202333,9779559485.85,9779559544.16,1.8017410039901733,533551494,092500,092500,0,2/2,2,汽车零部
4,002633,申科股份,9.97150993347168,15.44,76341536,2307025500.0,2316000000.0,3.309089422225952,81720832,092500,092500,0,1/1,1,通用设备
5,002878,元隆雅图,9.994256973266602,19.15,593487456,4485092028.15,5016912806.15,13.25521469116211,291991540,092500,093715,1,2/2,2,文化传媒
6,003035,南网能源,9.977827072143555,4.96,113605824,18787878783.52,18787878768.64,0.6046761870384216,306680768,092500,092500,0,1/1,1,专业服务
7,301024,霍普股份,19.989465713500977,45.56,76039777,2743167600.0,2896932600.0,2.771969795227051,179269351,092500,092500,0,2/2,2,工程建设
8,603123,翠微股份,9.970674514770508,11.25,1019357808,7338104426.25,8985787560.0,13.938277244567871,752625,092500,101509,4,2/2,2,多元金融
9,600551,时代出版,10.022522926330566,9.77,301258448,6624599685.03,6624599616.639999,4.553228378295898,234085839,092501,101225,1,2/2,2,文化传媒
10,603056,德邦股份,9.994711875915527,20.8,58260800,21212160070.4,21212160153.600002,0.27465754747390747,789412000,092501,092501,0,4/4,4,物流行业
11,603390,通达电气,10.022778511047363,19.32,1039318400,6757271719.8,6794302730.88,15.550101280212402,155006292,093038,093932,6,8/7,5,汽车零部
12,002900,哈三联,10.029282569885254,15.03,203876112,2601393076.35,4754854006.559999,7.931445598602295,437759271,093130,093130,0,1/1,1,化学制药
13,002104,恒宝股份,10.0,8.91,1379215008,5341919255.64,6309903045.6,26.074129104614258,371674413,093227,094609,4,2/2,2,通信设备
14,000566,海南海药,10.071942329406738,6.12,292855872,7135367565.96,7939874534.400001,4.160121917724609,310817884,093230,093230,0,1/1,1,化学制药
15,002431,棕榈股份,10.0,2.97,302895600,5384064307.05,5384064327.84,5.745360374450684,346086675,093248,093248,0,10/6,1,工程建设
16,002907,华森制药,10.026666641235352,20.63,247730663,6372361606.15,8615012081.6,3.99457049369812,208661247,093248,093248,0,4/4,4,中药
17,002162,悦心健康,9.975668907165527,4.52,342282512,4151593426.9199996,4157048339.2,8.33552074432373,372710964,093903,093903,0,1/1,1,装修建材
18,002875,安奈儿,10.026041030883789,16.9,217535075,3082900940.6,3599782336.7999997,7.16524076461792,360263299,094551,094551,0,1/1,1,纺织服装
19,003041,真爱美家,10.013175010681152,33.4,96249504,4569901560.0,4809600000.0,2.16951847076416,131241960,094836,094836,0,1/1,1,纺织服装
20,603194,中力股份,10.002667427062988,41.24,783393440,2054924700.64,16537240000.0,39.2222785949707,109370542,094842,100530,3,2/2,2,工程机械
21,600676,交运股份,9.95850658416748,5.3,510443920,5451012603.2,5451012603.2,9.491230010986328,61689344,094913,100207,2,2/2,2,汽车零部
22,002310,东方园林,10.232558250427246,2.37,302695424,9951851481.24,14218393405.44,3.156313896179199,283520272,095115,095115,0,1/1,1,环保行业
23,002173,创新医疗,10.03787899017334,11.62,841412592,4837457627.66,5127724170.24,17.830171585083008,824229840,095203,095727,1,1/1,1,医疗服务
24,603359,东珠生态,9.943977355957031,7.85,436942000,3501853600.0,3501853600.0,12.960268020629883,248611855,095552,095552,0,1/1,1,环保行业
25,600743,华远地产,10.204081535339355,2.16,151009945,5067577887.84,5067577900.8,3.020200729370117,117425624,095604,095604,0,1/1,1,房地产开
26,003009,中天火箭,9.997319221496582,41.04,301883024,6377326134.48,6377358556.08,4.804081916809082,196581600,095745,100251,1,1/1,1,航天航空
