序号,代码,名称,涨跌幅,最新价,涨停价,成交额,流通市值,总市值,换手率,涨速,首次封板时间,炸板次数,涨停统计,振幅,所属行业
1,002097,山河智能,4.123711109161377,8.08,8.54,783246528,8667227243.12,8682907493.12,8.809231758117676,0.0,092500,1,0/0,6.829896450042725,工程机械
2,003035,南网能源,4.233870983123779,5.17,5.46,775985216,19583333328.79,19583333313.28,3.9092764854431152,0.0,092500,1,2/1,7.258064270019531,专业服务
3,600543,莫高股份,2.0,6.12,6.6,348414976,1965254400.0,1965254400.0,17.158815383911133,0.0,092504,1,2/1,9.333333015441895,酿酒行业
4,002952,亚世光电,5.625,20.28,21.12,220051062,2677873248.96,3332815200.0,8.079561233520508,0.0,093115,1,0/0,10.9375,光学光电
5,600521,华海药业,6.651243686676025,18.44,19.02,1854094224,27046972729.24,27805820569.600002,6.7272796630859375,0.0,093233,4,0/0,6.188548564910889,化学制药
6,301024,霍普股份,15.364355087280273,52.56,54.67,488114144,3164637600.0,3342027600.0,15.249462127685547,0.0,093257,2,3/2,10.118524551391602,工程建设
7,001914,招商积余,-3.145695447921753,11.7,13.29,591441856,12406010292.0,12406048948.8,4.464763164520264,0.17123287916183472,093403,1,0/0,14.321191787719727,房地产服
8,002663,普邦股份,3.910614490509033,1.86,1.97,166092403,2597393531.1,3205428946.56,6.240840435028076,-0.5347593426704407,093624,2,0/0,11.173184394836426,工程建设
9,002558,巨人网络,7.202216148376465,15.48,15.88,1132329440,29949939458.280003,29949939411.84,3.740407943725586,0.3240440785884857,093651,1,0/0,8.864265441894531,游戏
10,600880,博瑞传播,5.508474826812744,4.98,5.19,654769392,5443290271.5,5444793838.080001,11.84214973449707,0.0,093657,1,0/0,7.203389644622803,教育
11,603258,电魂网络,5.671352386474609,21.8,22.69,390214480,5246003230.0,5330805230.0,7.286625385284424,-0.18315018713474274,094410,3,0/0,11.003393173217773,游戏
12,002181,粤 传 媒,6.859205722808838,5.92,6.09,569552160,6716359471.5199995,6873464401.92,8.432161331176758,-0.1686340719461441,094518,1,0/0,10.83032512664795,文化传媒
13,600037,歌华有线,7.162534236907959,7.78,7.99,576271776,10828031937.52,10828031968.640001,5.304503440856934,0.0,094531,2,0/0,9.779614448547363,文化传媒
14,300315,掌趣科技,15.338645935058594,5.79,6.02,3185865072,14955710737.53,15749774202.24,21.573558807373047,0.0,094909,1,0/0,17.1314754486084,游戏
15,002878,元隆雅图,0.0,19.15,21.07,1591148768,4485092028.15,5016912806.15,34.10312271118164,2.3516836166381836,095054,1,3/2,13.002612113952637,文化传媒
16,600676,交运股份,0.9433962106704712,5.35,5.83,963470896,5502437250.4,5502437250.4,16.84381103515625,-0.5576208233833313,095330,7,3/2,15.66037654876709,汽车零部
17,600990,四创电子,7.447202682495117,29.0,29.69,1185830224,7801368184.0,7925404432.0,15.279552459716797,0.0,095409,5,0/0,8.114116668701172,通信设备
18,300238,冠昊生物,17.493473052978516,18.0,18.38,1178432816,4772413476.0,4772802618.0,25.3634033203125,0.0,095445,2,0/0,22.454307556152344,医疗器械
19,002389,航天彩虹,7.142857551574707,23.25,23.87,2483776656,23036615034.0,23101425060.0,10.825926780700684,-0.08594757318496704,095945,1,0/0,7.465437889099121,航天航空
20,002669,康达新材,5.317164421081543,11.29,11.79,368073184,3408432371.4999995,3425385999.9999995,10.698945999145508,0.0,100342,1,0/0,10.541045188903809,化学制品
21,000695,滨海能源,8.512110710144043,15.68,15.9,889093840,3476575307.52,3483273411.52,25.988292694091797,-0.12738853693008423,101727,8,11/6,12.041522979736328,造纸印刷
22,603535,嘉诚国际,6.006006240844727,10.59,10.99,357589024,5058729665.82,5410567907.5199995,7.029816627502441,0.0,102117,1,0/0,10.910911560058594,物流行业
23,603130,云中马,3.1451034545898438,28.86,30.78,329180208,1473691167.0,3968659812.0,21.772520065307617,0.0,102453,1,0/0,11.686919212341309,纺织服装
24,002657,中科金财,8.219799995422363,23.83,24.22,1992010272,8015369771.12,8103439159.999999,24.955291748046875,-0.12573345005512238,104945,2,0/0,7.311534881591797,互联网服
25,002982,湘佳股份,6.7155070304870605,17.48,18.02,557339248,2270229403.52,3551829564.28,25.00174331665039,0.11454754322767258,105430,2,2/1,11.29426097869873,农牧饲渔
26,600882,妙可蓝多,9.037396430969238,31.49,31.77,713902560,16124569344.029999,16124569375.519999,4.501582145690918,0.3185727894306183,110352,1,0/0,10.006925582885742,食品饮料
27,300702,天宇股份,15.438905715942383,26.17,27.2,537341376,5526174520.110001,9106562067.84,9.769497871398926,0.0,111009,1,0/0,17.64446258544922,化学制药
28,301225,恒勃股份,16.732616424560547,82.6,84.91,631268112,2492868000.0,8539187999.999999,25.631755828857422,0.0,112218,1,0/0,17.9479923248291,汽车零部
29,605488,福莱新材,8.455081939697266,34.89,35.39,690937504,9652750228.86,9815690227.2,7.2640485763549805,0.28743892908096313,112422,1,0/0,13.055642127990723,塑料制品
30,600830,香溢融通,8.217592239379883,9.35,9.5,340929904,4247917684.45,4247917731.2,8.134674072265625,0.10706637799739838,131001,1,0/0,10.995369911193848,多元金融
