序号,代码,名称,涨跌幅,最新价,涨停价,成交额,流通市值,总市值,换手率,涨速,首次封板时间,炸板次数,涨停统计,振幅,所属行业
1,002097,山河智能,4.639174938201904,8.12,8.54,734570640,8710134308.679998,8725892183.679998,8.24765682220459,0.2469135969877243,092500,1,0/0,6.829896450042725,工程机械
2,003035,南网能源,3.8306453227996826,5.15,5.46,709274272,19507575753.050003,19507575737.600002,3.5674867630004883,0.0,092500,1,2/1,7.258064270019531,专业服务
3,600543,莫高股份,1.6666667461395264,6.1,6.6,320842464,1958832000.0,1958832000.0,15.760272979736328,0.0,092504,1,2/1,9.333333015441895,酿酒行业
4,002952,亚世光电,5.78125,20.31,21.12,210284349,2681834599.9199996,3337745400.0,7.71504545211792,0.34584981203079224,093115,1,0/0,10.9375,光学光电
5,600521,华海药业,6.535569667816162,18.42,19.02,1687932288,27017637617.820004,27775662412.800003,6.113576889038086,-0.05425935983657837,093233,4,0/0,6.188548564910889,化学制药
6,002907,华森制药,5.477459907531738,21.76,22.69,1007455152,6721405164.8,9086895923.2,14.767114639282227,0.46168053150177,093254,2,5/4,7.222491264343262,中药
7,001914,招商积余,-2.731788158416748,11.75,13.29,519003184,12459027430.0,12459066252.0,3.8787732124328613,-0.5922165513038635,093403,1,0/0,12.83112621307373,房地产服
8,002663,普邦股份,2.2346367835998535,1.83,1.97,153760328,2555500087.05,3153728479.6800003,5.764596462249756,-1.0810811519622803,093624,2,0/0,11.173184394836426,工程建设
9,002558,巨人网络,6.994459629058838,15.45,15.88,1009728544,29891896939.949997,29891896893.6,3.329333543777466,-0.06468304991722107,093651,1,0/0,8.864265441894531,游戏
10,600880,博瑞传播,5.720338821411133,4.99,5.19,600968688,5454220573.25,5455727159.04,10.8552885055542,-0.20000000298023224,093657,1,0/0,7.203389644622803,教育
11,603258,电魂网络,6.592341423034668,21.99,22.69,372337376,5291725276.5,5377266376.5,6.946743488311768,-0.04545454680919647,094410,3,0/0,11.003393173217773,游戏
12,002181,粤 传 媒,7.5812273025512695,5.96,6.09,512029728,6761740278.76,6919906728.96,7.582634925842285,0.33670032024383545,094518,1,0/0,10.83032512664795,文化传媒
13,600037,歌华有线,6.7493109703063965,7.75,7.99,521345152,10786278601.0,10786278632.0,4.79810094833374,0.2587321996688843,094531,2,0/0,9.779614448547363,文化传媒
14,300315,掌趣科技,13.346613883972168,5.69,6.02,3007728032,14697408306.830002,15477757376.640001,20.3705997467041,0.0,094909,1,0/0,17.1314754486084,游戏
15,002878,元隆雅图,-0.6788511872291565,19.02,21.07,1497002496,4454644928.22,4982855434.62,31.961910247802734,0.1579778790473938,095054,1,3/2,12.532636642456055,文化传媒
16,600676,交运股份,3.7735848426818848,5.5,5.83,874685312,5656711192.0,5656711192.0,15.255823135375977,0.9174311757087708,095330,7,3/2,15.66037654876709,汽车零部
17,600990,四创电子,6.33568000793457,28.7,29.69,1130313792,7720664375.2,7843417489.599999,14.564277648925781,-0.17391304671764374,095409,5,0/0,8.114116668701172,通信设备
18,300238,冠昊生物,15.404699325561523,17.68,18.38,1099572528,4687570569.76,4687952793.68,23.699541091918945,0.0,095445,2,0/0,22.454307556152344,医疗器械
19,002389,航天彩虹,7.050691604614258,23.23,23.87,2280672800,23016798590.96,23081552866.4,9.945831298828125,-0.04302925989031792,095945,1,0/0,7.465437889099121,航天航空
20,002669,康达新材,5.876865386962891,11.35,11.79,321295536,3426546272.5,3443590000.0,9.32761001586914,-2.4914090633392334,100342,1,0/0,10.541045188903809,化学制品
21,000695,滨海能源,8.788928031921387,15.72,15.9,769794720,3485444122.08,3492159313.08,22.548439025878906,-1.132075548171997,101727,8,11/6,12.041522979736328,造纸印刷
22,603535,嘉诚国际,7.007007122039795,10.69,10.99,306633904,5106498595.62,5461659200.32,6.022916793823242,-0.09345794469118118,102117,1,0/0,10.910911560058594,物流行业
23,603130,云中马,3.502501964569092,28.96,30.78,299330272,1478797512.0,3982411232.0,19.750329971313477,-0.10348395258188248,102453,1,0/0,11.686919212341309,纺织服装
24,600468,百利电气,8.416547775268555,7.6,7.71,1564032896,8266788439.599999,8266788492.799999,19.722328186035156,0.0,102741,1,12/6,13.98002815246582,电网设备
25,600259,广晟有色,8.651163101196289,46.72,47.3,903114912,15718285715.199999,15718285434.88,5.864004135131836,0.08568980544805527,103606,1,0/0,8.930232048034668,小金属
26,002982,湘佳股份,7.753357887268066,17.65,18.02,501535808,2292308293.6,3586372529.1499996,22.57065200805664,-0.8983717560768127,105430,2,2/1,11.29426097869873,农牧饲渔
27,300702,天宇股份,16.982797622680664,26.52,27.2,478665216,5600082089.16,9228354071.039999,8.7120943069458,0.0,111009,1,0/0,17.64446258544922,化学制药
