序号,代码,名称,涨跌幅,最新价,涨停价,成交额,流通市值,总市值,换手率,涨速,首次封板时间,炸板次数,涨停统计,振幅,所属行业
1,002097,山河智能,4.639174938201904,8.12,8.54,732017888,8710134308.679998,8725892183.679998,8.21834659576416,0.2469135969877243,092500,1,0/0,6.829896450042725,工程机械
2,003035,南网能源,3.8306453227996826,5.15,5.46,704051120,19507575753.050003,19507575737.600002,3.5407118797302246,0.19455252587795258,092500,1,2/1,7.258064270019531,专业服务
3,600543,莫高股份,1.6666667461395264,6.1,6.6,319328784,1958832000.0,1958832000.0,15.68298053741455,0.0,092504,1,2/1,9.333333015441895,酿酒行业
4,002952,亚世光电,5.7291669845581055,20.3,21.12,209851594,2680514149.6,3336102000.0,7.698914527893066,0.14800198376178741,093115,1,0/0,10.9375,光学光电
5,600521,华海药业,6.593407154083252,18.43,19.02,1681540560,27032305173.53,27790741491.2,6.089912414550781,-0.16251353919506073,093233,4,0/0,6.188548564910889,化学制药
6,002907,华森制药,4.992729187011719,21.66,22.69,1003281632,6690516354.3,9045136291.2,14.704793930053711,-0.04614674672484398,093254,2,5/4,7.222491264343262,中药
7,001914,招商积余,-2.152318000793457,11.82,13.29,511349232,12533251423.2,12533290476.48,3.8176138401031494,0.0,093403,1,0/0,12.334437370300293,房地产服
8,002663,普邦股份,2.7932960987091064,1.84,1.97,152055455,2569464568.4,3170961968.6400003,5.698256969451904,-0.5405405759811401,093624,2,0/0,11.173184394836426,工程建设
9,002558,巨人网络,6.994459629058838,15.45,15.88,1002811152,29891896939.949997,29891896893.6,3.3062143325805664,-0.06468304991722107,093651,1,0/0,8.864265441894531,游戏
10,600880,博瑞传播,6.144067764282227,5.01,5.19,595393040,5476081176.75,5477593800.96,10.753369331359863,0.0,093657,1,0/0,7.203389644622803,教育
11,603258,电魂网络,6.592341423034668,21.99,22.69,371132624,5291725276.5,5377266376.5,6.923971176147461,0.1822323352098465,094410,3,0/0,11.003393173217773,游戏
12,002181,粤 传 媒,7.400722026824951,5.95,6.09,508872192,6750395076.95,6908296147.2,7.535980701446533,0.16835016012191772,094518,1,0/0,10.83032512664795,文化传媒
13,600037,歌华有线,6.611569881439209,7.74,7.99,518374496,10772360822.16,10772360853.12,4.770542144775391,0.12936609983444214,094531,2,0/0,9.779614448547363,文化传媒
14,300315,掌趣科技,13.545817375183105,5.7,6.02,2991277568,14723238549.9,15504959059.2,20.25874900817871,0.0,094909,1,0/0,17.1314754486084,游戏
15,002878,元隆雅图,-0.7832897901535034,19.0,21.07,1495033856,4449960759.0,4977615839.0,31.91767692565918,-0.2624672055244446,095054,1,3/2,12.532636642456055,文化传媒
16,600676,交运股份,3.207547187805176,5.47,5.83,872726320,5625856403.679999,5625856403.679999,15.221014976501465,0.3669724762439728,095330,7,3/2,15.66037654876709,汽车零部
17,600990,四创电子,6.372730255126953,28.71,29.69,1128180096,7723354502.16,7846150387.68,14.53665828704834,0.06971070170402527,095409,5,0/0,8.114116668701172,通信设备
18,300238,冠昊生物,15.469974517822266,17.69,18.38,1097636704,4690221910.58,4690604350.690001,23.658279418945312,0.0,095445,2,0/0,22.454307556152344,医疗器械
19,002389,航天彩虹,7.281105995178223,23.28,23.87,2270484592,23066339698.56,23131233350.4,9.901656150817871,0.2583979368209839,095945,1,0/0,7.465437889099121,航天航空
20,002669,康达新材,7.649253845214844,11.54,11.79,313349888,3483906958.9999995,3501235999.9999995,9.099983215332031,-0.25929126143455505,100342,1,0/0,10.541045188903809,化学制品
21,000695,滨海能源,9.13494873046875,15.77,15.9,739492528,3496530140.2799997,3503266690.0299997,21.68623161315918,0.19059720635414124,101727,7,11/6,12.041522979736328,造纸印刷
22,603535,嘉诚国际,7.307307243347168,10.72,10.99,302317104,5120829274.56,5476986588.160001,5.938631057739258,0.3745318353176117,102117,1,0/0,10.910911560058594,物流行业
23,603130,云中马,3.573981285095215,28.98,30.78,298300896,1479818781.0,3985161516.0,19.680809020996094,-0.5490733981132507,102453,1,0/0,11.686919212341309,纺织服装
24,600468,百利电气,8.416547775268555,7.6,7.71,1558853264,8266788439.599999,8266788492.799999,19.659748077392578,0.6622516512870789,102741,1,12/6,13.98002815246582,电网设备
25,600259,广晟有色,8.674419403076172,46.73,47.3,900190128,15721650074.3,15721649793.919998,5.845397472381592,0.23595023155212402,103606,1,0/0,8.930232048034668,小金属
26,002982,湘佳股份,7.997558116912842,17.69,18.02,498456848,2297503326.56,3594500285.59,22.4364013671875,-1.1731843948364258,105430,2,2/1,11.29426097869873,农牧饲渔
27,300702,天宇股份,17.423908233642578,26.62,27.2,476649120,5621198537.46,9263151786.24,8.67619800567627,0.0,111009,1,0/0,17.64446258544922,化学制药
