序号,代码,名称,涨跌幅,最新价,涨停价,成交额,流通市值,总市值,换手率,涨速,首次封板时间,炸板次数,涨停统计,振幅,所属行业
1,002097,山河智能,4.252577304840088,8.09,8.54,746069632,8677954009.51,8693653665.76,8.380119323730469,0.12376237660646439,092500,1,0/0,6.829896450042725,工程机械
2,003035,南网能源,4.233870983123779,5.17,5.46,720257872,19583333328.79,19583333313.28,3.623779535293579,0.0,092500,1,2/1,7.258064270019531,专业服务
3,600543,莫高股份,1.6666667461395264,6.1,6.6,323696192,1958832000.0,1958832000.0,15.906044006347656,0.0,092504,1,2/1,9.333333015441895,酿酒行业
4,002952,亚世光电,5.677083492279053,20.29,21.12,212197028,2679193699.2799997,3334458600.0,7.786384582519531,0.0,093115,1,0/0,10.9375,光学光电
5,600521,华海药业,6.940428256988525,18.49,19.02,1730794112,27120310507.789997,27881215961.6,6.271183490753174,-0.3771551549434662,093233,4,0/0,6.188548564910889,化学制药
6,002907,华森制药,6.98012638092041,22.07,22.69,1033702320,6817160477.35,9216350782.4,15.151978492736816,-1.0313900709152222,093254,2,5/4,7.222491264343262,中药
7,001914,招商积余,-3.145695447921753,11.7,13.29,534115024,12406010292.0,12406048948.8,4.00029993057251,0.0855432003736496,093403,1,0/0,13.24503231048584,房地产服
8,002663,普邦股份,2.7932960987091064,1.84,1.97,155374704,2569464568.4,3170961968.6400003,5.827427387237549,0.0,093624,2,0/0,11.173184394836426,工程建设
9,002558,巨人网络,6.994459629058838,15.45,15.88,1037217504,29891896939.949997,29891896893.6,3.4213714599609375,0.06476683914661407,093651,1,0/0,8.864265441894531,游戏
10,600880,博瑞传播,6.144067764282227,5.01,5.19,618010368,5476081176.75,5477593800.96,11.166916847229004,-0.19920319318771362,093657,1,0/0,7.203389644622803,教育
11,603258,电魂网络,6.059137344360352,21.88,22.69,375313712,5265254618.0,5350367818.0,7.0032172203063965,0.045724738389253616,094410,3,0/0,11.003393173217773,游戏
12,002181,粤 传 媒,7.761732578277588,5.97,6.09,531581456,6773085480.57,6931517310.719999,7.871012210845947,0.16778524219989777,094518,1,0/0,10.83032512664795,文化传媒
13,600037,歌华有线,7.713499069213867,7.82,7.99,536026992,10883703052.880001,10883703084.16,4.933661460876465,-0.12771391868591309,094531,2,0/0,9.779614448547363,文化传媒
14,300315,掌趣科技,12.94820785522461,5.67,6.02,3052358560,14645747820.69,15423354011.52,20.674015045166016,0.0,094909,1,0/0,17.1314754486084,游戏
15,002878,元隆雅图,-1.2532637119293213,18.91,21.07,1510145280,4428881997.51,4954037658.71,32.25873947143555,0.15889829397201538,095054,1,3/2,12.532636642456055,文化传媒
16,600676,交运股份,3.7735848426818848,5.5,5.83,887821488,5656711192.0,5656711192.0,15.486505508422852,-0.36231884360313416,095330,7,3/2,15.66037654876709,汽车零部
17,600990,四创电子,6.520933628082275,28.75,29.69,1137880016,7734115010.0,7857081980.0,14.662235260009766,0.03479471057653427,095409,5,0/0,8.114116668701172,通信设备
18,300238,冠昊生物,15.404699325561523,17.68,18.38,1110921376,4687570569.76,4687952793.68,23.941795349121094,0.0,095445,2,0/0,22.454307556152344,医疗器械
19,002389,航天彩虹,6.359447002410889,23.08,23.87,2305920720,22868175268.16,22932511414.399998,10.055770874023438,-0.12981393933296204,095945,1,0/0,7.465437889099121,航天航空
20,871263,莱赛激光,26.010927200317383,23.06,23.79,463175536,1196568872.2,2201077000.0,39.9771614074707,-0.5176876783370972,100026,2,0/0,18.087430953979492,仪器仪表
21,002669,康达新材,5.223880767822266,11.28,11.79,339357680,3405413388.0,3422352000.0,9.856496810913086,-0.08857395499944687,100342,1,0/0,10.541045188903809,化学制品
22,000695,滨海能源,7.404844284057617,15.52,15.9,814413856,3441100049.2799997,3447729805.2799997,23.832849502563477,-1.0204081535339355,101727,8,11/6,12.041522979736328,造纸印刷
23,603535,嘉诚国际,5.905905723571777,10.58,10.99,321287952,5053952772.84,5405458778.24,6.311356067657471,-0.18867924809455872,102117,1,0/0,10.910911560058594,物流行业
24,603130,云中马,3.03788423538208,28.83,30.78,305419808,1472159263.5,3964534386.0,20.163541793823242,-0.2767208516597748,102453,1,0/0,11.686919212341309,纺织服装
25,600259,广晟有色,9.860465049743652,47.24,47.3,946139440,15893232388.400002,15893232104.960001,6.135612487792969,0.767918050289154,103606,1,0/0,8.930232048034668,小金属
26,002982,湘佳股份,7.5702080726623535,17.62,18.02,522884880,2288412018.88,3580276711.82,23.49444580078125,-0.2829654812812805,105430,2,2/1,11.29426097869873,农牧饲渔
27,300702,天宇股份,16.27701759338379,26.36,27.2,490134912,5566295771.88,9172677726.72,8.917621612548828,0.0,111009,1,0/0,17.64446258544922,化学制药
28,301225,恒勃股份,19.997173309326172,84.91,84.91,567801008,2562583800.0,8777995800.0,23.09349822998047,0.0,112218,1,0/0,17.9479923248291,汽车零部
