序号,代码,名称,涨跌幅,最新价,涨停价,成交额,流通市值,总市值,换手率,涨速,首次封板时间,炸板次数,涨停统计,振幅,所属行业
1,002097,山河智能,4.768041133880615,8.13,8.54,725238848,8720861075.070002,8736638356.320002,8.14039134979248,0.1231527104973793,092500,1,0/0,6.829896450042725,工程机械
2,003035,南网能源,3.8306453227996826,5.15,5.46,691380624,19507575753.050003,19507575737.600002,3.475696563720703,-0.19379845261573792,092500,1,2/1,7.258064270019531,专业服务
3,600543,莫高股份,2.1666667461395264,6.13,6.6,314572128,1968465600.0,1968465600.0,15.440237045288086,0.0,092504,1,2/1,9.333333015441895,酿酒行业
4,603017,中衡设计,8.868501663208008,10.68,10.79,587516080,2946673709.04,2946673687.68,20.02780532836914,-0.5586591958999634,093040,7,2/1,6.014271259307861,工程咨询
5,000510,新金路,9.48905086517334,6.0,6.03,645478768,3639988902.0,3891261504.0,17.99085807800293,1.3513513803482056,093109,1,0/0,12.773722648620605,化学原料
6,002952,亚世光电,5.625,20.28,21.12,207643558,2677873248.96,3332815200.0,7.616518497467041,0.0,093115,1,0/0,10.9375,光学光电
7,600521,华海药业,7.403123378753662,18.57,19.02,1653302992,27237650953.47,28001848588.8,5.985818862915039,-0.16129031777381897,093233,4,0/0,6.188548564910889,化学制药
8,002907,华森制药,5.768298625946045,21.82,22.69,990207296,6739938451.1,9111951702.4,14.510063171386719,0.18365472555160522,093254,2,5/4,7.222491264343262,中药
9,001914,招商积余,-1.9867550134658813,11.84,13.29,499842192,12554458278.4,12554497397.76,3.725860357284546,0.0,093403,1,0/0,12.086092948913574,房地产服
10,002663,普邦股份,3.3519554138183594,1.85,1.97,149818156,2583429049.75,3188195457.6000004,5.611307621002197,0.0,093624,2,0/0,11.173184394836426,工程建设
11,002558,巨人网络,7.756232261657715,15.56,15.88,985334368,30104719507.16,30104719460.48,3.247891664505005,0.25773194432258606,093651,1,0/0,8.864265441894531,游戏
12,600880,博瑞传播,5.93220329284668,5.0,5.19,589233360,5465150875.0,5466660480.0,10.640755653381348,-0.19960080087184906,093657,1,0/0,7.203389644622803,教育
13,603258,电魂网络,6.156083106994629,21.9,22.69,368350448,5270067465.0,5355258465.0,6.871278762817383,0.045682962983846664,094410,3,0/0,11.003393173217773,游戏
14,002181,粤 传 媒,7.400722026824951,5.95,6.09,502809872,6750395076.95,6908296147.2,7.446110248565674,0.0,094518,1,0/0,10.83032512664795,文化传媒
15,600037,歌华有线,5.92286491394043,7.69,7.99,507457456,10702771927.960001,10702771958.720001,4.669103145599365,0.2607561945915222,094531,2,0/0,9.779614448547363,文化传媒
16,300315,掌趣科技,13.14741039276123,5.68,6.02,2972575056,14671578063.759998,15450555694.08,20.131242752075195,0.0,094909,1,0/0,17.1314754486084,游戏
17,002878,元隆雅图,0.3133159279823303,19.21,21.07,1478057984,4499144535.81,5032631593.01,31.538911819458008,0.26096034049987793,095054,1,3/2,12.532636642456055,文化传媒
18,600676,交运股份,3.7735848426818848,5.5,5.83,855967376,5656711192.0,5656711192.0,14.923628807067871,-0.18148820102214813,095330,7,3/2,15.66037654876709,汽车零部
19,600990,四创电子,6.33568000793457,28.7,29.69,1113756688,7720664375.2,7843417489.599999,14.350198745727539,0.5253940224647522,095409,5,0/0,8.114116668701172,通信设备
20,300238,冠昊生物,16.644908905029297,17.87,18.38,1085231040,4737946045.34,4738332376.87,23.394601821899414,0.0,095445,2,0/0,22.454307556152344,医疗器械
21,002389,航天彩虹,6.313364028930664,23.07,23.87,2240469264,22858267046.64,22922575317.6,9.770915985107422,-0.08661758899688721,095945,1,0/0,7.465437889099121,航天航空
22,871263,莱赛激光,26.612022399902344,23.17,23.79,424598896,1202276702.9,2211576500.0,36.831016540527344,0.1729355752468109,100026,1,0/0,18.087430953979492,仪器仪表
23,002669,康达新材,6.0634331703186035,11.37,11.79,275118128,3432584239.5,3449658000.0,8.008688926696777,0.8873114585876465,100342,1,0/0,10.541045188903809,化学制品
24,603535,嘉诚国际,7.907907485961914,10.78,10.99,267673085,5149490632.44,5507641363.839999,5.262096881866455,-1.1009174585342407,102117,1,0/0,10.910911560058594,物流行业
25,603130,云中马,3.645461082458496,29.0,30.78,292729296,1480840050.0,3987911800.0,19.30539321899414,0.0,102453,1,0/0,11.686919212341309,纺织服装
26,600468,百利电气,7.5606279373168945,7.54,7.71,1537244048,8201524320.34,8201524373.12,19.396697998046875,0.0,102741,1,12/6,13.98002815246582,电网设备
27,600259,广晟有色,7.465116024017334,46.21,47.3,881507840,15546703401.1,15546703123.84,5.726088047027588,-0.215936079621315,103606,1,0/0,8.930232048034668,小金属
28,300702,天宇股份,19.01190948486328,26.98,27.2,464666160,5697217751.34,9388423560.960001,8.464278221130371,0.0,111009,1,0/0,17.64446258544922,化学制药
