序号,代码,名称,涨跌幅,最新价,涨停价,成交额,流通市值,总市值,换手率,涨速,首次封板时间,炸板次数,涨停统计,振幅,所属行业
1,002097,山河智能,4.123711109161377,8.08,8.54,749088496,8667227243.12,8682907493.12,8.414957046508789,0.0,092500,1,0/0,6.829896450042725,工程机械
2,003035,南网能源,3.8306453227996826,5.15,5.46,725689408,19507575753.050003,19507575737.600002,3.6515626907348633,-0.19379845261573792,092500,1,2/1,7.258064270019531,专业服务
3,600543,莫高股份,2.6666667461395264,6.16,6.6,327697280,1978099200.0,1978099200.0,16.10877227783203,-0.16207455098628998,092504,1,2/1,9.333333015441895,酿酒行业
4,002952,亚世光电,5.625,20.28,21.12,213002178,2677873248.96,3332815200.0,7.816450119018555,0.04933398962020874,093115,1,0/0,10.9375,光学光电
5,600521,华海药业,6.709080219268799,18.45,19.02,1742145696,27061640284.95,27820899648.0,6.313052654266357,-0.21633315086364746,093233,4,0/0,6.188548564910889,化学制药
6,002907,华森制药,6.931653022766113,22.06,22.69,1042607600,6814071596.299999,9212174819.199999,15.282611846923828,-0.18099547922611237,093254,2,5/4,7.222491264343262,中药
7,001914,招商积余,-3.0629138946533203,11.71,13.29,542793360,12416613719.6,12416652409.44,4.070277214050293,0.2568493187427521,093403,1,0/0,13.493376731872559,房地产服
8,002663,普邦股份,3.3519554138183594,1.85,1.97,155918201,2583429049.75,3188195457.6000004,5.848516464233398,0.54347825050354,093624,2,0/0,11.173184394836426,工程建设
9,002558,巨人网络,6.855955600738525,15.43,15.88,1046517424,29853201927.73,29853201881.44,3.452507257461548,-0.12944982945919037,093651,1,0/0,8.864265441894531,游戏
10,600880,博瑞传播,6.144067764282227,5.01,5.19,619663120,5476081176.75,5477593800.96,11.197135925292969,0.20000000298023224,093657,1,0/0,7.203389644622803,教育
11,603258,电魂网络,5.913718223571777,21.85,22.69,377086080,5258035347.5,5343031847.5,7.036919116973877,0.0,094410,3,0/0,11.003393173217773,游戏
12,002181,粤 传 媒,7.9422383308410645,5.98,6.09,539333344,6784430682.38,6943127892.4800005,7.984976768493652,-0.6644518375396729,094518,1,0/0,10.83032512664795,文化传媒
13,600037,歌华有线,7.300275802612305,7.79,7.99,543616192,10841949716.36,10841949747.52,5.003421306610107,-0.5108556747436523,094531,2,0/0,9.779614448547363,文化传媒
14,300315,掌趣科技,13.944223403930664,5.72,6.02,3067073888,14774899036.039999,15559362424.32,20.773847579956055,0.0,094909,1,0/0,17.1314754486084,游戏
15,002878,元隆雅图,-0.7310704588890076,19.01,21.07,1516101792,4452302843.610001,4980235636.81,32.392826080322266,0.052631575614213943,095054,1,3/2,12.532636642456055,文化传媒
16,600676,交运股份,3.207547187805176,5.47,5.83,895792992,5625856403.679999,5625856403.679999,15.628013610839844,0.0,095330,7,3/2,15.66037654876709,汽车零部
17,600990,四创电子,6.039273738861084,28.62,29.69,1142322336,7699143359.52,7821554304.96,14.719741821289062,-0.17439831793308258,095409,5,0/0,8.114116668701172,通信设备
18,300238,冠昊生物,15.208877563476562,17.65,18.38,1116381728,4679616547.299999,4679998122.65,24.058378219604492,0.0,095445,2,0/0,22.454307556152344,医疗器械
19,002389,航天彩虹,6.589861869812012,23.13,23.87,2323816400,22917716375.76,22982191898.399998,10.134160041809082,0.3035559356212616,095945,1,0/0,7.465437889099121,航天航空
20,871263,莱赛激光,28.19672203063965,23.46,23.79,465058816,1217324620.2,2239257000.0,40.1331787109375,-0.1702127605676651,100026,2,0/0,18.087430953979492,仪器仪表
21,002669,康达新材,5.317164421081543,11.29,11.79,344579152,3408432371.4999995,3425385999.9999995,10.009561538696289,0.0,100342,1,0/0,10.541045188903809,化学制品
22,000695,滨海能源,7.474048614501953,15.53,15.9,825221104,3443317252.92,3449951280.67,24.146127700805664,-0.1928020566701889,101727,8,11/6,12.041522979736328,造纸印刷
23,603535,嘉诚国际,6.3063063621521,10.62,10.99,328299664,5073060344.759999,5425895295.36,6.45008659362793,0.3780718445777893,102117,1,0/0,10.910911560058594,物流行业
24,603130,云中马,2.7162258625030518,28.74,30.78,307523488,1467563553.0,3952158108.0,20.30669593811035,-0.03478260710835457,102453,1,0/0,11.686919212341309,纺织服装
25,600259,广晟有色,9.04651165008545,46.89,47.3,951315584,15775479819.9,15775479538.56,6.168337821960449,-0.10651896148920059,103606,1,0/0,8.930232048034668,小金属
26,002982,湘佳股份,6.593407154083252,17.46,18.02,534318800,2267631887.04,3547765686.06,23.995479583740234,-0.22857142984867096,105430,2,2/1,11.29426097869873,农牧饲渔
27,600882,妙可蓝多,8.864265441894531,31.44,31.77,640456096,16098966661.68,16098966693.12,4.046063423156738,-0.6948831677436829,110352,1,0/0,10.006925582885742,食品饮料
28,300702,天宇股份,15.571239471435547,26.2,27.2,497098928,5532509454.599999,9117001382.4,9.043399810791016,0.0,111009,1,0/0,17.64446258544922,化学制药
29,301225,恒勃股份,18.697004318237305,83.99,84.91,584683808,2534818200.0,8682886200.0,23.76248550415039,0.0,112218,1,0/0,17.9479923248291,汽车零部
30,600830,香溢融通,8.912036895751953,9.41,9.5,237760403,4275177049.27,4275177096.32,5.707479000091553,0.9656652808189392,131001,1,0/0,10.995369911193848,多元金融
