序号,代码,名称,涨跌幅,最新价,成交额,流通市值,总市值,换手率,封板资金,首次封板时间,最后封板时间,炸板次数,涨停统计,连板数,所属行业
1,000903,云内动力,10.0217866897583,5.05,116545405,9697321322.4,9846334298.4,1.2018308639526367,599468845,092500,092500,0,6/4,3,汽车零部
2,001230,劲旅环境,9.990530014038086,23.23,32586928,1256225296.22,3101114333.31,2.5940353870391846,180792237,092500,092500,0,2/2,2,环保行业
3,002250,联化科技,9.985527992248535,7.6,965442592,6889659585.599999,6926131712.0,14.097222328186035,85885183,092500,111451,5,1/1,1,农药兽药
4,603693,江苏新能,10.014410018920898,15.27,130011956,13612836687.6,13612836809.76,0.955068826675415,164292861,092500,092500,0,2/2,2,电力行业
5,603390,通达电气,9.993108749389648,15.96,129328652,5582094029.400001,5612684864.64,2.3168482780456543,194515707,092502,092502,0,6/5,3,汽车零部
6,603577,汇金通,10.00971794128418,11.32,756660160,3839054612.0,3839054657.28,19.958797454833984,19279092,092502,103219,10,3/3,3,电网设备
7,603639,海利尔,10.0,16.28,592292352,5533219310.08,5533544910.08,10.734380722045898,57819592,092502,110919,4,2/2,2,农药兽药
8,605388,均瑶健康,10.0130033493042,8.46,32945338,5080094640.000001,5080094640.000001,0.6485182046890259,363623083,092502,092502,0,3/3,3,食品饮料
9,603056,德邦股份,9.980806350708008,17.19,455457760,17530626519.72,17530626588.48,2.60273814201355,112532616,092503,110836,2,2/2,2,物流行业
10,002973,侨银股份,9.975469589233398,13.45,80612204,2997991415.5,5496551889.599999,2.7232513427734375,172652270,093033,093033,0,1/1,1,环保行业
11,002829,星网宇达,10.010213851928711,21.54,193051960,3146183320.56,4476214346.76,6.197826385498047,215203727,093036,093036,0,1/1,1,通信设备
12,002277,友阿股份,10.016695022583008,6.59,449846976,9187598752.0,9187598752.0,4.923098564147949,416166408,093121,093121,0,1/1,1,商业百货
13,002366,融发核电,9.985315322875977,7.49,2910737024,9410918281.1,15586222983.52,31.29375457763672,345081684,093127,094109,2,4/4,4,电源设备
14,603518,锦泓集团,10.022026062011719,9.99,616792976,3437088810.66,3463392980.16,18.06977653503418,92451456,093129,110532,3,2/2,2,纺织服装
15,000826,启迪环境,10.106383323669434,2.07,117416340,2950108025.1299996,2950481223.3599997,4.034928798675537,158716049,093239,093239,0,1/1,1,环保行业
16,600678,四川金顶,9.961190223693848,8.5,433030640,2966415000.0,2966415000.0,14.754678726196289,99617433,093503,093921,1,1/1,1,水泥建材
17,600192,长城电工,10.012360572814941,8.9,413398000,3931557200.0,3931557200.0,10.962738037109375,98029797,093637,093725,1,3/3,3,电网设备
18,601579,会稽山,10.017049789428711,25.81,1401136144,12374950586.289999,12374950560.48,11.486226081848145,73842410,093654,101057,3,6/4,3,酿酒行业
19,603006,联明股份,9.967584609985352,13.57,165273368,3450230172.5,3450230172.5,4.848079204559326,119622969,093801,094104,1,1/1,1,汽车零部
20,603839,安正时尚,9.959623336791992,8.17,134074805,3212055925.0,3261563347.2,4.316322326660156,117462500,094110,094110,0,1/1,1,纺织服装
21,600805,悦达投资,10.103093147277832,5.34,306996464,4540470465.12,4543776608.64,6.910725116729736,60227772,094358,095534,4,4/2,1,综合行业
22,605303,园林股份,9.980039596557617,11.02,105753518,1776836236.1599998,1776836236.1599998,6.100631237030029,128904246,095319,095319,0,1/1,1,工程建设
23,605167,利柏特,10.03752326965332,11.73,322830736,5267591100.0,5267591100.0,6.353130340576172,169208194,095351,095351,0,1/1,1,专用设备
24,605005,合兴股份,9.987592697143555,17.73,115861577,7109730000.0,7109730000.0,1.6419202089309692,131354478,100303,100303,0,1/1,1,汽车零部
25,600495,晋西车轴,10.06289291381836,5.25,771587008,6343002151.5,6343002120.0,12.585845947265625,151824230,101000,101433,1,1/1,1,交运设备
26,601086,国芳集团,9.969325065612793,14.34,996031760,9550440000.0,9550440000.0,10.855724334716797,287973012,101958,101958,0,1/1,1,商业百货
27,300997,欢乐家,20.01150131225586,20.87,567494704,8055971432.72,9130071360.640001,7.791891574859619,214767368,102027,102027,0,1/1,1,食品饮料
28,002347,泰尔股份,10.025707244873047,8.56,607823968,4223357632.5600004,4320251448.320001,14.950057983398438,458354616,102806,102806,0,1/1,1,通用设备
29,603076,乐惠国际,10.018149375915527,30.31,326976080,3658457736.64,3658457736.64,9.29566478729248,20198432,103100,105848,3,3/2,1,专用设备
30,002342,巨力索具,10.039369583129883,5.59,714743808,5336717100.0,5366400000.0,13.968003273010254,693140994,103248,103248,0,1/1,1,通用设备
31,002177,御银股份,10.084033966064453,5.24,459269008,3506660997.36,3988642391.04,13.5154447555542,462258652,104330,104330,0,1/1,1,计算机设
32,002550,千红制药,9.953344345092773,7.07,515607056,6771218830.6,9048186000.0,7.916159152984619,533355440,110715,110715,0,1/1,1,化学制药
33,002278,神开股份,10.0,8.91,627460128,2977780102.11,3242434963.68,21.869169235229492,724497199,111612,111612,0,1/1,1,专用设备
34,002867,周大生,10.033670425415039,16.34,395356480,17803233535.84,17907435284.48,2.2908546924591064,651454966,111909,111909,0,1/1,1,珠宝首饰
