序号,代码,名称,涨跌幅,最新价,成交额,流通市值,总市值,换手率,封板资金,首次封板时间,最后封板时间,炸板次数,涨停统计,连板数,所属行业
1,000903,云内动力,10.0217866897583,5.05,122273014,9697321322.4,9846334298.4,1.260894775390625,596498536,092500,092500,0,6/4,3,汽车零部
2,001230,劲旅环境,9.990530014038086,23.23,35650965,1256225296.22,3101114333.31,2.8379435539245605,169514072,092500,092500,0,2/2,2,环保行业
3,002250,联化科技,9.985527992248535,7.6,1022510320,6889659585.599999,6926131712.0,14.92570972442627,36711040,092500,131739,6,1/1,1,农药兽药
4,603693,江苏新能,10.014410018920898,15.27,133746693,13612836687.6,13612836809.76,0.9825041890144348,165259758,092500,092500,0,2/2,2,电力行业
5,603390,通达电气,9.993108749389648,15.96,141480596,5582094029.400001,5612684864.64,2.534543514251709,193989027,092502,092502,0,6/5,3,汽车零部
6,603577,汇金通,10.00971794128418,11.32,768376240,3839054612.0,3839054657.28,20.263978958129883,15077108,092502,103219,10,3/3,3,电网设备
7,603639,海利尔,10.0,16.28,605700096,5533219310.08,5533544910.08,10.976694107055664,56688604,092502,110919,4,2/2,2,农药兽药
8,605388,均瑶健康,10.0130033493042,8.46,34409426,5080094640.000001,5080094640.000001,0.6773383021354675,314660326,092502,092502,0,3/3,3,食品饮料
9,603056,德邦股份,9.980806350708008,17.19,568361600,17530626519.72,17530626588.48,3.2467758655548096,214859597,092503,110836,2,2/2,2,物流行业
10,002973,侨银股份,9.975469589233398,13.45,82838179,2997991415.5,5496551889.599999,2.7975003719329834,143945935,093033,093033,0,1/1,1,环保行业
11,002829,星网宇达,10.010213851928711,21.54,221351212,3146183320.56,4476214346.76,7.0973052978515625,172392977,093036,093036,0,1/1,1,通信设备
12,002277,友阿股份,10.016695022583008,6.59,456326272,9187598752.0,9187598752.0,4.9936203956604,352775221,093121,093121,0,1/1,1,商业百货
13,002366,融发核电,9.985315322875977,7.49,2933853744,9410918281.1,15586222983.52,31.539390563964844,326390636,093127,094109,2,4/4,4,电源设备
14,603518,锦泓集团,10.022026062011719,9.99,640419904,3437088810.66,3463392980.16,18.757186889648438,61364973,093129,110532,3,2/2,2,纺织服装
15,000826,启迪环境,10.106383323669434,2.07,121256646,2950108025.1299996,2950481223.3599997,4.165103912353516,146797776,093239,093239,0,1/1,1,环保行业
16,300804,广康生化,20.0,34.38,369079632,945450000.0000001,2544120000.0,40.84712600708008,100293232,093445,130142,2,1/1,1,农药兽药
17,600678,四川金顶,9.961190223693848,8.5,443523040,2966415000.0,2966415000.0,15.10838508605957,87317933,093503,093921,1,1/1,1,水泥建材
