序号,代码,名称,涨跌幅,最新价,成交额,流通市值,总市值,换手率,封板资金,首次封板时间,最后封板时间,炸板次数,涨停统计,连板数,所属行业
1,000903,云内动力,10.0217866897583,5.05,121865984,9697321322.4,9846334298.4,1.256697416305542,596976771,092500,092500,0,6/4,3,汽车零部
2,001230,劲旅环境,9.990530014038086,23.23,35616120,1256225296.22,3101114333.31,2.835169792175293,169897367,092500,092500,0,2/2,2,环保行业
3,002250,联化科技,9.985527992248535,7.6,1021564880,6889659585.599999,6926131712.0,14.9119873046875,36063520,092500,131739,6,1/1,1,农药兽药
4,603693,江苏新能,10.014410018920898,15.27,133690194,13612836687.6,13612836809.76,0.9820891618728638,164366463,092500,092500,0,2/2,2,电力行业
5,603390,通达电气,9.993108749389648,15.96,141253964,5582094029.400001,5612684864.64,2.5304834842681885,196707015,092502,092502,0,6/5,3,汽车零部
6,603577,汇金通,10.00971794128418,11.32,768241536,3839054612.0,3839054657.28,20.260469436645508,14800900,092502,103219,10,3/3,3,电网设备
7,603639,海利尔,10.0,16.28,605467312,5533219310.08,5533544910.08,10.972487449645996,56543696,092502,110919,4,2/2,2,农药兽药
8,605388,均瑶健康,10.0130033493042,8.46,34257992,5080094640.000001,5080094640.000001,0.6743573546409607,315711058,092502,092502,0,3/3,3,食品饮料
9,603056,德邦股份,9.980806350708008,17.19,568260256,17530626519.72,17530626588.48,3.2461979389190674,218704932,092503,110836,2,2/2,2,物流行业
10,002973,侨银股份,9.975469589233398,13.45,82573214,2997991415.5,5496551889.599999,2.7886621952056885,144190725,093033,093033,0,1/1,1,环保行业
11,002829,星网宇达,10.010213851928711,21.54,216569332,3146183320.56,4476214346.76,6.945315361022949,178889441,093036,093036,0,1/1,1,通信设备
12,002277,友阿股份,10.016695022583008,6.59,454726880,9187598752.0,9187598752.0,4.976212501525879,355391451,093121,093121,0,1/1,1,商业百货
13,002366,融发核电,9.985315322875977,7.49,2931937056,9410918281.1,15586222983.52,31.519025802612305,341795319,093127,094109,2,4/4,4,电源设备
14,603518,锦泓集团,10.022026062011719,9.99,639916400,3437088810.66,3463392980.16,18.742538452148438,61172166,093129,110532,3,2/2,2,纺织服装
15,000826,启迪环境,10.106383323669434,2.07,121005969,2950108025.1299996,2950481223.3599997,4.156606674194336,146463885,093239,093239,0,1/1,1,环保行业
