序号,代码,名称,涨跌幅,最新价,成交额,流通市值,总市值,换手率,封板资金,首次封板时间,最后封板时间,炸板次数,涨停统计,连板数,所属行业
1,000903,云内动力,10.0217866897583,5.05,116181805,9697321322.4,9846334298.4,1.198081374168396,634548165,092500,092500,0,6/4,3,汽车零部
2,001230,劲旅环境,9.990530014038086,23.23,32445689,1256225296.22,3101114333.31,2.582792282104492,203526973,092500,092500,0,2/2,2,环保行业
3,002250,联化科技,9.985527992248535,7.6,949944672,6889659585.599999,6926131712.0,13.872278213500977,94429863,092500,111451,5,1/1,1,农药兽药
4,603693,江苏新能,10.014410018920898,15.27,129734042,13612836687.6,13612836809.76,0.9530272483825684,164587572,092500,092500,0,2/2,2,电力行业
5,603390,通达电气,9.993108749389648,15.96,127967264,5582094029.400001,5612684864.64,2.292459726333618,197947107,092502,092502,0,6/5,3,汽车零部
6,603577,汇金通,10.00971794128418,11.32,756326224,3839054612.0,3839054657.28,19.950098037719727,19731892,092502,103219,10,3/3,3,电网设备
7,603639,海利尔,10.0,16.28,591462272,5533219310.08,5533544910.08,10.719379425048828,43877204,092502,110919,4,2/2,2,农药兽药
8,605388,均瑶健康,10.0130033493042,8.46,32881042,5080094640.000001,5080094640.000001,0.6472525596618652,362843917,092502,092502,0,3/3,3,食品饮料
9,603056,德邦股份,9.980806350708008,17.19,453216176,17530626519.72,17530626588.48,2.589951515197754,134257338,092503,110836,2,2/2,2,物流行业
10,002973,侨银股份,9.975469589233398,13.45,80503259,2997991415.5,5496551889.599999,2.7196176052093506,173012730,093033,093033,0,1/1,1,环保行业
11,002829,星网宇达,10.010213851928711,21.54,190569259,3146183320.56,4476214346.76,6.11891508102417,217376251,093036,093036,0,1/1,1,通信设备
12,002277,友阿股份,10.016695022583008,6.59,449120768,9187598752.0,9187598752.0,4.915194034576416,418592187,093121,093121,0,1/1,1,商业百货
13,002366,融发核电,9.985315322875977,7.49,2905850544,9410918281.1,15586222983.52,31.241830825805664,351104393,093127,094109,2,4/4,4,电源设备
14,603518,锦泓集团,10.022026062011719,9.99,616089680,3437088810.66,3463392980.16,18.049314498901367,91630278,093129,110532,3,2/2,2,纺织服装
15,000826,启迪环境,10.106383323669434,2.07,117306009,2950108025.1299996,2950481223.3599997,4.03118896484375,158428526,093239,093239,0,1/1,1,环保行业
16,600678,四川金顶,9.961190223693848,8.5,432142384,2966415000.0,2966415000.0,14.724735260009766,98827783,093503,093921,1,1/1,1,水泥建材
17,600192,长城电工,10.012360572814941,8.9,412627264,3931557200.0,3931557200.0,10.943134307861328,98489037,093637,093725,1,3/3,3,电网设备
18,601579,会稽山,10.017049789428711,25.81,1400015984,12374950586.289999,12374950560.48,11.477174758911133,75440049,093654,101057,3,6/4,3,酿酒行业
19,603006,联明股份,9.967584609985352,13.57,165197376,3450230172.5,3450230172.5,4.845876693725586,119584973,093801,094104,1,1/1,1,汽车零部
20,603839,安正时尚,9.959623336791992,8.17,133710423,3212055925.0,3261563347.2,4.304977893829346,117971491,094110,094110,0,1/1,1,纺织服装
21,600805,悦达投资,10.103093147277832,5.34,306551648,4540470465.12,4543776608.64,6.900928497314453,60582882,094358,095534,4,4/2,1,综合行业
22,605303,园林股份,9.980039596557617,11.02,105685194,1776836236.1599998,1776836236.1599998,6.096786022186279,128942816,095319,095319,0,1/1,1,工程建设
23,605167,利柏特,10.03752326965332,11.73,322320480,5267591100.0,5267591100.0,6.343443870544434,170017564,095351,095351,0,1/1,1,专用设备
24,605005,合兴股份,9.987592697143555,17.73,115820798,7109730000.0,7109730000.0,1.6413465738296509,131670072,100303,100303,0,1/1,1,汽车零部
25,600495,晋西车轴,10.06289291381836,5.25,771164496,6343002151.5,6343002120.0,12.579184532165527,151998950,101000,101433,1,1/1,1,交运设备
26,601086,国芳集团,9.969325065612793,14.34,993796160,9550440000.0,9550440000.0,10.832315444946289,293221452,101958,101958,0,1/1,1,商业百货
27,300997,欢乐家,20.01150131225586,20.87,559787408,8055971432.72,9130071360.640001,7.696219444274902,244146067,102027,102027,0,1/1,1,食品饮料
28,002347,泰尔股份,10.025707244873047,8.56,605685680,4223357632.5600004,4320251448.320001,14.899428367614746,470937816,102806,102806,0,1/1,1,通用设备
29,603076,乐惠国际,10.018149375915527,30.31,323838992,3658457736.64,3658457736.64,9.209916114807129,25648170,103100,105848,3,3/2,1,专用设备
30,002342,巨力索具,10.039369583129883,5.59,711454656,5336717100.0,5366400000.0,13.906371116638184,719599582,103248,103248,0,1/1,1,通用设备
31,002177,御银股份,10.084033966064453,5.24,434889376,3506660997.36,3988642391.04,12.820206642150879,522004608,104330,104330,0,1/1,1,计算机设
32,002550,千红制药,9.953344345092773,7.07,508836816,6771218830.6,9048186000.0,7.816174030303955,570986929,110715,110715,0,1/1,1,化学制药
33,002161,远 望 谷,9.967845916748047,6.84,506701792,4880061639.36,5059940670.72,11.255819320678711,511096428,110821,110821,0,3/2,1,电子元件
