序号,代码,名称,涨跌幅,最新价,成交额,流通市值,总市值,换手率,封板资金,首次封板时间,最后封板时间,炸板次数,涨停统计,连板数,所属行业
1,000903,云内动力,10.0217866897583,5.05,134286964,9697321322.4,9846334298.4,1.3847841024398804,438809761,092500,092500,0,6/4,3,汽车零部
2,001230,劲旅环境,9.990530014038086,23.23,37902416,1256225296.22,3101114333.31,3.017167091369629,115854630,092500,092500,0,2/2,2,环保行业
3,002250,联化科技,9.985527992248535,7.6,1047891280,6889659585.599999,6926131712.0,15.29410171508789,24531280,092500,131739,6,1/1,1,农药兽药
4,603693,江苏新能,10.014410018920898,15.27,139608693,13612836687.6,13612836809.76,1.0255664587020874,121877840,092500,092500,0,2/2,2,电力行业
5,603390,通达电气,9.993108749389648,15.96,151019888,5582094029.400001,5612684864.64,2.7054343223571777,150702315,092502,092502,0,6/5,3,汽车零部
6,603577,汇金通,10.00971794128418,11.32,772717584,3839054612.0,3839054657.28,20.37706184387207,14411378,092502,103219,10,3/3,3,电网设备
7,603639,海利尔,10.0,16.28,612029568,5533219310.08,5533544910.08,11.091084480285645,45782827,092502,110919,4,2/2,2,农药兽药
8,605388,均瑶健康,10.0130033493042,8.46,36344058,5080094640.000001,5080094640.000001,0.7154209017753601,199863371,092502,092502,0,3/3,3,食品饮料
9,603056,德邦股份,9.980806350708008,17.19,577260864,17530626519.72,17530626588.48,3.2975399494171143,177167084,092503,110836,2,2/2,2,物流行业
10,002973,侨银股份,9.975469589233398,13.45,86210094,2997991415.5,5496551889.599999,2.909972906112671,101477560,093033,093033,0,1/1,1,环保行业
11,002829,星网宇达,10.010213851928711,21.54,234019317,3146183320.56,4476214346.76,7.499955177307129,108061182,093036,093036,0,1/1,1,通信设备
12,002277,友阿股份,10.016695022583008,6.59,461264816,9187598752.0,9187598752.0,5.047372817993164,249167900,093121,093121,0,1/1,1,商业百货
13,002366,融发核电,9.985315322875977,7.49,2964891568,9410918281.1,15586222983.52,31.869197845458984,238155440,093127,094109,2,4/4,4,电源设备
14,603518,锦泓集团,10.022026062011719,9.99,651550064,3437088810.66,3463392980.16,19.081012725830078,46904138,093129,110532,3,2/2,2,纺织服装
15,300422,博世科,20.0,5.76,493622160,2975272427.52,3075151011.8399997,17.10003662109375,13246899,093142,143712,1,1/1,1,环保行业
16,000826,启迪环境,10.106383323669434,2.07,124751304,2950108025.1299996,2950481223.3599997,4.283562660217285,115203695,093239,093239,0,1/1,1,环保行业
17,300804,广康生化,20.0,34.38,375341216,945450000.0000001,2544120000.0,41.50941467285156,47065119,093445,130142,2,1/1,1,农药兽药
18,600678,四川金顶,9.961190223693848,8.5,454711584,2966415000.0,2966415000.0,15.485559463500977,61092033,093503,093921,1,1/1,1,水泥建材
19,002427,尤夫股份,9.979423522949219,10.69,2216569984,10527050844.09,10534276460.96,21.302345275878906,4823712,093509,145430,9,12/7,2,化纤行业
20,605033,美邦股份,9.995306968688965,23.44,552045712,3169088000.0,3169088000.0,17.72606658935547,22856344,093537,134801,6,5/3,2,农药兽药
21,600192,长城电工,10.012360572814941,8.9,431723984,3931557200.0,3931557200.0,11.428863525390625,53973017,093637,093725,1,3/3,3,电网设备
22,601579,会稽山,10.017049789428711,25.81,1463661120,12374950586.289999,12374950560.48,11.991480827331543,35885965,093654,101057,3,6/4,3,酿酒行业
23,603006,联明股份,9.967584609985352,13.57,170818070,3450230172.5,3450230172.5,5.008784770965576,67615944,093801,094104,1,1/1,1,汽车零部
24,002639,雪人股份,9.980620384216309,11.35,3745651216,7384103498.099999,8769034697.6,51.92485809326172,26329730,094100,141521,19,4/3,1,通用设备
25,603839,安正时尚,9.959623336791992,8.17,141148391,3212055925.0,3261563347.2,4.5365424156188965,67950666,094110,094110,0,1/1,1,纺织服装
26,603333,尚纬股份,9.96354866027832,9.05,1463248176,5624824653.3,5624824635.200001,26.467939376831055,22041275,094306,132112,4,5/5,5,电网设备
