序号,代码,名称,涨跌幅,最新价,成交额,流通市值,总市值,换手率,封板资金,首次封板时间,最后封板时间,炸板次数,涨停统计,连板数,所属行业
1,000903,云内动力,10.0217866897583,5.05,123957189,9697321322.4,9846334298.4,1.2782621383666992,598048381,092500,092500,0,6/4,3,汽车零部
2,001230,劲旅环境,9.990530014038086,23.23,37363945,1256225296.22,3101114333.31,2.9743027687072754,164098229,092500,092500,0,2/2,2,环保行业
3,002250,联化科技,9.985527992248535,7.6,1028020320,6889659585.599999,6926131712.0,15.005684852600098,34776080,092500,131739,6,1/1,1,农药兽药
4,603693,江苏新能,10.014410018920898,15.27,134817120,13612836687.6,13612836809.76,0.990367591381073,163303671,092500,092500,0,2/2,2,电力行业
5,603390,通达电气,9.993108749389648,15.96,143209064,5582094029.400001,5612684864.64,2.5655078887939453,187351263,092502,092502,0,6/5,3,汽车零部
6,603577,汇金通,10.00971794128418,11.32,769206000,3839054612.0,3839054657.28,20.28559112548828,16132132,092502,103219,10,3/3,3,电网设备
7,603639,海利尔,10.0,16.28,606610144,5533219310.08,5533544910.08,10.993141174316406,57157468,092502,110919,4,2/2,2,农药兽药
8,605388,均瑶健康,10.0130033493042,8.46,34830395,5080094640.000001,5080094640.000001,0.6856249570846558,313958484,092502,092502,0,3/3,3,食品饮料
9,603056,德邦股份,9.980806350708008,17.19,571534880,17530626519.72,17530626588.48,3.2648773193359375,213517058,092503,110836,2,2/2,2,物流行业
10,002973,侨银股份,9.975469589233398,13.45,83187879,2997991415.5,5496551889.599999,2.8091647624969482,142130185,093033,093033,0,1/1,1,环保行业
11,002829,星网宇达,10.010213851928711,21.54,223485826,3146183320.56,4476214346.76,7.1651530265808105,155458229,093036,093036,0,1/1,1,通信设备
12,002277,友阿股份,10.016695022583008,6.59,457183632,9187598752.0,9187598752.0,5.0029520988464355,352292833,093121,093121,0,1/1,1,商业百货
13,002366,融发核电,9.985315322875977,7.49,2936786832,9410918281.1,15586222983.52,31.570558547973633,325682082,093127,094109,2,4/4,4,电源设备
14,603518,锦泓集团,10.022026062011719,9.99,644538896,3437088810.66,3463392980.16,18.87702751159668,57960261,093129,110532,3,2/2,2,纺织服装
15,000826,启迪环境,10.106383323669434,2.07,122417297,2950108025.1299996,2950481223.3599997,4.204446792602539,143806416,093239,093239,0,1/1,1,环保行业
16,300804,广康生化,20.0,34.38,371627568,945450000.0000001,2544120000.0,41.11662292480469,102249076,093445,130142,2,1/1,1,农药兽药
17,600678,四川金顶,9.961190223693848,8.5,445501840,2966415000.0,2966415000.0,15.175091743469238,86439033,093503,093921,1,1/1,1,水泥建材
18,605033,美邦股份,9.995306968688965,23.44,547955424,3169088000.0,3169088000.0,17.597000122070312,29557840,093537,134801,6,5/3,2,农药兽药
19,600192,长城电工,10.012360572814941,8.9,421946448,3931557200.0,3931557200.0,11.180169105529785,87139757,093637,093725,1,3/3,3,电网设备
20,601579,会稽山,10.017049789428711,25.81,1438124448,12374950586.289999,12374950560.48,11.785122871398926,68649438,093654,101057,3,6/4,3,酿酒行业
21,603006,联明股份,9.967584609985352,13.57,168295407,3450230172.5,3450230172.5,4.9356689453125,103220910,093801,094104,1,1/1,1,汽车零部
22,002639,雪人股份,9.980620384216309,11.35,3644692976,7384103498.099999,8769034697.6,50.55747985839844,18231505,094100,134833,12,4/3,1,通用设备
