序号,代码,名称,涨跌幅,最新价,成交额,流通市值,总市值,换手率,封板资金,首次封板时间,最后封板时间,炸板次数,涨停统计,连板数,所属行业
1,000903,云内动力,10.0217866897583,5.05,118832954,9697321322.4,9846334298.4,1.225420355796814,602522176,092500,092500,0,6/4,3,汽车零部
2,001230,劲旅环境,9.990530014038086,23.23,33025975,1256225296.22,3101114333.31,2.6289849281311035,174517814,092500,092500,0,2/2,2,环保行业
3,002250,联化科技,9.985527992248535,7.6,980073648,6889659585.599999,6926131712.0,14.309584617614746,70767871,092500,111451,5,1/1,1,农药兽药
4,603693,江苏新能,10.014410018920898,15.27,132164721,13612836687.6,13612836809.76,0.9708830118179321,164232087,092500,092500,0,2/2,2,电力行业
5,603390,通达电气,9.993108749389648,15.96,139222256,5582094029.400001,5612684864.64,2.494086503982544,204963123,092502,092502,0,6/5,3,汽车零部
6,603577,汇金通,10.00971794128418,11.32,763878816,3839054612.0,3839054657.28,20.14682960510254,6377688,092502,103219,10,3/3,3,电网设备
7,603639,海利尔,10.0,16.28,600486816,5533219310.08,5533544910.08,10.882476806640625,51746419,092502,110919,4,2/2,2,农药兽药
8,605388,均瑶健康,10.0130033493042,8.46,33453615,5080094640.000001,5080094640.000001,0.658523440361023,350968785,092502,092502,0,3/3,3,食品饮料
9,603056,德邦股份,9.980806350708008,17.19,539016624,17530626519.72,17530626588.48,3.079383373260498,138670011,092503,110836,2,2/2,2,物流行业
10,002973,侨银股份,9.975469589233398,13.45,81647854,2997991415.5,5496551889.599999,2.757796287536621,164024095,093033,093033,0,1/1,1,环保行业
11,002829,星网宇达,10.010213851928711,21.54,211621594,3146183320.56,4476214346.76,6.7880539894104,205680893,093036,093036,0,1/1,1,通信设备
12,002277,友阿股份,10.016695022583008,6.59,452130416,9187598752.0,9187598752.0,4.947951793670654,377227416,093121,093121,0,1/1,1,商业百货
13,002366,融发核电,9.985315322875977,7.49,2926155520,9410918281.1,15586222983.52,31.457590103149414,339987982,093127,094109,2,4/4,4,电源设备
14,603518,锦泓集团,10.022026062011719,9.99,623463296,3437088810.66,3463392980.16,18.263845443725586,97792110,093129,110532,3,2/2,2,纺织服装
15,000826,启迪环境,10.106383323669434,2.07,119495904,2950108025.1299996,2950481223.3599997,4.105420112609863,150369147,093239,093239,0,1/1,1,环保行业
16,600678,四川金顶,9.961190223693848,8.5,437665680,2966415000.0,2966415000.0,14.910929679870605,93241583,093503,093921,1,1/1,1,水泥建材
17,600192,长城电工,10.012360572814941,8.9,418548432,3931557200.0,3931557200.0,11.093740463256836,93400017,093637,093725,1,3/3,3,电网设备
18,601579,会稽山,10.017049789428711,25.81,1408938512,12374950586.289999,12374950560.48,11.549276351928711,58906163,093654,101057,3,6/4,3,酿酒行业
19,603006,联明股份,9.967584609985352,13.57,166592372,3450230172.5,3450230172.5,4.886308670043945,118959396,093801,094104,1,1/1,1,汽车零部
20,603839,安正时尚,9.959623336791992,8.17,134867131,3212055925.0,3261563347.2,4.340989589691162,117173445,094110,094110,0,1/1,1,纺织服装
21,300815,玉禾田,20.0,22.32,1034505312,8634233802.24,8896573440.0,12.32273006439209,411584817,094312,130006,2,1/1,1,环保行业
22,600805,悦达投资,10.103093147277832,5.34,308538656,4540470465.12,4543776608.64,6.944690704345703,56739150,094358,095534,4,4/2,1,综合行业
23,605303,园林股份,9.980039596557617,11.02,106355210,1776836236.1599998,1776836236.1599998,6.134494781494141,123486814,095319,095319,0,1/1,1,工程建设
24,605167,利柏特,10.03752326965332,11.73,325380832,5267591100.0,5267591100.0,6.401541709899902,162620626,095351,095351,0,1/1,1,专用设备
25,605005,合兴股份,9.987592697143555,17.73,117607982,7109730000.0,7109730000.0,1.666483759880066,132638130,100303,100303,0,1/1,1,汽车零部
26,600495,晋西车轴,10.06289291381836,5.25,777912048,6343002151.5,6343002120.0,12.685562133789062,140647137,101000,101433,1,1/1,1,交运设备
27,601086,国芳集团,9.969325065612793,14.34,1006816880,9550440000.0,9550440000.0,10.96865177154541,262606986,101958,101958,0,1/1,1,商业百货
28,300997,欢乐家,20.01150131225586,20.87,585078400,8055971432.72,9130071360.640001,8.010160446166992,146903199,102027,102027,0,1/1,1,食品饮料
29,002347,泰尔股份,10.025707244873047,8.56,615879776,4223357632.5600004,4320251448.320001,15.140802383422852,442153104,102806,102806,0,1/1,1,通用设备
30,603076,乐惠国际,10.018149375915527,30.31,329870688,3658457736.64,3658457736.64,9.374785423278809,24254062,103100,105848,3,3/2,1,专用设备
31,002342,巨力索具,10.039369583129883,5.59,726285488,5336717100.0,5366400000.0,14.184272766113281,625793233,103248,103248,0,1/1,1,通用设备
32,002177,御银股份,10.084033966064453,5.24,672040192,3506660997.36,3988642391.04,19.61841583251953,678581048,104330,112809,1,1/1,1,计算机设
33,002550,千红制药,9.953344345092773,7.07,533487792,6771218830.6,9048186000.0,8.180229187011719,413392798,110715,110715,0,1/1,1,化学制药
34,002278,神开股份,10.0,8.91,644853328,2977780102.11,3242434963.68,22.45326805114746,599011432,111612,111612,0,1/1,1,专用设备
35,002867,周大生,10.033670425415039,16.34,410946880,17803233535.84,17907435284.48,2.378425359725952,416331762,111909,111909,0,1/1,1,珠宝首饰
36,002998,优彩资源,9.986129760742188,7.93,196374255,1930482641.62,2588410745.44,10.530346870422363,324311624,112654,112654,0,1/1,1,化纤行业
