序号,代码,名称,涨跌幅,最新价,成交额,流通市值,总市值,换手率,封板资金,首次封板时间,最后封板时间,炸板次数,涨停统计,连板数,所属行业
1,000903,云内动力,10.0217866897583,5.05,107323105,9697321322.4,9846334298.4,1.1067293882369995,685317825,092500,092500,0,6/4,3,汽车零部
2,001230,劲旅环境,9.990530014038086,23.23,29954086,1256225296.22,3101114333.31,2.3844518661499023,279752919,092500,092500,0,2/2,2,环保行业
3,002250,联化科技,9.985527992248535,7.6,697600144,6889659585.599999,6926131712.0,10.190664291381836,107392560,092500,100357,3,1/1,1,农药兽药
4,603693,江苏新能,10.014410018920898,15.27,125486997,13612836687.6,13612836809.76,0.9218283891677856,154129607,092500,092500,0,2/2,2,电力行业
5,603390,通达电气,9.993108749389648,15.96,76480320,5582094029.400001,5612684864.64,1.3701008558273315,298809504,092502,092502,0,6/5,3,汽车零部
6,603577,汇金通,10.00971794128418,11.32,673080608,3839054612.0,3839054657.28,17.78036880493164,56537287,092502,095155,4,3/3,3,电网设备
7,603639,海利尔,10.0,16.28,506347344,5533219310.08,5533544910.08,9.17974853515625,94613499,092502,101014,2,2/2,2,农药兽药
8,605388,均瑶健康,10.0130033493042,8.46,29548310,5080094640.000001,5080094640.000001,0.5816488265991211,387540688,092502,092502,0,3/3,3,食品饮料
9,603056,德邦股份,9.980806350708008,17.19,115044591,17530626519.72,17530626588.48,0.6562491655349731,274644114,092503,092503,0,2/2,2,物流行业
10,002973,侨银股份,9.975469589233398,13.45,77920859,2997991415.5,5496551889.599999,2.6334798336029053,186848745,093033,093033,0,1/1,1,环保行业
11,002829,星网宇达,10.010213851928711,21.54,170960967,3146183320.56,4476214346.76,5.4956746101379395,384440922,093036,093036,0,1/1,1,通信设备
12,002277,友阿股份,10.016695022583008,6.59,439846000,9187598752.0,9187598752.0,4.814245223999023,460845290,093121,093121,0,1/1,1,商业百货
13,002366,融发核电,9.985315322875977,7.49,2859004624,9410918281.1,15586222983.52,30.744047164916992,381739706,093127,094109,2,4/4,4,电源设备
14,603518,锦泓集团,10.022026062011719,9.99,364171264,3437088810.66,3463392980.16,10.705103874206543,112657230,093129,093129,0,2/2,2,纺织服装
15,300422,博世科,20.0,5.76,201941782,2975272427.52,3075151011.8399997,6.926936626434326,269698320,093142,093142,0,1/1,1,环保行业
16,000826,启迪环境,10.106383323669434,2.07,108666417,2950108025.1299996,2950481223.3599997,3.7383322715759277,179618942,093239,093239,0,1/1,1,环保行业
17,600678,四川金顶,9.961190223693848,8.5,410512432,2966415000.0,2966415000.0,13.995573997497559,131669233,093503,093921,1,1/1,1,水泥建材
18,600192,长城电工,10.012360572814941,8.9,385921200,3931557200.0,3931557200.0,10.263859748840332,123626918,093637,093725,1,3/3,3,电网设备
19,601579,会稽山,10.017049789428711,25.81,1257028560,12374950586.289999,12374950560.48,10.32171630859375,233056557,093654,101057,3,6/4,3,酿酒行业
20,603006,联明股份,9.967584609985352,13.57,159323629,3450230172.5,3450230172.5,4.675634860992432,142105040,093801,094104,1,1/1,1,汽车零部
21,002639,雪人股份,9.980620384216309,11.35,2664147680,7384103498.099999,8769034697.6,37.165775299072266,585600980,094100,095557,2,4/3,1,通用设备
22,603839,安正时尚,9.959623336791992,8.17,119425137,3212055925.0,3261563347.2,3.860238552093506,154842578,094110,094110,0,1/1,1,纺织服装
23,603333,尚纬股份,9.96354866027832,9.05,909640960,5624824653.3,5624824635.200001,16.56241226196289,182521305,094306,094306,0,5/5,5,电网设备
24,600805,悦达投资,10.103093147277832,5.34,299829088,4540470465.12,4543776608.64,6.752869606018066,65177450,094358,095534,4,4/2,1,综合行业
25,605303,园林股份,9.980039596557617,11.02,94882288,1776836236.1599998,1776836236.1599998,5.488800525665283,157584898,095319,095319,0,1/1,1,工程建设
26,605167,利柏特,10.03752326965332,11.73,289336192,5267591100.0,5267591100.0,5.7172698974609375,280272045,095351,095351,0,1/1,1,专用设备
27,605005,合兴股份,9.987592697143555,17.73,83717087,7109730000.0,7109730000.0,1.189800500869751,158538114,100303,100303,0,1/1,1,汽车零部
28,600495,晋西车轴,10.06289291381836,5.25,731870240,6343002151.5,6343002120.0,11.959694862365723,266306775,101000,101433,1,1/1,1,交运设备
