序号,代码,名称,涨跌幅,最新价,成交额,流通市值,总市值,换手率,封板资金,首次封板时间,最后封板时间,炸板次数,涨停统计,连板数,所属行业
1,000903,云内动力,10.071942329406738,4.59,240013019,8814000964.32,8949440481.119999,2.723088264465332,271712311,092500,092500,0,5/3,2,汽车零部
2,001332,锡装股份,10.005422592163086,40.57,148572530,1095390000.0,4462700000.0,13.590192794799805,139451788,092500,093112,1,2/2,2,专用设备
3,002366,融发核电,10.016155242919922,6.81,218942876,8556522495.9,14171185382.88,2.5587832927703857,583651036,092500,092500,0,3/3,3,电源设备
4,603333,尚纬股份,10.026738166809082,8.23,27932842,5115172032.780001,5115172016.320001,0.5460782647132874,481002127,092501,092501,0,4/4,4,电网设备
5,605388,均瑶健康,10.01430606842041,7.69,38615489,4617721960.0,4617721960.0,0.8362454175949097,308844088,092501,092501,0,2/2,2,食品饮料
6,603577,汇金通,10.053476333618164,10.29,28735545,3489741338.9999995,3489741380.16,0.8234291076660156,620980199,092503,092503,0,2/2,2,电网设备
7,603607,京华激光,9.989701271057129,32.04,603317664,5719678272.0,5719678272.0,10.552882194519043,198582894,093000,094948,1,6/5,4,造纸印刷
8,603056,德邦股份,9.992961883544922,15.63,354225584,15939714514.44,15939714576.960001,2.233485221862793,43993761,093001,100128,1,1/1,1,物流行业
9,001230,劲旅环境,10.0,21.12,81444134,1142121319.68,2819437568.6400003,7.185181617736816,75051187,093015,093015,0,1/1,1,环保行业
10,603518,锦泓集团,10.060606002807617,9.08,112890234,3124000640.72,3147908734.72,3.6497836112976074,102959136,093024,093024,0,1/1,1,纺织服装
11,603192,汇得科技,9.996140480041504,28.5,223411092,3952000009.5,4022879509.5,5.667006492614746,169969183,093025,093025,0,5/5,5,化学制品
12,601579,会稽山,9.98593521118164,23.46,335675760,11248211575.140001,11248211551.68,3.0072381496429443,190190220,093027,093436,1,5/3,2,酿酒行业
13,600192,长城电工,10.068026542663574,8.09,414314400,3573741320.0,3573741320.0,11.664946556091309,30583921,093033,103030,6,2/2,2,电网设备
14,688455,科捷智能,20.0,17.28,222199743,2243793605.76,3125073605.76,10.082439422607422,36960209,093051,094939,2,2/2,2,通用设备
15,600172,黄河旋风,10.1010103225708,4.36,336559824,5564475070.0,6287924332.8,6.093611717224121,339042756,093119,093119,0,1/1,1,非金属材
16,603693,江苏新能,9.984151840209961,13.88,260686214,12373685214.400002,12373685325.44,2.137970447540283,298573929,093204,093204,0,1/1,1,电力行业
17,002846,英联股份,10.034305572509766,12.83,288377952,3297542171.68,5388518298.56,9.003776550292969,252431609,093221,093221,0,3/2,1,包装材料
18,002549,凯美特气,10.038986206054688,11.29,1063883616,7816739048.539999,7850477836.16,13.806719779968262,209955614,093309,095330,2,2/2,2,化学制品
19,002259,升达林业,10.073710441589355,4.48,129184867,3370430636.1600003,3370430658.5600004,3.970174551010132,159259318,093536,093536,0,4/2,1,燃气
20,600189,泉阳泉,9.986320495605469,8.04,322375456,5750190408.48,5750190376.32,5.690025806427002,108530842,093602,093602,0,1/1,1,食品饮料
21,600530,交大昂立,10.012836456298828,8.57,517703312,6641064400.0,6641064400.0,7.9124860763549805,159587540,093611,095559,1,1/1,1,食品饮料
22,000561,烽火电子,9.989806175231934,10.79,1236977712,6493314833.719999,8090009667.999999,19.62505531311035,132660169,093739,101233,7,4/3,1,通信设备
23,603390,通达电气,10.00758171081543,14.51,1005858592,5074948895.15,5102760487.84,20.27802085876465,64881465,093937,103331,4,5/4,2,汽车零部
24,002286,保龄宝,9.991079330444336,12.33,635140256,4557263927.4,4559231746.08,14.254230499267578,164685645,094200,100542,4,1/1,1,食品饮料
25,002437,誉衡药业,9.885931968688965,2.89,532373952,6072965348.77,6490332313.92,8.913411140441895,317113394,094200,094200,0,1/1,1,化学制药
26,603332,苏州龙杰,10.016695022583008,19.77,819779632,4277183827.68,4277183827.68,19.467008590698242,65816504,094422,102410,6,13/9,3,化纤行业
27,002907,华森制药,9.978768348693848,15.54,121788536,4800121151.7,6489446812.799999,2.6114273071289062,288452967,094751,094751,0,1/1,1,中药
28,300858,科拓生物,19.986356735229492,17.59,409329440,3334245255.86,4634879125.62,12.723013877868652,285457556,094830,094830,0,1/1,1,食品饮料
29,603767,中马传动,10.006583213806152,16.71,498742880,5157232365.0,5157232431.84,9.86454963684082,194511084,095700,104100,1,1/1,1,汽车零部
30,600616,金枫酒业,10.047846794128418,6.9,342388944,4616134155.0,4616134113.6,7.683533191680908,190665726,095732,095732,0,1/1,1,酿酒行业
31,000078,海王生物,9.829059600830078,2.57,133101858,6749953724.66,6761986788.48,2.0157370567321777,163749991,100245,100245,0,1/1,1,医药商业
32,000639,西王食品,9.933774948120117,3.32,273486096,3583695140.04,3583701278.72,7.912888050079346,272919607,100406,100406,0,1/1,1,食品饮料
