序号,代码,名称,涨跌幅,最新价,成交额,流通市值,总市值,换手率,封板资金,首次封板时间,最后封板时间,炸板次数,涨停统计,连板数,所属行业
1,000903,云内动力,10.071942329406738,4.59,252375541,8814000964.32,8949440481.119999,2.8633482456207275,243254035,092500,092500,0,5/3,2,汽车零部
2,001332,锡装股份,10.005422592163086,40.57,149706055,1095390000.0,4462700000.0,13.693674087524414,126751755,092500,093112,1,2/2,2,专用设备
3,002366,融发核电,10.016155242919922,6.81,226415489,8556522495.9,14171185382.88,2.646115779876709,549119569,092500,092500,0,3/3,3,电源设备
4,603333,尚纬股份,10.026738166809082,8.23,28575605,5115172032.780001,5115172016.320001,0.5586440563201904,436935415,092501,092501,0,4/4,4,电网设备
5,605388,均瑶健康,10.01430606842041,7.69,40168715,4617721960.0,4617721960.0,0.8698816299438477,288431906,092501,092501,0,2/2,2,食品饮料
6,603577,汇金通,10.053476333618164,10.29,32236203,3489741338.9999995,3489741380.16,0.9237419366836548,603466619,092503,092503,0,2/2,2,电网设备
7,603607,京华激光,9.989701271057129,32.04,607847600,5719678272.0,5719678272.0,10.632081985473633,178721811,093000,094948,1,6/5,4,造纸印刷
8,603056,德邦股份,9.992961883544922,15.63,653681408,15939714514.44,15939714576.960001,4.1243133544921875,32398317,093001,134943,5,1/1,1,物流行业
9,001230,劲旅环境,10.0,21.12,86791296,1142121319.68,2819437568.6400003,7.653359889984131,51350745,093015,093015,0,1/1,1,环保行业
10,603518,锦泓集团,10.060606002807617,9.08,116075498,3124000640.72,3147908734.72,3.7517447471618652,108332680,093024,093024,0,1/1,1,纺织服装
11,603192,汇得科技,9.996140480041504,28.5,226585992,3952000009.5,4022879509.5,5.747343063354492,136587133,093025,093025,0,5/5,5,化学制品
12,601579,会稽山,9.98593521118164,23.46,340517904,11248211575.140001,11248211551.68,3.050286054611206,173247408,093027,093436,1,5/3,2,酿酒行业
13,600192,长城电工,10.068026542663574,8.09,420757776,3573741320.0,3573741320.0,11.845244407653809,29971006,093033,103030,6,2/2,2,电网设备
14,688455,科捷智能,20.0,17.28,223623978,2243793605.76,3125073605.76,10.145914077758789,33176304,093051,094939,2,2/2,2,通用设备
15,600172,黄河旋风,10.1010103225708,4.36,350555888,5564475070.0,6287924332.8,6.345137119293213,282329580,093119,093119,0,1/1,1,非金属材
16,603693,江苏新能,9.984151840209961,13.88,264625982,12373685214.400002,12373685325.44,2.1698102951049805,263874692,093204,093204,0,1/1,1,电力行业
17,002846,英联股份,10.034305572509766,12.83,293538688,3297542171.68,5388518298.56,9.1602783203125,211762562,093221,093221,0,3/2,1,包装材料
18,002549,凯美特气,10.038986206054688,11.29,1073843664,7816739048.539999,7850477836.16,13.934139251708984,171788640,093309,095330,2,2/2,2,化学制品
19,002259,升达林业,10.073710441589355,4.48,138490723,3370430636.1600003,3370430658.5600004,4.246277332305908,131130294,093536,093536,0,4/2,1,燃气
20,600189,泉阳泉,9.986320495605469,8.04,331682976,5750190408.48,5750190376.32,5.8518900871276855,100407612,093602,093602,0,1/1,1,食品饮料
21,600530,交大昂立,10.012836456298828,8.57,570548512,6641064400.0,6641064400.0,8.708219528198242,104700975,093611,095559,1,1/1,1,食品饮料
22,000561,烽火电子,9.989806175231934,10.79,1270540928,6493314833.719999,8090009667.999999,20.141944885253906,84393920,093739,101233,7,4/3,1,通信设备
23,603390,通达电气,10.00758171081543,14.51,1113698768,5074948895.15,5102760487.84,22.4063663482666,27384723,093937,133601,11,5/4,2,汽车零部
24,002286,保龄宝,9.991079330444336,12.33,641755296,4557263927.4,4559231746.08,14.399384498596191,118815579,094200,100542,4,1/1,1,食品饮料
25,002437,誉衡药业,9.885931968688965,2.89,548040944,6072965348.77,6490332313.92,9.17138957977295,244022982,094200,094200,0,1/1,1,化学制药
26,603332,苏州龙杰,10.016695022583008,19.77,822877008,4277183827.68,4277183827.68,19.5394229888916,58326244,094422,102410,6,13/9,3,化纤行业
