序号,代码,名称,涨跌幅,最新价,成交额,流通市值,总市值,换手率,封板资金,首次封板时间,最后封板时间,炸板次数,涨停统计,连板数,所属行业
1,000903,云内动力,10.071942329406738,4.59,241635951,8814000964.32,8949440481.119999,2.7415013313293457,266412330,092500,092500,0,5/3,2,汽车零部
2,001332,锡装股份,10.005422592163086,40.57,148698297,1095390000.0,4462700000.0,13.60167407989502,139326021,092500,093112,1,2/2,2,专用设备
3,002366,融发核电,10.016155242919922,6.81,219132194,8556522495.9,14171185382.88,2.5609960556030273,583410643,092500,092500,0,3/3,3,电源设备
4,603333,尚纬股份,10.026738166809082,8.23,27956709,5115172032.780001,5115172016.320001,0.5465448498725891,475367046,092501,092501,0,4/4,4,电网设备
5,605388,均瑶健康,10.01430606842041,7.69,38693158,4617721960.0,4617721960.0,0.8379274010658264,300991060,092501,092501,0,2/2,2,食品饮料
6,603577,汇金通,10.053476333618164,10.29,28743777,3489741338.9999995,3489741380.16,0.8236649632453918,620964764,092503,092503,0,2/2,2,电网设备
7,603607,京华激光,9.989701271057129,32.04,603436208,5719678272.0,5719678272.0,10.55495548248291,195933186,093000,094948,1,6/5,4,造纸印刷
8,001230,劲旅环境,10.0,21.12,83636390,1142121319.68,2819437568.6400003,7.377127647399902,70765939,093015,093015,0,1/1,1,环保行业
9,603518,锦泓集团,10.060606002807617,9.08,113099982,3124000640.72,3147908734.72,3.6564977169036865,102775720,093024,093024,0,1/1,1,纺织服装
10,603192,汇得科技,9.996140480041504,28.5,223536492,3952000009.5,4022879509.5,5.67017936706543,168096733,093025,093025,0,5/5,5,化学制品
11,601579,会稽山,9.98593521118164,23.46,336367840,11248211575.140001,11248211551.68,3.0133907794952393,188794350,093027,093436,1,5/3,2,酿酒行业
12,600192,长城电工,10.068026542663574,8.09,415607184,3573741320.0,3573741320.0,11.70112133026123,29750651,093033,103030,6,2/2,2,电网设备
13,688455,科捷智能,20.0,17.28,222320046,2243793605.76,3125073605.76,10.087800979614258,36921087,093051,094939,2,2/2,2,通用设备
14,600172,黄河旋风,10.1010103225708,4.36,337148416,5564475070.0,6287924332.8,6.104189395904541,337900872,093119,093119,0,1/1,1,非金属材
15,603693,江苏新能,9.984151840209961,13.88,260970754,12373685214.400002,12373685325.44,2.1402699947357178,298033997,093204,093204,0,1/1,1,电力行业
16,002846,英联股份,10.034305572509766,12.83,288565008,3297542171.68,5388518298.56,9.009449005126953,250407292,093221,093221,0,3/2,1,包装材料
17,002549,凯美特气,10.038986206054688,11.29,1064308128,7816739048.539999,7850477836.16,13.812150001525879,203058553,093309,095330,2,2/2,2,化学制品
18,002259,升达林业,10.073710441589355,4.48,129273571,3370430636.1600003,3370430658.5600004,3.972806453704834,159015158,093536,093536,0,4/2,1,燃气
19,600189,泉阳泉,9.986320495605469,8.04,323201968,5750190408.48,5750190376.32,5.704399108886719,107876386,093602,093602,0,1/1,1,食品饮料
20,600530,交大昂立,10.012836456298828,8.57,519269904,6641064400.0,6641064400.0,7.936075687408447,158417735,093611,095559,1,1/1,1,食品饮料
21,000561,烽火电子,9.989806175231934,10.79,1237921840,6493314833.719999,8090009667.999999,19.63959503173828,131928607,093739,101233,7,4/3,1,通信设备
22,603390,通达电气,10.00758171081543,14.51,1006404160,5074948895.15,5102760487.84,20.288772583007812,64113886,093937,103331,4,5/4,2,汽车零部
23,002286,保龄宝,9.991079330444336,12.33,635754288,4557263927.4,4559231746.08,14.267704963684082,164155455,094200,100542,4,1/1,1,食品饮料
24,002437,誉衡药业,9.885931968688965,2.89,533451632,6072965348.77,6490332313.92,8.931156158447266,314830005,094200,094200,0,1/1,1,化学制药
25,603332,苏州龙杰,10.016695022583008,19.77,819941744,4277183827.68,4277183827.68,19.47079849243164,66061652,094422,102410,6,13/9,3,化纤行业
26,002907,华森制药,9.978768348693848,15.54,122082242,4800121151.7,6489446812.799999,2.6175458431243896,283557867,094751,094751,0,1/1,1,中药
27,300858,科拓生物,19.986356735229492,17.59,410482240,3334245255.86,4634879125.62,12.757589340209961,279629989,094830,094830,0,1/1,1,食品饮料
28,603767,中马传动,10.006583213806152,16.71,501553504,5157232365.0,5157232431.84,9.919048309326172,187646616,095700,104100,1,1/1,1,汽车零部
29,600616,金枫酒业,10.047846794128418,6.9,342480704,4616134155.0,4616134113.6,7.685521125793457,188398386,095732,095732,0,1/1,1,酿酒行业
30,000078,海王生物,9.829059600830078,2.57,135251663,6749953724.66,6761986788.48,2.047586441040039,161086957,100245,100245,0,1/1,1,医药商业
