序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
1,300703,创源股份,20.98,20.02,3.5,441928.0,856235681.97,18.54,20.98,17.74,17.79,17.48,1.69,26.05,46.14,4.3,3784620803.0,3559500011.0,0.0,0.0,41.28,48.58
2,301260,格力博,24.88,20.02,4.15,375919.0,889577613.92,16.26,24.88,21.51,21.77,20.73,1.63,17.71,17.15,2.58,12198469289.0,5281299246.0,0.0,0.0,66.53,87.77
3,301137,哈焊华通,39.59,20.01,6.6,349085.0,1246819634.98,19.37,39.59,33.2,36.0,32.99,3.18,34.32,292.6,5.28,7197992506.0,4026374262.0,0.0,0.0,118.61,126.62
4,688455,科捷智能,17.28,20.0,2.88,131541.0,223272641.0,10.28,17.28,15.8,16.3,14.4,3.3,10.13,-17.98,3.38,3125073606.0,2243793606.0,0.0,0.0,43.64,57.66
5,300858,科拓生物,17.59,19.99,2.93,251406.0,427335576.83,16.51,17.59,15.17,15.17,14.66,4.95,13.26,57.0,2.56,4634879126.0,3334245256.0,0.0,0.0,35.62,22.32
6,300313,*ST天山,6.85,19.96,1.14,167387.0,106436927.25,20.14,6.85,5.7,5.79,5.71,4.71,8.48,-108.08,-245.34,2143895163.0,1351866605.0,0.0,0.0,23.2,18.1
7,300464,星徽股份,6.13,19.96,1.02,848344.0,486120421.21,20.35,6.13,5.09,5.11,5.11,3.22,23.87,-249.26,21.98,2833388144.0,2178250598.0,0.0,0.0,14.79,18.57
8,833781,瑞奇智造,16.49,17.45,2.45,443563.0,607753738.65,25.93,16.49,12.85,13.21,14.04,3.57,43.45,-369.11,6.29,2548810720.0,1683335973.0,6.46,10.01,107.42,127.45
9,301190,善水科技,26.86,17.4,3.98,145588.0,373608107.56,22.9,27.46,22.22,22.72,22.88,3.1,20.49,85.92,3.0,5765136390.0,1908319734.0,1.36,-0.11,58.19,70.11
10,300534,陇神戎发,11.06,15.57,1.49,723540.0,788768755.5,20.38,11.48,9.53,9.58,9.57,4.36,23.96,34.64,4.84,3354995700.0,3340569180.0,0.09,0.09,34.55,27.13
11,688336,三生国健,57.6,12.76,6.52,187024.0,1050494518.0,22.51,61.3,49.8,49.81,51.08,1.98,3.03,86.27,6.26,35526861677.0,35526861677.0,-0.6,-0.05,126.77,168.91
12,301277,新天地,16.21,12.73,1.83,508709.0,767630802.29,17.45,16.6,14.09,14.66,14.38,1.92,50.36,28.09,4.27,6355590864.0,1637508264.0,-0.43,-0.55,58.46,69.03
13,300204,舒泰神,19.47,12.54,2.17,522250.0,959008590.47,19.42,19.96,16.6,16.8,17.3,1.44,11.07,-995.94,9.76,9302231646.0,9189436990.0,0.15,1.56,155.85,162.75
14,688178,万德斯,26.94,11.88,2.86,42128.0,108960165.0,14.45,27.35,23.87,23.87,24.08,3.47,4.96,-109.27,2.23,2293527902.0,2289841917.0,0.15,0.15,70.29,115.69
15,300509,新美星,8.76,11.88,0.93,393189.0,351217502.68,18.39,9.4,7.96,7.96,7.83,11.2,15.91,30.67,4.29,2596464000.0,2164626861.0,-0.34,-0.45,-8.46,26.41
16,300438,鹏辉能源,26.32,11.2,2.65,279303.0,731582466.83,20.03,28.1,23.36,23.61,23.67,3.32,6.91,-73.63,2.63,13247997235.0,10637647567.0,-0.53,-1.13,-16.15,-6.37
17,301093,华兰股份,32.46,10.97,3.21,77961.0,240846770.68,11.93,32.65,29.16,29.74,29.25,4.94,6.18,55.77,1.81,4099988257.0,4093334769.0,-0.46,0.37,29.53,36.39
18,832802,保丽洁,24.99,10.23,2.32,48894.0,120314531.65,16.37,26.6,22.89,23.5,22.67,2.0,28.76,97.92,3.75,1576451667.0,424802961.0,-0.04,0.36,35.59,60.81
19,600172,黄河旋风,4.36,10.1,0.4,805913.0,348860289.0,4.55,4.36,4.18,4.31,3.96,2.08,6.31,-9.39,4.68,6287924315.0,5564475070.0,0.0,0.0,-1.36,4.81
20,600468,百利电气,6.55,10.08,0.6,2153208.0,1335137384.0,10.08,6.55,5.95,6.05,5.95,1.74,19.8,55.7,3.64,7124666353.0,7124666353.0,0.0,0.0,49.54,39.36
21,002574,明牌珠宝,6.77,10.08,0.62,601475.0,386041810.0,11.54,6.77,6.06,6.09,6.15,1.32,11.39,-23.5,1.17,3574560000.0,3574560000.0,0.0,0.0,41.63,46.85
22,600192,长城电工,8.09,10.07,0.74,522612.0,420232737.0,5.17,8.09,7.71,7.72,7.35,12.64,11.83,-22.38,3.14,3573741320.0,3573741320.0,0.0,0.0,18.45,40.21
23,002259,升达林业,4.48,10.07,0.41,303575.0,131374690.51,11.79,4.48,4.0,4.01,4.07,0.8,4.04,74.12,12.68,3370430636.0,3370430636.0,0.0,0.0,77.78,88.24
24,000903,云内动力,4.59,10.07,0.42,548090.0,251573209.02,0.0,4.59,4.59,4.59,4.17,0.34,2.85,-90.94,5.55,8949440504.0,8814000964.0,0.0,0.0,28.21,33.43
25,603518,锦泓集团,9.08,10.06,0.83,129010.0,116011938.0,7.03,9.08,8.5,8.5,8.25,1.13,3.75,8.84,0.87,3147908735.0,3124000641.0,0.0,0.0,6.7,-4.32
26,600616,金枫酒业,6.9,10.05,0.63,523732.0,349081870.0,9.41,6.9,6.31,6.45,6.27,1.91,7.83,406.3,2.35,4616134155.0,4616134155.0,0.0,0.0,31.68,21.05
27,603577,汇金通,10.29,10.05,0.94,31300.0,32207391.0,0.0,10.29,10.29,10.29,9.35,0.44,0.92,58.34,1.86,3489741339.0,3489741339.0,0.0,0.0,21.92,30.25
28,002471,中超控股,5.7,10.04,0.52,3882616.0,2136221317.5,6.56,5.7,5.36,5.36,5.18,1.68,29.75,-96.39,4.51,7803300000.0,7438481549.0,0.0,0.0,107.27,108.79
29,000565,渝三峡Ａ,11.73,10.04,1.07,1026178.0,1147840712.98,11.73,11.73,10.48,10.52,10.66,1.68,23.67,242.19,4.08,5086036741.0,5086036741.0,0.0,0.17,116.42,116.82
30,002103,广博股份,11.51,10.04,1.05,717701.0,796544744.21,11.28,11.51,10.33,10.33,10.46,1.2,19.03,51.4,5.7,6149481689.0,4340135414.0,0.0,0.0,9.51,21.8
31,002549,凯美特气,11.29,10.04,1.03,963855.0,1072841108.46,5.17,11.29,10.76,10.76,10.26,1.26,13.92,61.81,3.88,7850477802.0,7816739049.0,0.0,0.0,70.54,84.18
32,603639,海利尔,14.8,10.04,1.35,82938.0,118435406.0,10.33,14.8,13.41,13.51,13.45,5.46,2.44,11.99,1.42,5030495373.0,5030199373.0,0.0,0.0,18.68,19.35
33,002846,英联股份,12.83,10.03,1.17,235004.0,292984428.22,9.61,12.83,11.71,11.71,11.66,1.03,9.14,121.98,3.88,5388518350.0,3297542172.0,0.0,0.0,45.46,56.08
