序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
1,001390,N古麒,34.03,181.71,21.95,284999.0,934193347.71,82.7,39.0,29.01,30.0,12.08,,58.16,44.65,4.58,6806000000.0,1667430763.0,-1.22,-1.42,181.71,181.71
2,834475,三友科技,24.67,29.98,5.69,102218.0,232771508.78,27.24,24.67,19.5,19.7,18.98,11.04,24.31,-110.57,7.05,2538424584.0,1037370046.0,0.0,0.0,13.27,53.04
3,831370,新安洁,6.31,20.19,1.06,619083.0,366754954.13,21.14,6.65,5.54,5.65,5.25,5.74,23.14,-55.38,3.02,1932626800.0,1688297725.0,2.6,3.1,60.15,85.04
4,300149,睿智医药,8.56,20.06,1.43,632011.0,513005208.91,21.04,8.56,7.06,7.12,7.13,2.07,12.71,160.44,3.49,4262571772.0,4255042558.0,0.0,0.0,31.49,33.33
5,688206,概伦电子,27.77,20.01,4.63,195702.0,528258585.0,8.95,27.77,25.7,25.73,23.14,16.05,10.97,2008.7,6.09,12084888978.0,4955087354.0,0.0,0.0,42.78,46.85
6,300804,广康生化,41.26,20.01,6.88,106630.0,383661117.92,26.93,41.26,32.0,32.0,34.38,5.63,38.77,44.61,2.28,3053240000.0,1134650000.0,0.0,0.0,73.43,82.89
7,300546,雄帝科技,22.08,20.0,3.68,533684.0,1098597183.47,22.66,22.08,17.91,18.2,18.4,7.39,39.78,-98.34,3.79,4120849817.0,2962103429.0,0.0,0.0,16.83,31.27
8,300204,舒泰神,23.04,20.0,3.84,533649.0,1172303380.32,20.0,23.04,19.2,19.5,19.2,1.86,11.31,-1178.55,11.55,11007879667.0,10874403095.0,0.0,0.0,213.04,210.93
9,300698,万马科技,41.59,19.99,6.93,211244.0,837254726.06,18.98,41.59,35.01,35.01,34.66,10.17,17.82,278.1,11.44,5573060000.0,4930325769.0,0.0,0.0,-2.69,20.69
10,301005,超捷股份,36.61,19.99,6.1,166122.0,580811544.82,19.8,36.61,30.57,30.57,30.51,12.8,12.55,77.21,6.47,4937295953.0,4846131085.0,0.0,0.0,19.84,25.16
11,300815,玉禾田,26.78,19.98,4.46,526611.0,1327970162.46,15.91,26.78,23.23,23.71,22.32,5.0,13.61,16.55,2.58,10674293760.0,10359533209.0,0.0,0.0,69.28,71.78
12,300682,朗新集团,16.94,19.97,2.82,500828.0,801268216.16,20.4,16.94,14.06,14.09,14.12,9.42,4.84,1357.16,2.72,18299389872.0,17517137364.0,0.0,0.0,29.02,38.85
13,300368,汇金股份,7.34,19.93,1.22,525876.0,359886254.9,20.1,7.34,6.11,6.14,6.12,4.55,9.94,-69.06,28.24,3882445107.0,3882445107.0,0.0,0.0,54.2,69.12
14,301082,久盛电气,26.62,17.48,3.96,675509.0,1696955955.59,24.58,27.19,21.62,21.62,22.66,3.28,32.29,-227.53,5.92,6024350212.0,5569742823.0,-0.93,-1.11,68.69,99.7
15,300468,四方精创,22.61,17.39,3.35,1209072.0,2533662103.92,20.4,23.11,19.18,19.51,19.26,6.17,22.82,232.58,7.51,11997980108.0,11978643810.0,-0.57,-0.62,31.45,38.71
16,920128,胜业电气,46.0,16.4,6.48,74542.0,330887270.74,15.69,46.98,40.78,41.0,39.52,2.52,36.01,99.23,6.99,3734740000.0,952200000.0,-0.5,-0.43,33.95,59.83
17,300872,天阳科技,18.01,16.04,2.49,461273.0,765568901.31,19.33,18.25,15.25,15.45,15.52,10.53,11.71,80.9,2.54,8282720476.0,7092630663.0,-0.17,0.95,-0.88,14.71
18,688382,益方生物-U,28.02,15.55,3.77,108242.0,291971431.0,21.36,29.1,23.92,24.13,24.25,2.69,2.7,-70.46,9.15,16204746189.0,11244368951.0,-0.92,-1.48,70.23,110.68
19,688280,精进电动-UW,8.33,15.37,1.11,657988.0,531051751.0,19.81,8.66,7.23,7.26,7.22,5.37,12.64,25.33,7.81,4916546486.0,4336132728.0,-0.6,0.24,53.69,89.75
20,688648,中邮科技,68.54,14.79,8.83,94487.0,607741301.0,19.91,69.9,58.01,58.01,59.71,1.63,14.29,-104.91,6.07,9321440000.0,4532476451.0,-0.49,-0.44,194.67,194.29
21,688356,键凯科技,79.68,13.84,9.69,28786.0,221997356.0,14.57,83.2,73.0,73.4,69.99,3.39,4.75,101.69,3.78,4832647776.0,4832647776.0,-0.4,-0.4,28.97,39.94
22,835579,机科股份,34.9,13.57,4.17,109368.0,365975435.68,20.92,36.65,30.22,30.37,30.73,5.84,24.54,252.25,8.58,4518852000.0,1555647258.0,-0.63,-0.85,51.67,87.84
23,300771,智莱科技,15.4,13.49,1.83,553810.0,801861909.25,19.82,16.16,13.47,13.47,13.57,2.65,30.56,136.24,1.93,3696000000.0,2790466725.0,-0.84,-0.26,38.86,48.51
24,300950,德固特,19.71,13.15,2.29,117606.0,224673122.99,18.37,20.5,17.3,17.3,17.42,4.67,13.1,31.32,4.04,2965960800.0,1769867334.0,-0.25,0.2,17.74,23.57
25,300255,常山药业,36.1,13.1,4.18,447095.0,1516605787.29,14.88,36.36,31.61,32.32,31.92,2.11,4.88,2192.8,21.19,33178097696.0,33070404392.0,-0.25,-0.22,80.41,80.59
26,301095,广立微,53.47,13.09,6.19,112765.0,609257291.7,8.29,56.25,52.33,52.33,47.28,17.22,10.48,-195.21,3.48,10709029775.0,5754385577.0,-0.24,-0.24,-0.17,3.18
27,301248,杰创智能,23.97,12.54,2.67,142893.0,326930565.96,14.32,24.2,21.15,21.2,21.3,6.38,13.99,67.56,2.46,3684308850.0,2448436624.0,-0.79,-0.25,11.8,50.94
28,836270,天铭科技,18.76,12.4,2.07,71382.0,133722950.77,13.96,19.89,17.56,17.58,16.69,11.28,8.8,52.39,4.52,1962596160.0,1521179307.0,0.0,-0.11,39.48,79.87
29,688336,三生国健,60.61,12.24,6.61,105738.0,604683947.0,15.96,61.66,53.04,53.04,54.0,1.24,1.71,90.78,6.59,37383386914.0,37383386914.0,1.0,-1.17,129.67,182.96
30,300844,山水比德,47.27,12.07,5.09,42333.0,192360637.16,13.94,47.55,41.67,42.67,42.18,2.7,4.85,-199.3,5.6,4277745920.0,4127852750.0,0.57,0.23,108.24,110.93
31,300643,万通智控,23.49,11.86,2.49,164811.0,375758915.54,13.33,23.73,20.93,20.93,21.0,1.94,7.16,36.69,4.55,5420065241.0,5406177154.0,-0.3,0.13,84.24,96.4
32,301269,华大九天,130.0,11.82,13.74,119591.0,1577749494.96,6.87,136.0,128.01,129.0,116.26,13.71,4.56,1816.52,14.16,70582429840.0,34101787980.0,0.0,0.0,21.34,7.35
33,301366,一博科技,48.05,11.51,4.96,77560.0,364340285.28,11.63,49.49,44.48,44.48,43.09,10.11,14.15,-268.27,3.32,7207500048.0,2634279025.0,-0.25,-0.23,-22.07,10.69
34,301322,绿通科技,28.83,11.23,2.91,66468.0,189402175.17,15.66,29.98,25.92,25.92,25.92,7.89,7.15,36.32,1.48,4107064371.0,2681357502.0,0.03,-0.21,30.99,34.16
35,300746,汉嘉设计,15.35,10.91,1.51,255398.0,391884032.0,21.39,16.56,13.6,13.66,13.84,4.81,11.51,84.67,4.57,3465083335.0,3405922762.0,0.33,0.46,3.72,34.53
36,300169,天晟新材,7.62,10.76,0.74,323407.0,236363266.0,12.79,7.72,6.84,6.88,6.88,6.18,10.72,-31.03,76.07,2484000671.0,2299226659.0,0.93,0.4,1.33,0.13
37,300537,广信材料,19.83,10.47,1.88,174466.0,329114121.54,13.7,20.2,17.74,17.74,17.95,3.57,12.15,101.75,5.22,3973835269.0,2847824750.0,-1.59,2.59,2.75,0.25
38,300773,拉卡拉,21.86,10.46,2.07,844992.0,1746764521.1,12.63,22.01,19.51,19.79,19.79,3.94,11.51,42.79,5.17,17227483450.0,16052563384.0,0.05,0.51,24.99,23.5
