序号,代码,名称,涨跌幅,最新价,成交额,流通市值,总市值,换手率,封板资金,首次封板时间,最后封板时间,炸板次数,涨停统计,连板数,所属行业
1,000889,中嘉博创,10.1010103225708,3.27,3166799,2844408440.52,3061671962.4,0.1113341823220253,229440727,092500,092500,0,2/2,2,通信服务
2,002298,中电鑫龙,10.045661926269531,7.23,164521542,4726000957.68,5351001778.08,3.4811999797821045,272170458,092500,092500,0,2/2,2,电网设备
3,002826,易明医药,10.0,14.74,6674272,2545800453.9,2810590035.0,0.26216793060302734,883959274,092500,092500,0,2/2,2,中药
4,603093,南华期货,9.974586486816406,17.31,148390823,10560240607.83,10560240521.279999,1.4051841497421265,103540647,092500,092500,0,3/3,3,多元金融
5,002090,金智科技,9.989593505859375,10.57,114404319,4185905101.84,4234099651.04,2.7438769340515137,327052363,093000,093000,0,1/1,1,电网设备
6,000533,顺钠股份,9.971909523010254,7.83,939836608,5362785792.0,5409089280.0,17.603300094604492,154810062,093006,094418,2,2/2,2,电网设备
7,002951,金时科技,10.0,11.22,273155440,4544083170.0,4544100000.0,6.086165904998779,62010606,093018,095154,5,3/3,3,包装材料
8,603392,万泰生物,9.994385719299316,78.36,790617632,99135020570.64,99135020100.48,0.7977631092071533,817160804,093020,093020,0,1/1,1,生物制品
9,001258,立新能源,10.029069900512695,7.57,104519564,3548130226.13,7065333292.96,2.9771974086761475,153282628,093024,093024,0,1/1,1,电力行业
10,600939,重庆建工,10.031347274780273,3.51,150506387,6675316065.99,6675316090.559999,2.277167558670044,57504330,093032,093032,0,2/2,2,工程建设
11,002969,嘉美包装,10.0,4.07,423358928,3865587603.6800003,3888686774.7200003,11.036145210266113,68573061,093051,095200,4,2/2,2,包装材料
12,600698,湖南天雁,9.941520690917969,7.52,817587952,6244196437.92,8055574640.639999,13.255147933959961,85850576,093054,102224,7,1/1,1,汽车零部
13,605099,共创草坪,10.009750366210938,33.85,162683138,13543046500.0,13595581700.0,1.2106024026870728,167810393,093108,093108,0,4/4,4,家用轻工
14,300513,恒实科技,20.05108642578125,9.4,341249120,2645505957.6,2948696828.8,13.214902877807617,321452796,093136,093957,1,1/1,1,通信服务
15,000695,滨海能源,10.0,17.05,373292048,3780332206.2000003,3787615539.9500003,10.21859073638916,249190865,093148,093148,0,13/8,1,造纸印刷
16,603226,菲林格尔,9.955751419067383,9.94,113821181,3533588193.7999997,3533588253.44,3.2883996963500977,42360721,093157,093157,0,3/3,2,装修建材
17,002856,美芝股份,10.009182929992676,11.98,79303475,1438817826.9,1621047439.8400002,5.674526214599609,209597288,093318,093318,0,1/1,1,装修装饰
18,002546,新联电子,10.060362815856934,5.47,259241996,4382739565.12,4562248598.88,5.976131439208984,224102618,093336,093633,1,1/1,1,电网设备
19,601007,金陵饭店,9.960680961608887,8.39,293470080,3272100000.0,3272100000.0,9.11402416229248,134758074,093517,093608,1,1/1,1,旅游酒店
20,002932,明德生物,9.994874000549316,21.46,125542249,3349587555.06,4989899737.22,3.8151447772979736,227731674,093721,093721,0,1/1,1,医疗器械
21,002339,积成电子,9.943181991577148,7.74,255925827,3705862494.96,3901674185.28,7.090497970581055,275368224,093809,093809,0,1/1,1,电网设备
22,000530,冰山冷热,10.018214225769043,6.04,320429280,3624233717.8,5093003572.4800005,9.085824012756348,287217704,093921,093921,0,1/1,1,通用设备
23,300651,金陵体育,20.016340255737305,29.38,746188112,2202797112.88,3782755442.44,35.57676696777344,71157772,093936,100815,6,3/3,3,家用轻工
24,002878,元隆雅图,10.017783164978027,18.56,605965392,4346909036.16,4862344735.36,14.428560256958008,382397322,093939,093939,0,5/3,1,文化传媒
25,603585,苏利股份,10.031745910644531,17.33,80695593,3119458800.6899996,3186179300.6899996,2.653557300567627,143085838,094125,094125,0,1/1,1,农药兽药
26,603518,锦泓集团,9.991809844970703,13.43,800013520,4620630903.62,4652373326.4,17.96014404296875,117015549,094450,101347,1,7/5,1,纺织服装
27,300082,奥克股份,20.025188446044922,9.53,1021553776,6463319743.139999,6481335922.24,16.584373474121094,700255441,094451,102248,1,1/1,1,化学原料
28,600178,东安动力,9.967584609985352,13.57,576463808,6330081504.77,6390430429.440001,9.27196216583252,441202753,094751,094751,0,1/1,1,汽车零部
29,603176,汇通集团,10.1010103225708,5.45,183837343,2516734828.15,2585050540.0,7.374456882476807,47969265,094759,095117,2,1/1,1,工程建设
30,002265,建设工业,10.014655113220215,22.52,679921664,9077745003.0,23264069808.0,7.729480743408203,631593983,095206,095206,0,1/1,1,汽车零部
31,002115,三维通信,10.012836456298828,8.57,603756624,6446315709.24,6950195680.96,9.607590675354004,535487194,095239,095239,0,1/1,1,互联网服
32,001379,腾达科技,10.00485610961914,22.65,248734723,1524345000.0,4530000000.0,16.624666213989258,116040480,095303,100857,2,1/1,1,通用设备
33,603679,华体科技,10.007758140563965,14.18,136364095,2333767967.16,2333767967.16,6.0468220710754395,151686296,095551,095551,0,1/1,1,光学光电
34,002134,天津普林,10.018993377685547,23.17,228233777,5696339124.56,5696339124.56,4.180960655212402,243973705,100036,100036,0,1/1,1,电子元件
35,003035,南网能源,9.91735553741455,5.32,490080304,20151515146.84,20151515130.88,2.513890504837036,492831510,100330,100330,0,4/2,1,专业服务
36,000665,湖北广电,10.0,5.5,491855840,6254106815.0,6254322184.0,8.210979461669922,585186250,100533,100533,0,1/1,1,文化传媒
37,600818,中路股份,10.027347564697266,12.07,128828403,2872151973.7000003,3879876201.28,4.646736145019531,104521251,101554,101554,0,1/1,1,交运设备
38,605298,必得科技,10.03184700012207,13.82,52014735,2551890640.0,2596087000.0,2.1295409202575684,113496335,102555,102555,0,1/1,1,交运设备
39,605018,长华集团,10.04291820526123,12.82,223823099,6026243466.26,6041114653.440001,3.8544113636016846,365360141,102822,102822,0,1/1,1,汽车零部
40,605299,舒华体育,9.988901138305664,9.91,177909513,4072310839.59,4072310908.96,4.551114559173584,306234856,102952,102952,0,1/1,1,家用轻工
