序号,代码,名称,涨跌幅,最新价,成交额,流通市值,总市值,换手率,封板资金,首次封板时间,最后封板时间,炸板次数,涨停统计,连板数,所属行业
1,002161,远 望 谷,10.071942329406738,6.12,82886122,4366370940.4800005,4527315336.96,1.8982840776443481,367878193,092500,092500,0,1/1,1,电子元件
2,603192,汇得科技,10.021231651306152,25.91,30292158,3592853341.97,3657291511.97,0.8431226015090942,336010466,092501,092501,0,4/4,4,化学制品
3,603333,尚纬股份,10.0,7.48,18112072,4649026343.280001,4649026328.320001,0.38958850502967834,478035071,092501,092501,0,3/3,3,电网设备
4,603332,苏州龙杰,9.975520133972168,17.97,189077105,3887758896.4799995,3887758896.4799995,4.863395690917969,268008497,092502,092502,0,12/8,2,化纤行业
5,601858,中国科传,10.027100563049316,20.3,124221404,16047150000.0,16047150000.0,0.7741025686264038,335695395,093000,093000,0,1/1,1,文化传媒
6,000903,云内动力,10.026385307312012,4.17,253855784,8007491072.16,8130537430.559999,3.22627592086792,616206571,093036,093036,0,4/2,1,汽车零部
7,605069,正和生态,10.019646644592285,11.2,196879749,942606313.5999999,2371015113.6,21.07324981689453,50732225,093052,093755,2,1/1,1,环保行业
8,002366,融发核电,9.946714401245117,6.19,997318464,7777514574.1,12881004041.12,12.925589561462402,911838222,093109,093109,0,2/2,2,电源设备
9,600793,宜宾纸业,10.00592041015625,37.16,676044832,6573752714.32,6573752714.32,10.394550323486328,142846756,093127,093706,3,6/5,1,造纸印刷
10,001332,锡装股份,9.991052627563477,36.88,72877767,995760000.0000001,4056800000.0000005,7.421151638031006,300423189,093230,093230,0,1/1,1,专用设备
11,601579,会稽山,10.005157470703125,21.33,260531648,10226954513.97,10226954492.64,2.6005327701568604,132454970,093231,093231,0,4/2,1,酿酒行业
12,002471,中超控股,9.978768348693848,5.18,1626727280,6759883232.339999,7091420000.0,24.516889572143555,324226922,093236,094106,2,16/10,3,电网设备
13,600192,长城电工,10.029940605163574,7.35,55557880,3246847800.0,3246847800.0,1.7344318628311157,162556877,093400,093400,0,1/1,1,电网设备
14,600202,哈空调,9.942638397216797,5.75,156967594,2204208864.0,2204208864.0,7.222687721252441,124980850,093406,094430,1,1/1,1,电源设备
15,600550,保变电气,10.035005569458008,9.43,658931552,17365613566.399998,17365613566.399998,3.9073140621185303,562599401,093435,093435,0,6/3,1,电网设备
16,301137,哈焊华通,20.007274627685547,32.99,427055312,3355142382.0,5998024066.0,13.760355949401855,345131483,093545,093545,0,2/2,2,通用设备
17,000026,飞亚达,9.968101501464844,13.79,152029030,5030168964.17,5595485560.0,3.0948872566223145,465593149,093554,093554,0,1/1,1,珠宝首饰
18,603681,永冠新材,10.0,16.94,213583947,3237759224.7000003,3237759224.7000003,6.895079612731934,208541564,093638,093638,0,2/2,2,化学制品
19,002639,雪人股份,9.989142417907715,10.13,1309234576,6590393694.780001,7826460042.880001,20.507211685180664,325707864,093757,093757,0,2/2,2,通用设备
20,600468,百利电气,9.981515884399414,5.95,508654240,6472025159.95,6472025201.6,8.105890274047852,264757447,093835,093835,0,7/4,1,电网设备
21,600558,大西洋,10.079051971435547,5.57,298790416,4999658908.67,4999658914.240001,6.115809917449951,311128224,094050,094050,0,1/1,1,通用设备
22,000510,新金路,10.055866241455078,5.91,523081616,3585389068.4700003,3832892581.44,15.004012107849121,498060167,094248,094248,0,2/2,2,化学原料
23,600439,瑞贝卡,9.970674514770508,3.75,74632171,4244945400.0,4244945400.0,1.8344670534133911,259359000,094407,094407,0,1/1,1,家用轻工
24,000045,深纺织Ａ,9.98023796081543,11.13,115126038,5086419449.37,5637588257.280001,2.3423588275909424,744703848,094439,094439,0,1/1,1,光学光电
25,600444,国机通用,10.019776344299316,16.69,47306017,2443782045.0800004,2443782045.0800004,2.020097017288208,223200961,094451,094451,0,1/1,1,专用设备
26,000838,财信发展,10.21276569366455,2.59,17023544,2729253564.45,2850197035.8399997,0.6527351140975952,309005648,094457,094457,0,1/1,1,房地产开
27,600082,海泰发展,9.944750785827637,3.98,96216459,2524654939.7599998,2571540979.52,3.9166030883789062,152308232,094507,094507,0,1/1,1,房地产开
