序号,代码,名称,涨跌幅,最新价,成交额,流通市值,总市值,换手率,封板资金,首次封板时间,最后封板时间,炸板次数,涨停统计,连板数,所属行业
1,002161,远 望 谷,10.071942329406738,6.12,105033974,4366370940.4800005,4527315336.96,2.4055211544036865,183524724,092500,092500,0,1/1,1,电子元件
2,603192,汇得科技,10.021231651306152,25.91,36875371,3592853341.97,3657291511.97,1.026353359222412,255052598,092501,092501,0,4/4,4,化学制品
3,603333,尚纬股份,10.0,7.48,24238192,4649026343.280001,4649026328.320001,0.5213606357574463,357159767,092501,092501,0,3/3,3,电网设备
4,603332,苏州龙杰,9.975520133972168,17.97,198991801,3887758896.4799995,3887758896.4799995,5.118419170379639,182269386,092502,092502,0,12/8,2,化纤行业
5,601858,中国科传,10.027100563049316,20.3,163832693,16047150000.0,16047150000.0,1.0209457874298096,179040397,093000,093000,0,1/1,1,文化传媒
6,000903,云内动力,10.026385307312012,4.17,316751472,8007491072.16,8130537430.559999,4.011736869812012,330476086,093036,093036,0,4/2,1,汽车零部
7,605069,正和生态,10.019646644592285,11.2,256991046,942606313.5999999,2371015113.6,27.456768035888672,19689712,093052,095313,5,1/1,1,环保行业
8,002366,融发核电,9.946714401245117,6.19,1060768288,7777514574.1,12881004041.12,13.741400718688965,596237500,093109,093109,0,2/2,2,电源设备
9,600756,浪潮软件,10.01430606842041,15.38,537442160,4984638821.14,4984638805.76,10.951655387878418,129335018,093124,105142,2,1/1,1,互联网服
10,600793,宜宾纸业,10.00592041015625,37.16,700201056,6573752714.32,6573752714.32,10.762015342712402,121982902,093127,093706,3,6/5,1,造纸印刷
11,001332,锡装股份,9.991052627563477,36.88,89579982,995760000.0000001,4056800000.0000005,9.098484992980957,166040582,093230,093230,0,1/1,1,专用设备
12,601579,会稽山,10.005157470703125,21.33,297951184,10226954513.97,10226954492.64,2.966423988342285,122952135,093231,093231,0,4/2,1,酿酒行业
13,002471,中超控股,9.978768348693848,5.18,2765760192,6759883232.339999,7091420000.0,41.67445373535156,181087899,093236,105706,4,16/10,3,电网设备
14,600192,长城电工,10.029940605163574,7.35,81212482,3246847800.0,3246847800.0,2.5245704650878906,108689301,093400,093400,0,1/1,1,电网设备
15,600202,哈空调,9.942638397216797,5.75,381260800,2204208864.0,2204208864.0,17.55683708190918,27010050,093406,135157,4,1/1,1,电源设备
16,600550,保变电气,10.035005569458008,9.43,1254910832,17365613566.399998,17365613566.399998,7.344692707061768,185441893,093435,104611,2,6/3,1,电网设备
17,301137,哈焊华通,20.007274627685547,32.99,450957824,3355142382.0,5998024066.0,14.472770690917969,185717205,093545,093545,0,2/2,2,通用设备
18,603681,永冠新材,10.0,16.94,598504096,3237759224.7000003,3237759224.7000003,18.94009017944336,27903568,093638,140435,5,2/2,2,化学制品
19,002639,雪人股份,9.989142417907715,10.13,2118043328,6590393694.780001,7826460042.880001,32.83475112915039,151259134,093757,100521,3,2/2,2,通用设备
20,600468,百利电气,9.981515884399414,5.95,1055809072,6472025159.95,6472025201.6,16.634248733520508,74766331,093835,103359,3,7/4,1,电网设备
21,002194,武汉凡谷,10.007468223571777,14.73,1220031808,7525482981.75,10064799951.84,16.4425048828125,177147693,093836,105021,3,1/1,1,通信设备
22,600558,大西洋,10.079051971435547,5.57,610183280,4999658908.67,4999658914.240001,12.392592430114746,93436911,094050,101850,2,1/1,1,通用设备
23,000510,新金路,10.055866241455078,5.91,601549248,3585389068.4700003,3832892581.44,17.192550659179688,136319132,094248,094248,0,2/2,2,化学原料
24,600439,瑞贝卡,9.970674514770508,3.75,610423232,4244945400.0,4244945400.0,14.59540843963623,43003462,094407,132758,4,1/1,1,家用轻工
25,000045,深纺织Ａ,9.98023796081543,11.13,164598888,5086419449.37,5637588257.280001,3.315004825592041,198706116,094439,094439,0,1/1,1,光学光电
26,000838,财信发展,10.21276569366455,2.59,53157411,2729253564.45,2850197035.8399997,1.9766819477081299,113986159,094457,094457,0,1/1,1,房地产开
27,688455,科捷智能,20.0,14.4,170241773,1869828004.8,2604228004.8,9.49560260772705,33301944,094648,101127,1,1/1,1,通用设备
28,603577,汇金通,10.0,9.35,193191277,3170950585.0,3170950622.4,6.2921366691589355,165435347,094844,094844,0,1/1,1,电网设备
29,002682,龙洲股份,10.022271156311035,4.94,215007982,2778045526.36,2778100844.48,7.940791130065918,142497634,094936,094936,0,1/1,1,物流行业
30,603922,金鸿顺,10.023041725158691,19.1,302406096,3422720000.0000005,3422720000.0000005,9.002849578857422,109460438,095142,100254,2,1/1,1,汽车零部
31,002616,长青集团,9.982486724853516,6.28,228582634,2953406341.52,4659909011.84,7.888763427734375,93140564,095154,102457,1,1/1,1,电力行业
32,603076,乐惠国际,9.983429908752441,26.55,92221587,3204620683.2000003,3204620683.2000003,2.9462547302246094,86434348,095455,095455,0,1/1,1,专用设备
33,605388,均瑶健康,10.078740119934082,6.99,86171675,4197383160.0,4197383160.0,2.1124825477600098,135462006,095545,095545,0,1/1,1,食品饮料
34,300678,中科信息,19.9863338470459,35.12,1049583072,10028478491.84,10409086434.56,10.780653953552246,442450013,095548,095548,0,1/1,1,互联网服
35,600476,湘邮科技,10.0,18.26,184992416,2941138200.0000005,2941138200.0000005,6.490719795227051,172535069,095548,095548,0,1/1,1,软件开发
36,002136,安 纳 达,9.984025001525879,13.77,468671120,2953055815.2,2960825400.0,16.510589599609375,324610606,095909,095909,0,9/5,1,化学原料
37,603390,通达电气,10.008339881896973,13.19,559284096,4613271945.349999,4638553468.96,12.901121139526367,131452173,100010,100010,0,4/3,1,汽车零部
38,688648,中邮科技,20.0,55.2,670086448,3650316604.8,7507200000.0,19.227924346923828,4469433,100509,141333,15,1/1,1,通用设备
39,002174,游族网络,9.96592903137207,12.91,784071632,11817433284.1,11824558597.12,6.832879543304443,361871069,100527,100527,0,1/1,1,游戏
40,301003,江苏博云,20.0,35.1,245633335,2686206966.3,3476771988.3,9.856252670288086,224000829,101724,101724,0,1/1,1,塑料制品
41,600650,锦江在线,10.035087585449219,15.68,513692512,6123981976.0,8649246556.16,8.62100887298584,161469504,101740,101740,0,1/1,1,铁路公路
42,300771,智莱科技,20.0,12.9,556844336,2337468880.2000003,3096000000.0,25.3402099609375,215324220,102557,102557,0,1/1,1,计算机设
43,002549,凯美特气,9.967845916748047,10.26,1301596816,7103608736.76,7134269495.04,18.794904708862305,269856468,102821,130109,1,1/1,1,化学制品
44,002835,同为股份,10.011709213256836,18.79,168070797,2391731166.71,4124290963.49,7.236571311950684,206425004,103339,103339,0,1/1,1,计算机设
45,002215,诺 普 信,10.00981330871582,11.21,710675632,8736889203.150002,11268194607.52,8.40034008026123,158971902,104751,104751,0,1/1,1,农药兽药
46,300578,会畅通讯,19.9886417388916,21.13,492094832,4101207361.02,4189439606.2,12.535517692565918,221288151,111806,111806,0,1/1,1,通信服务
47,603065,宿迁联盛,9.975369453430176,8.93,82792382,1756293953.1499999,3741380382.24,4.87244176864624,92222789,130205,130205,0,1/1,1,化学原料
48,603011,合锻智能,10.029282569885254,15.03,1713124768,7431048988.11,7431048912.96,24.444881439208984,239445936,131419,131419,0,1/1,1,专用设备
49,603607,京华激光,10.007553100585938,29.13,937207104,5200194384.0,5200194384.0,19.8464298248291,101596467,133446,133446,0,5/4,3,造纸印刷
50,301536,星宸科技,19.996248245239258,63.97,1276942032,11936058028.9,26935208200.0,11.443925857543945,400366864,133630,133630,0,1/1,1,半导体
51,603777,来伊份,10.0,14.19,223627908,4745478915.54,4745478830.4,4.8939690589904785,107854273,134624,134624,0,1/1,1,食品饮料
52,300069,金利华电,20.01047706604004,22.91,522567616,2680470000.0,2680470000.0,21.614276885986328,349804542,134636,134636,0,6/3,1,电网设备
53,600105,永鼎股份,10.0,8.36,2523047872,12222276544.72,12222276528.0,21.094234466552734,168600885,134637,135113,2,1/1,1,通信设备
54,002862,实丰文化,9.989200592041016,20.37,371304224,2571670048.92,3422160000.0,15.143126487731934,303778034,134703,134703,0,1/1,1,家用轻工
55,002229,鸿博股份,10.025707244873047,17.12,1938005328,8442972833.120001,8494798274.56,24.316343307495117,1682321589,141006,141006,0,1/1,1,造纸印刷
56,000593,德龙汇能,10.05385971069336,6.13,228354600,2197501825.97,2198408079.04,10.66671085357666,204593654,141300,141300,0,1/1,1,燃气
