序号,代码,名称,涨跌幅,最新价,成交额,流通市值,总市值,换手率,封板资金,首次封板时间,最后封板时间,炸板次数,涨停统计,连板数,所属行业
1,002161,远 望 谷,10.071942329406738,6.12,75149316,4366370940.4800005,4527315336.96,1.7210932970046997,394501932,092500,092500,0,1/1,1,电子元件
2,603192,汇得科技,10.021231651306152,25.91,28690402,3592853341.97,3657291511.97,0.7985408902168274,347465795,092501,092501,0,4/4,4,化学制品
3,603333,尚纬股份,10.0,7.48,16855432,4649026343.280001,4649026328.320001,0.3625583350658417,498610307,092501,092501,0,3/3,3,电网设备
4,603332,苏州龙杰,9.975520133972168,17.97,183670651,3887758896.4799995,3887758896.4799995,4.724332332611084,279009012,092502,092502,0,12/8,2,化纤行业
5,601858,中国科传,10.027100563049316,20.3,107309474,16047150000.0,16047150000.0,0.6687135696411133,373187465,093000,093000,0,1/1,1,文化传媒
6,000903,云内动力,10.026385307312012,4.17,221122118,8007491072.16,8130537430.559999,2.817487955093384,810468940,093036,093036,0,4/2,1,汽车零部
7,002366,融发核电,9.946714401245117,6.19,981931824,7777514574.1,12881004041.12,12.727754592895508,953650589,093109,093109,0,2/2,2,电源设备
8,600793,宜宾纸业,10.00592041015625,37.16,558772384,6573752714.32,6573752714.32,8.609220504760742,19591495,093127,093500,1,6/5,1,造纸印刷
9,001332,锡装股份,9.991052627563477,36.88,62175745,995760000.0000001,4056800000.0000005,6.346392631530762,375008748,093230,093230,0,1/1,1,专用设备
10,601579,会稽山,10.005157470703125,21.33,197358523,10226954513.97,10226954492.64,1.982820749282837,176797971,093231,093231,0,4/2,1,酿酒行业
11,600192,长城电工,10.029940605163574,7.35,38111053,3246847800.0,3246847800.0,1.1970852613449097,234124695,093400,093400,0,1/1,1,电网设备
12,600202,哈空调,9.942638397216797,5.75,91580943,2204208864.0,2204208864.0,4.2546491622924805,216977975,093406,093406,0,1/1,1,电源设备
13,600550,保变电气,10.035005569458008,9.43,592072784,17365613566.399998,17365613566.399998,3.5223073959350586,661837949,093435,093435,0,6/3,1,电网设备
