代码,名称
000430,ST张家界
002306,*ST云网
300756,金马游乐
600258,首旅酒店
900934,锦江Ｂ股
000610,西安旅游
000888,峨眉山Ａ
600576,祥源文旅
600138,中青旅
900929,锦旅Ｂ股
002627,三峡旅游
600754,锦江酒店
300144,宋城演艺
603199,九华旅游
002033,丽江股份
000428,华天酒店
002059,云南旅游
600054,黄山旅游
002159,三特索道
900942,黄山Ｂ股
601888,中国中免
000978,桂林旅游
600706,曲江文旅
603136,天目湖
002186,全 聚 德
000721,西安饮食
603099,长白山
605108,同庆楼
601007,金陵饭店
600749,西藏旅游
000558,天府文旅
300859,西域旅游
600593,大连圣亚
000796,凯撒旅业
002707,众信旅游
000524,岭南控股
301073,君亭酒店
