代码,名称
000089,深圳机场
600004,白云机场
603885,吉祥航空
600897,厦门空港
600029,南方航空
600009,上海机场
600115,中国东航
601111,中国国航
600515,海南机场
601021,春秋航空
002928,华夏航空
900945,海控B股
000099,中信海直
600221,海航控股
