代码,名称
600901,江苏金租
000617,中油资本
603123,翠微股份
600053,九鼎投资
000987,越秀资本
600830,香溢融通
000563,陕国投Ａ
600927,永安期货
000415,渤海租赁
600517,国网英大
600643,爱建集团
002647,*ST仁东
002423,中粮资本
600390,五矿资本
000567,海德股份
600816,建元信托
001236,弘业期货
002961,瑞达期货
603093,南华期货
600120,浙江东方
600318,新力金融
600705,中航产融
