代码,名称
300185,通裕重工
301155,海力风电
000809,和展能源
300904,威力传动
002202,金风科技
301040,中环海陆
301232,飞沃科技
300690,双一科技
601218,吉鑫科技
300850,新强联
002487,大金重工
603218,日月股份
688349,三一重能
601615,明阳智能
600458,时代新材
300129,泰胜风能
603507,振江股份
300443,金雷股份
603985,恒润股份
300772,运达股份
600072,中船科技
301163,宏德股份
688660,电气风电
300569,天能重工
301456,盘古智能
603063,禾望电气
002531,天顺风能
301557,常友科技
301063,海锅股份
605305,中际联合
688186,广大特材
