代码,名称
900927,物贸Ｂ股
301215,中汽股份
000757,浩物股份
838030,德众汽车
601965,中国汽研
603377,ST东时
600335,国机汽车
837242,建邦科技
600386,北巴传媒
688479,友车科技
600653,申华控股
300825,阿尔特
000753,漳州发展
600822,上海物贸
