代码,名称
603979,金诚信
920019,铜冠矿建
002207,准油股份
600968,海油发展
603619,中曼石油
601808,中海油服
600871,石化油服
600583,海油工程
600339,中油工程
603727,博迈科
300164,通源石油
603505,金石资源
920088,科力股份
605086,龙高股份
002554,惠博普
300191,潜能恒信
300084,海默科技
002828,贝肯能源
300157,新锦动力
002683,广东宏大
002629,仁智股份
