代码,名称
600269,赣粤高速
000429,粤高速Ａ
600020,中原高速
600012,皖通高速
600377,宁沪高速
600350,山东高速
000828,东莞控股
600033,福建高速
600548,深高速
600035,楚天高速
000900,现代投资
000755,山西高速
601107,四川成渝
601816,京沪高铁
600834,申通地铁
601518,吉林高速
601333,广深铁路
200429,粤高速Ｂ
001965,招商公路
600368,五洲交通
600561,江西长运
000548,湖南投资
603069,海汽集团
900903,大众Ｂ股
600106,重庆路桥
600650,锦江在线
000886,海南高速
002357,富临运业
600611,大众交通
601188,龙江交通
