代码,名称
603813,*ST原尚
002492,恒基达鑫
603535,嘉诚国际
600057,厦门象屿
001317,三羊马
600704,物产中大
872351,华光源海
603565,中谷物流
001228,永泰运
601598,中国外运
600179,安通控股
002352,顺丰控股
601006,大秦铁路
603871,嘉友国际
001331,胜通能源
600233,圆通速递
000906,浙商中拓
601156,东航物流
002468,申通快递
002769,普路通
900914,锦在线B
000927,中国铁物
001213,中铁特货
002010,传化智联
002120,韵达股份
603056,德邦股份
002930,宏川智慧
300350,华鹏飞
603223,恒通股份
600125,铁龙物流
002682,龙洲股份
603967,中创物流
603569,长久物流
001202,炬申股份
600119,长江投资
000557,西部创业
603836,海程邦达
600787,中储股份
603117,万林物流
603648,畅联股份
001391,国货航
600180,瑞茂通
600603,ST广物
603329,上海雅仕
603713,密尔克卫
688211,中科微至
603128,华贸物流
002889,东方嘉盛
300240,飞力达
300873,海晨股份
605050,福然德
600794,保税科技
603066,音飞储存
002800,天顺股份
300013,新宁物流
