代码,名称
603007,*ST花王
603843,*ST正平
301024,霍普股份
830964,润农节水
603815,交建股份
603637,镇海股份
600039,四川路桥
603388,*ST元成
603316,诚邦股份
000010,美丽生态
600846,同济科技
600769,祥龙电业
836149,旭杰科技
600502,安徽建工
600284,浦东建设
603955,大千生态
002431,棕榈股份
000498,山东路桥
000065,北方国际
601117,中国化学
001267,汇绿生态
300517,海波重科
002060,广东建工
601618,中国中冶
301098,金埔园林
600170,上海建工
601800,中国交建
601868,中国能建
605598,上海港湾
002051,中工国际
600491,龙元建设
600820,隧道股份
601668,中国建筑
600970,中材国际
002775,文科股份
601390,中国中铁
601186,中国铁建
002061,浙江交科
605303,园林股份
601669,中国电建
600512,腾达建设
603163,圣晖集成
002761,浙江建投
002135,东南网架
301038,深水规院
601611,中国核建
002586,*ST围海
600248,陕建股份
603098,森特股份
300712,永福股份
603176,汇通集团
002307,北新路桥
301058,中粮科工
600667,太极实业
300982,苏文电能
600939,重庆建工
002663,普邦股份
002941,新疆交建
601068,中铝国际
002628,成都路桥
002542,中化岩土
002062,宏润建设
600133,东湖高新
000628,高新发展
300536,*ST农尚
601133,柏诚股份
601789,宁波建工
002140,东华科技
600853,龙建股份
