代码,名称
603344,星德胜
603489,八方股份
002892,科力尔
300626,华瑞股份
603320,迪贝电气
002176,江特电机
000922,佳电股份
002576,通达动力
603819,神力股份
002249,大洋电机
300907,康平科技
002823,凯中精密
300660,江苏雷利
603988,中电电机
003021,兆威机电
600416,湘电股份
600580,卧龙电驱
301226,祥明智能
603728,鸣志电器
688395,正弦电气
002196,方正电机
301023,江南奕帆
002801,微光股份
873593,鼎智科技
301502,华阳智能
603350,安乃达
