代码,名称
002203,海亮股份
002978,安宁股份
688786,悦安新材
002182,宝武镁业
600961,株冶集团
000758,中色股份
600219,南山铝业
688257,新锐股份
601168,西部矿业
603132,XD金徽股
002295,精艺股份
603937,丽岛新材
603045,福达合金
600490,鹏欣资源
002988,豪美新材
002540,亚太科技
002114,罗平锌电
600888,新疆众和
603978,深圳新星
600768,宁波富邦
000751,锌业股份
601212,白银有色
600497,驰宏锌锗
000878,云南铜业
600531,豫光金铅
000060,中金岭南
601609,金田股份
600338,西藏珠峰
000633,合金投资
601677,明泰铝业
000807,云铝股份
601899,紫金矿业
000933,神火股份
000688,国城矿业
000426,兴业银锡
600362,江西铜业
600595,中孚实业
601388,怡球资源
603876,鼎胜新材
603527,众源新材
688231,隆达股份
002532,天山铝业
000630,铜陵有色
601702,华峰铝业
002160,常铝股份
002996,顺博合金
688122,西部超导
601600,中国铝业
600361,创新新材
002578,闽发铝业
000612,焦作万方
002824,和胜股份
300930,屹通新材
600331,宏达股份
002379,宏创控股
300057,万顺新材
871634,新威凌
000603,盛达资源
601137,博威合金
000737,北方铜业
688750,金天钛业
301522,上大股份
688456,有研粉材
300828,锐新科技
300034,钢研高纳
300855,图南股份
603271,永杰新材
300697,电工合金
003038,鑫铂股份
002501,利源股份
600255,鑫科材料
002171,楚江新材
300337,银邦股份
601020,华钰矿业
688102,斯瑞新材
300963,中洲特材
