代码,名称
688048,长光华芯
688052,纳芯微
003026,中晶科技
688167,炬光科技
688403,汇成股份
688270,臻镭科技
603160,汇顶科技
688396,华润微
688256,寒武纪-U
603501,韦尔股份
688123,聚辰股份
001270,*ST铖昌
688279,峰岹科技
688728,格科微
688608,恒玄科技
688689,银河微电
688110,东芯股份
688536,思瑞浦
688498,源杰科技
600877,电科芯片
688469,芯联集成-U
300672,国科微
600460,士兰微
301050,雷电微力
301297,富乐德
688041,海光信息
002079,苏州固锝
688008,澜起科技
603933,睿能科技
300456,赛微电子
603893,瑞芯微
688458,美芯晟
300604,长川科技
688061,灿瑞科技
688233,神工股份
002119,康强电子
300373,扬杰科技
605111,新洁能
688584,上海合晶
688368,晶丰明源
300831,派瑞股份
688432,有研硅
600584,长电科技
688138,清溢光电
002077,大港股份
688605,先锋精科
688126,沪硅产业
688047,龙芯中科
002371,北方华创
002185,华天科技
688325,赛微微电
688082,盛美上海
688484,南芯科技
688352,颀中科技
300706,阿石创
002049,紫光国微
301095,广立微
002213,大为股份
688508,芯朋微
688230,芯导科技
688589,力合微
300666,江丰电子
688099,晶晨股份
688478,晶升股份
688002,睿创微纳
300661,圣邦股份
300623,捷捷微电
688249,晶合集成
688711,宏微科技
301348,蓝箭电子
002156,通富微电
688391,钜泉科技
605588,冠石科技
430139,华岭股份
301369,联动科技
688286,敏芯股份
600360,*ST华微
688173,希荻微
688652,京仪装备
688798,艾为电子
300327,中颖电子
603986,兆易创新
603068,博通集成
688141,杰华特
603290,斯达半导
688261,东微半导
300782,卓胜微
688591,泰凌微
300223,北京君正
300053,航宇微
688720,艾森股份
688252,天德钰
688216,气派科技
300458,全志科技
301308,江波龙
688699,明微电子
688721,龙图光罩
300613,富瀚微
688172,燕东微
688486,龙迅股份
603005,晶方科技
688107,安路科技
300046,台基股份
688381,帝奥微
688049,炬芯科技
600171,上海贝岭
688380,中微半导
603061,金海通
688693,锴威特
688409,富创精密
688601,力芯微
688135,利扬芯片
688200,华峰测控
688595,芯海科技
688512,慧智微-U
688259,创耀科技
301536,星宸科技
300077,国民技术
688362,甬矽电子
300671,富满微
688120,华海清科
688449,联芸科技
688262,国芯科技
000670,盈方微
688620,安凯微
301629,矽电股份
688766,普冉股份
688037,芯源微
688072,拓荆科技
688401,路维光电
001309,德明利
688153,唯捷创芯
688709,成都华微
688234,天岳先进
688515,裕太微-U
688439,振华风光
688525,佰维存储
688702,盛科通信-U
688332,中科蓝讯
688361,中科飞测
688661,和林微纳
688653,康希通信
688209,英集芯
688416,恒烁股份
688012,中微公司
300042,朗科科技
605358,立昂微
688593,新相微
688981,中芯国际
688220,翱捷科技-U
688130,晶华微
688385,复旦微电
688535,华海诚科
688045,必易微
688213,思特威-W
688521,芯原股份
688691,灿芯股份
688372,伟测科技
688530,欧莱新材
688018,乐鑫科技
688347,华虹公司
