代码,名称
603038,华立股份
002713,*ST东易
603828,ST柯利达
600193,*ST创兴
605318,法狮龙
300986,志特新材
601886,江河集团
603216,梦天家居
002047,*ST宝鹰
002620,ST瑞和
002989,中天精装
002830,名雕股份
002822,ST中装
603272,联翔股份
834765,美之高
002081,金 螳 螂
002789,*ST建艺
605289,罗曼股份
603385,惠达卫浴
002375,亚厦股份
603408,建霖家居
300506,*ST名家
000055,方大集团
605287,德才股份
002856,美芝股份
300621,维业股份
002084,海鸥住工
833580,科创新材
605178,时空科技
002482,广田集团
300374,中铁装配
603929,亚翔集成
002247,聚力文化
301113,雅艺科技
603030,全筑股份
001212,中旗新材
301365,矩阵股份
002963,豪尔赛
