代码,名称
600530,交大昂立
605016,百龙创园
605198,安德利
002956,西麦食品
003000,劲仔食品
300997,欢乐家
300765,新诺威
002650,ST加加
600381,*ST春天
300791,仙乐健康
603237,五芳斋
300973,立高食品
002946,新乳业
002597,金禾实业
002286,保龄宝
301206,三元生物
603156,养元饮品
002847,盐津铺子
000848,承德露露
000523,红棉股份
600298,安琪酵母
603057,紫燕食品
000911,广农糖业
605337,李子园
600962,国投中鲁
605499,东鹏饮料
605339,南侨食品
603317,天味食品
002991,甘源食品
603043,广州酒家
605338,巴比食品
600882,妙可蓝多
002661,克明食品
603170,宝立食品
603886,元祖股份
603027,千禾味业
603345,安井食品
605567,春雪食品
000972,*ST中基
600073,光明肉业
300908,仲景食品
000895,双汇发展
002557,洽洽食品
600597,光明乳业
600305,恒顺醋业
002726,龙大美食
002330,得利斯
002329,皇氏集团
000529,广弘控股
605077,华康股份
600887,伊利股份
001219,青岛食品
002216,三全食品
300146,汤臣倍健
002507,涪陵榨菜
603866,桃李面包
600429,三元股份
002626,金达威
600189,泉阳泉
600737,中粮糖业
605300,佳禾食品
300741,华宝股份
603102,百合股份
832023,田野股份
603288,海天味业
000639,西王食品
603755,日辰股份
605089,味知香
003030,祖名股份
605388,均瑶健康
300999,金龙鱼
603711,香飘飘
002719,麦趣尔
002702,海欣食品
300829,金丹科技
603697,有友食品
002695,煌上煌
300783,三只松鼠
603536,惠发食品
001215,千味央厨
002840,华统股份
001318,阳光乳业
002515,金字火腿
603517,绝味食品
000716,黑芝麻
002820,桂发祥
300915,海融科技
002732,燕塘乳业
603020,爱普股份
600872,中炬高新
600300,维维股份
300892,品渥食品
836422,润普食品
002910,庄园牧场
002852,道道全
832786,骑士乳业
839273,一致魔芋
600419,天润乳业
603719,良品铺子
603235,天新药业
301116,益客食品
300094,国联水产
300106,西部牧业
831726,朱老六
836826,盖世食品
300898,熊猫乳品
603777,来伊份
300858,科拓生物
002495,佳隆股份
002481,双塔食品
200019,深粮B
002582,好想你
688089,嘉必优
600186,莲花控股
605179,一鸣食品
833429,康比特
603696,安记食品
002570,贝因美
