代码,名称
603332,苏州龙杰
000677,恒天海龙
688722,同益中
836077,吉林碳谷
002998,优彩资源
600527,江南高纤
000703,恒逸石化
601233,桐昆股份
002493,荣盛石化
000782,恒申新材
002206,海 利 得
601113,华鼎股份
301057,汇隆新材
603225,新凤鸣
000420,吉林化纤
688203,海正生材
600810,神马股份
600346,恒力石化
600063,皖维高新
002064,华峰化学
000936,华西股份
002254,泰和新材
688295,中复神鹰
000949,新乡化纤
300876,蒙泰高新
300777,中简科技
600889,南京化纤
002427,尤夫股份
