代码,名称
300839,博汇股份
000554,泰山石油
000637,茂化实华
601857,中国石油
600256,广汇能源
603798,康普顿
600028,中国石化
600938,中国海油
002778,中晟高科
000159,国际实业
600759,洲际油气
600688,上海石化
000698,沈阳化工
000819,岳阳兴长
603353,和顺石油
002221,东华能源
000096,广聚能源
600506,统一股份
000059,华锦股份
600777,ST新潮
600387,*ST海越
