序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
1,301636,N泽润,68.17,106.2,35.11,95502.0,652321891.25,27.53,74.18,65.08,65.5,33.06,,63.07,33.08,4.01,4353869494.0,1032169673.0,0.55,0.32,106.2,106.2
2,688755,N汉邦,46.72,105.18,23.95,97456.0,480614306.0,40.18,55.55,46.4,49.0,22.77,,58.92,92.57,3.47,4111360000.0,772783700.0,0.0,-0.51,105.18,105.18
3,870436,大地电气,24.79,24.82,4.93,112846.0,257845054.79,27.69,25.5,20.0,20.12,19.86,4.88,12.7,-66.68,6.12,2342060040.0,2203041463.0,-0.4,-1.0,27.26,47.38
4,301260,格力博,20.5,20.02,3.42,335009.0,629256212.41,23.42,20.5,16.5,16.8,17.08,3.4,15.78,14.13,2.12,10050989567.0,4351552835.0,0.0,0.0,46.43,54.72
5,300963,中洲特材,24.66,20.0,4.11,760730.0,1808540586.45,17.91,24.66,20.98,21.3,20.55,2.33,37.94,156.3,7.61,8078616000.0,4945118947.0,0.0,0.0,171.89,182.8
6,301488,豪恩汽电,73.8,20.0,12.3,68712.0,477968814.51,14.18,73.8,65.08,66.3,61.5,8.12,29.35,92.16,5.1,6789600000.0,1727750250.0,0.0,0.0,-3.4,33.48
7,301076,新瀚新材,43.1,18.24,6.65,297713.0,1231406651.21,18.66,43.74,36.94,37.12,36.45,2.8,35.25,89.54,4.98,5797984400.0,3640632218.0,-0.46,-0.37,25.22,39.39
8,300946,恒而达,83.69,16.27,11.71,101587.0,796621923.44,19.16,86.0,72.21,73.0,71.98,2.05,17.98,125.42,8.37,10043302140.0,4729405590.0,0.54,0.35,204.0,208.14
9,836247,华密新材,32.5,15.91,4.46,137890.0,436147015.56,27.14,34.86,27.25,27.84,28.04,2.4,15.69,104.33,8.51,3938604150.0,2855879065.0,-1.01,-0.64,35.36,56.48
10,871396,常辅股份,41.65,15.76,5.67,116936.0,494363037.53,23.93,46.58,37.97,38.01,35.98,2.84,27.62,106.47,7.45,2498178662.0,1763607566.0,0.24,-0.05,117.72,161.79
11,300328,宜安科技,12.91,15.47,1.73,1592393.0,2001725079.82,22.9,13.42,10.86,10.98,11.18,3.4,23.2,-365.24,8.2,8913368676.0,8861010557.0,-0.08,-0.23,55.17,75.41
12,300258,精锻科技,17.23,15.02,2.25,1120855.0,1891526073.95,22.9,17.98,14.55,14.62,14.98,3.75,22.49,55.04,2.17,8847924789.0,8586819560.0,0.0,-0.35,53.02,93.38
13,301335,天元宠物,30.75,14.74,3.95,152215.0,444845345.84,21.94,32.08,26.2,26.68,26.8,3.3,30.52,58.29,2.06,3874500000.0,1533656373.0,0.49,-0.13,24.49,36.67
14,688395,正弦电气,24.1,13.95,2.95,56701.0,128823940.0,14.37,24.1,21.06,21.06,21.15,5.33,6.55,56.98,2.71,2087005052.0,2087005052.0,1.05,1.05,30.13,41.85
15,837242,建邦科技,39.8,13.2,4.64,65688.0,251256816.83,23.04,42.5,34.4,35.63,35.16,6.13,17.94,35.05,4.19,2620362350.0,1457445155.0,-0.57,-1.39,34.96,66.32
16,300695,兆丰股份,100.21,12.79,11.36,46683.0,447579273.0,14.62,101.29,88.3,88.3,88.85,1.96,6.58,56.48,2.74,7107882473.0,7107882473.0,0.61,1.88,92.6,124.69
17,300995,奇德新材,40.23,12.37,4.43,55853.0,205411931.32,17.74,40.65,34.3,36.04,35.8,1.39,9.32,208.56,5.38,3385756800.0,2409969340.0,1.51,2.94,131.74,154.46
18,300819,聚杰微纤,29.0,12.01,3.11,125311.0,342362629.0,14.52,29.39,25.63,25.64,25.89,2.08,9.3,73.54,4.85,4326945000.0,3908105250.0,0.49,-1.16,119.7,123.08
19,301300,远翔新材,38.6,11.98,4.13,52453.0,194571147.4,17.73,40.46,34.35,34.65,34.47,3.82,17.15,36.58,3.05,2491244000.0,1180293121.0,0.05,0.13,40.11,50.02
20,300420,五洋自控,3.71,11.75,0.39,904480.0,319350678.58,13.25,3.74,3.3,3.3,3.32,4.07,8.1,142.43,1.79,4141783011.0,4141461354.0,0.82,0.0,20.45,19.29
21,301310,鑫宏业,42.96,11.64,4.48,98336.0,413461095.21,14.99,44.0,38.23,38.24,38.48,2.4,19.81,42.4,2.52,5839898198.0,2132008570.0,0.26,-0.23,41.13,67.81
22,301283,聚胶股份,34.99,11.22,3.53,60035.0,200465696.53,19.1,36.63,30.62,31.15,31.46,5.07,13.21,19.7,1.8,2799200000.0,1590566812.0,-0.26,-1.3,34.32,38.79
23,688068,热景生物,109.49,10.62,10.51,38099.0,395220204.0,11.77,109.5,97.85,98.79,98.98,1.92,4.12,-105.43,3.39,10125054027.0,10125054027.0,0.9,0.52,70.33,77.05
24,300004,南风股份,8.94,10.23,0.83,629587.0,552636608.68,14.18,9.25,8.1,8.14,8.11,2.4,13.12,66.06,2.43,4291142766.0,4291142766.0,0.0,-0.33,37.75,45.37
25,600798,宁波海运,4.48,10.07,0.41,1705583.0,764101085.0,0.0,4.48,4.48,4.48,4.07,10.14,14.14,-29.09,1.38,5405273220.0,5405273220.0,0.0,0.0,48.84,47.85
26,002547,春兴精工,5.25,10.06,0.48,1695766.0,853631875.53,14.05,5.25,4.58,4.65,4.77,2.12,15.35,-31.89,2830.47,5922300132.0,5800237622.0,0.0,0.0,10.99,28.36
27,002136,安 纳 达,11.06,10.05,1.01,210570.0,223815240.54,11.94,11.06,9.86,10.14,10.05,2.75,9.82,-57.95,2.04,2378121200.0,2371880706.0,0.0,0.0,11.94,13.44
28,002560,通达股份,9.09,10.05,0.83,1081169.0,959847401.78,7.38,9.09,8.48,8.84,8.26,1.53,23.87,74.83,1.87,4778963601.0,4117188258.0,0.0,0.0,36.08,33.28
29,600468,百利电气,5.04,10.04,0.46,263434.0,132245580.0,8.3,5.04,4.66,4.66,4.58,2.22,2.42,42.86,2.8,5482186018.0,5482186018.0,0.0,0.0,13.51,7.23
30,605136,丽人丽妆,9.43,10.04,0.86,102237.0,96409331.0,0.0,9.43,9.43,9.43,8.57,1.28,2.55,-51.53,1.53,3776323655.0,3776323655.0,0.0,0.0,19.82,9.27
31,002735,王子新材,12.61,10.03,1.15,135253.0,170554020.39,0.0,12.61,12.61,12.61,11.46,0.49,4.82,143.09,2.78,4817102633.0,3538313164.0,0.0,0.0,36.62,36.18
32,600105,永鼎股份,7.9,10.03,0.72,3067247.0,2394904283.0,8.91,7.9,7.26,7.29,7.18,3.32,20.98,9.96,3.42,11549758936.0,11549758936.0,0.0,0.0,44.95,59.27
33,605169,洪通燃气,12.51,10.03,1.14,32890.0,41145690.0,0.0,12.51,12.51,12.51,11.37,1.64,1.16,39.26,1.82,3538828800.0,3538828800.0,0.0,0.0,24.85,23.01
34,002510,天汽模,6.36,10.03,0.58,1834054.0,1142448487.14,10.55,6.36,5.75,5.75,5.78,6.13,18.25,77.93,2.58,6456282183.0,6390826577.0,0.0,0.0,4.26,8.9
35,002291,遥望科技,6.58,10.03,0.6,664662.0,419198997.0,10.7,6.58,5.94,5.96,5.98,4.03,7.57,-17.03,1.83,6212262514.0,5775062027.0,0.0,0.0,-12.15,4.28
36,002471,中超控股,3.95,10.03,0.36,1560080.0,605302246.1,9.19,3.95,3.62,3.62,3.59,0.65,11.95,-66.8,3.12,5407550000.0,5154737214.0,0.0,0.0,49.62,44.69
