序号,代码,名称,涨跌幅,最新价,涨停价,成交额,流通市值,总市值,换手率,涨速,首次封板时间,炸板次数,涨停统计,振幅,所属行业
1,002596,海南瑞泽,3.7463977336883545,3.6,3.82,280191808,4127273614.8,4131289843.2000003,6.550851345062256,0.0,093000,1,0/0,6.916426658630371,水泥建材
2,603093,南华期货,-2.3685731887817383,16.9,19.04,900514896,10310113591.699999,10310113507.199999,8.204889297485352,0.059206631034612656,093135,1,4/3,13.807047843933105,多元金融
3,000815,美利云,6.963562965393066,13.21,13.59,900962208,9184424692.35,9184424758.400002,9.750031471252441,0.15163002908229828,093430,1,0/0,5.5870442390441895,造纸印刷
4,002775,文科股份,3.166227102279663,3.91,4.17,118005285,1715901889.0800002,2359120333.44,6.716752529144287,0.0,094036,1,0/0,10.554089546203613,工程建设
5,600151,航天机电,7.9268293380737305,7.08,7.22,485098352,10154506191.960001,10154506199.04,4.767847537994385,0.0,094049,2,0/0,9.756096839904785,光伏设备
6,603353,XD和顺石,3.816793918609619,16.32,17.29,139430819,2781221760.0,2829790080.0,4.942095756530762,-0.06123698502779007,095037,1,0/0,10.496183395385742,石油行业
7,603928,兴业股份,2.1575984954833984,10.89,11.73,195024948,2854051200.0,2854051200.0,6.717677593231201,0.09191176295280457,095334,1,0/0,10.97560977935791,塑料制品
8,603310,巍华新材,6.126687526702881,20.44,21.19,153470971,1411831680.0,7058749600.0,10.911959648132324,0.0,095446,1,0/0,10.6957426071167,化学原料
9,605099,XD共创草,3.7639265060424805,34.46,36.53,505381680,13787101400.0,13840583320.0,3.627044200897217,-0.08698173612356186,100433,2,5/4,11.171334266662598,家用轻工
10,002227,奥 特 迅,6.980519771575928,13.18,13.55,282022080,3241446575.88,3266085320.6,8.804783821105957,0.0,100445,1,0/0,10.957792282104492,电源设备
11,002882,金龙羽,7.360715389251709,26.4,27.05,1539129360,6515708760.0,11428560000.0,23.83774185180664,0.3802281320095062,102133,2,0/0,12.32208251953125,电网设备
12,002827,高争民爆,8.379120826721191,31.56,32.03,678300592,8710524495.0,8710560000.0,7.873713493347168,0.12690354883670807,103027,1,0/0,9.684065818786621,化学制品
13,002096,易普力,7.283633232116699,12.52,12.84,352714640,8775815912.76,15530318415.359999,4.020355224609375,0.0,103300,1,0/0,10.796915054321289,化学制品
14,000036,华联控股,7.365438938140869,3.79,3.88,235588727,5613999212.57,5624109981.28,4.201435565948486,-0.5249344110488892,104006,1,0/0,9.915014266967773,房地产开
